timestamp,xyz[0],xyz[1],xyz[2]
7500000,0.003322635,0.000675667,0.004091677
7508000,0.001506655,0.001275887,0.003446978
7512000,0.001485969,0.003308645,0.003640914
7516000,0.002383233,0.003054519,0.004031665
7520000,0.003632837,0.001356283,0.005618915
7524000,0.004262826,0.000470738,0.006504748
7532000,0.004385253,-0.002283325,0.002137722
7536000,0.003747327,-0.002624967,0.002806824
7540000,0.002451608,-0.000201719,0.003697586
7544000,0.001693174,0.002768944,0.003564473
7548000,0.001961055,0.00338955,0.003188379
7552000,0.001834306,0.001860521,0.002251006
7556000,-0.000337689,0.000252244,0.000592873
7564000,-0.001995202,0.000245566,0.001447262
7572000,0.002010164,0.003260568,-0.001373609
7576000,0.002935912,0.002874671,-0.000536954
7580000,0.002153847,0.003218633,0.003053615
7584000,0.000822611,0.002909963,0.005644712
7588000,-0.000378576,0.001374062,0.005539121
7592000,-0.000773786,0.001526702,0.004141161
7596000,-0.000774189,0.003121958,0.002852853
7600000,-0.001253189,0.004090411,0.003569236
7604000,-0.001538011,0.004351009,0.005631559
7608000,-0.002259429,0.003765504,0.006181954
7612000,-0.003084401,0.001896346,0.00494727
7620000,-0.002293594,-0.000362404,-0.000267274
7624000,-0.00297765,0.001231066,-0.000806099
7628000,-0.002119899,0.003123521,0.001035034
7632000,-0.001145722,0.004347641,0.002521372
7636000,-0.000900052,0.004126705,0.001152507
7640000,0.000140918,0.002750533,-0.000681006
7644000,0.001184484,0.001394399,-0.000911329
7648000,0.001862974,0.000635656,-0.000640744
7652000,0.001663337,0.000349734,-0.000124362
7656000,0.002076747,-0.000197045,0.000558683
7660000,0.003981995,-0.000572522,0.001087149
7664000,0.004361038,-0.001053129,0.001255808
7668000,0.002604569,-0.002466479,0.00019915
7672000,0.000350958,-0.003145403,-0.00106901
7676000,-0.000148306,-0.002013571,-0.000640301
7680000,0.002134395,-0.000538468,0.001088151
7684000,0.00387159,0.000120284,0.00301202
7688000,0.00293142,0.001660783,0.004285826
7692000,0.001952858,0.005534494,0.004845366
7696000,0.001987323,0.009994067,0.004477593
7700000,0.001976651,0.012232896,0.002759836
7704000,0.001671501,0.011439626,0.001156205
7708000,0.000324887,0.009091932,0.001200941
7716000,-0.00108334,0.004462118,0.003659783
7720000,-0.000469722,0.002628725,0.003828241
7724000,0.000818608,0.001846744,0.002349053
