timestamp,roll,pitch,yaw,thrust_body[0]
7712000,0.034590375,0.037087854,-0.001512142,0.15
7716000,0.034596156,0.037061468,-0.001512571,0.15
7720000,0.03458697,0.037044488,-0.001513182,0.15
7724000,0.034572348,0.03700941,-0.00151433,0.15
7728000,0.03459604,0.036989275,-0.001514159,0.15
7732000,0.034248725,0.0369433,-0.001240187,0.15
7736000,0.034283206,0.036883518,-0.001240611,0.15
7740000,0.034299027,0.036874413,-0.001240403,0.15
7744000,0.034334246,0.03685425,-0.001239939,0.15
7748000,0.034366544,0.036811322,-0.001240054,0.15
7752000,0.03435812,0.036792453,-0.001240687,0.15
7756000,0.034466874,0.03675681,-0.001315284,0.15
7760000,0.03448463,0.036704656,-0.001315979,0.15
7764000,0.03450828,0.03665678,-0.001316429,0.15
7768000,0.034514632,0.036610182,-0.001317296,0.15
7772000,0.034508344,0.036577035,-0.001318189,0.15
7776000,0.034525946,0.036587324,-0.001317511,0.15
7780000,0.034605872,0.03657424,-0.001361232,0.15
7784000,0.034619275,0.03651707,-0.001362154,0.15
7788000,0.03463275,0.03651705,-0.00136181,0.15
7792000,0.034647755,0.03649602,-0.001361892,0.15
7796000,0.034649346,0.036434863,-0.001363206,0.15
7800000,0.034621593,0.036394875,-0.001364798,0.15
7804000,0.033999536,0.0363472,-0.000966009,0.15
7808000,0.033958845,0.03629041,-0.000968296,0.15
7812000,0.033918492,0.036233075,-0.000970583,0.15
7816000,0.033916723,0.036215585,-0.000971013,0.15
7820000,0.03393112,0.036202744,-0.000970932,0.15
7824000,0.03391471,0.036151834,-0.000972468,0.15
7828000,0.033492144,0.0360741,-0.00069151,0.15
7832000,0.033495005,0.036037356,-0.000692247,0.15
7836000,0.03351344,0.03601475,-0.000692279,0.15
7840000,0.033524007,0.0359966,-0.000692413,0.15
7844000,0.0335135,0.035964083,-0.000693393,0.15
7848000,0.033513788,0.03590213,-0.00069475,0.15
7852000,0.03316679,0.035816487,-0.000447704,0.15
7856000,0.033148564,0.03570228,-0.000450674,0.15
7860000,0.03315293,0.035619467,-0.000452386,0.15
7864000,0.033164285,0.035555344,-0.000453515,0.15
7868000,0.033168346,0.035471864,-0.000455252,0.15
7876000,0.03292093,0.035335947,-0.00027146,0.15
7880000,0.032936323,0.03534628,-0.000270852,0.15
7884000,0.032939956,0.03533132,-0.000271092,0.15
7892000,0.032906506,0.03526274,-0.000273428,0.15
7896000,0.03289315,0.035240687,-0.000274243,0.15
7900000,0.032364327,0.035205603,8.54E-05,0.15
7908000,0.032361668,0.035165697,8.44E-05,0.15
7912000,0.032361344,0.035121765,8.35E-05,0.15
7916000,0.03235053,0.035065383,8.19E-05,0.15
7920000,0.03235811,0.03502268,8.12E-05,0.15
7924000,0.032584343,0.035004508,-7.36E-05,0.15
7928000,0.032571703,0.035006925,-7.39E-05,0.15
7932000,0.032548342,0.034995165,-7.47E-05,0.15
7936000,0.032543417,0.03492686,-7.64E-05,0.15
7940000,0.032567024,0.034852486,-7.74E-05,0.15
7948000,0.032194424,0.03473001,0.000213859,0.15
7952000,0.032161098,0.034641173,0.000211096,0.15
7956000,0.032137737,0.034545057,0.000208419,0.15
7960000,0.03213788,0.03450293,0.000207497,0.15
7964000,0.0321356,0.03447777,0.000206889,0.15
7968000,0.032083094,0.034468208,0.000205413,0.15
