timestamp,control[0],control[1],control[2],control[3],control[4],output[2],output[3],output[4],output[5],output[6],output[7],indicated_airspeed_m_s,true_airspeed_m_s,indicated_airspeed_m_s.1,equivalent_airspeed_m_s,true_airspeed_m_s.1,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2],instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1,x,y,z,temperature.1,pressure,temperature.2,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x.1,y.1,z.1,temperature.3,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,xyz[0],xyz[1],xyz[2],xyz[0].1,xyz[1].1,xyz[2].1,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,ref_lat,ref_lon,x.2,y.2,z.2,vx,vy,vz,ax,ay,az,yaw,dist_bottom,roll,pitch,yaw.1,thrust_body[0].1,isTakeoff,isClimbing,isDescending,isCruise,isLand
52045360,-0.0040423709999999995,-0.06444472,0.011041924,0.0,0.0,1505.0,1500.0,1000.0,1501.3098619999998,1497.6901380000002,1465.070414,16.20472727,16.60359393,16.21256829,16.29646265,16.69737863,16.07510507,16.4705758,161.1289391,161.1289391,11.73996884,-0.001517857,-0.005649228,0.000280807,-0.17000298,0.165022015,-0.032523095,2.0,1.115023005,2.115023005,15,0,0,1,0,0.0,0,0,0,0,0,0.055253124,-0.114457185,1.773666582,1.755963619,-0.950588804,337.5027367,46.42532112,-0.019613294,-0.007537773,0.003039894,0.0,-1.41863897,0.16214065,-7.324535335,2282.874938,954.3954941,11.73909984,-0.033576287999999996,-0.144296345,0.010400651,-1.366020103,0.15440557300000002,-7.238088946,-0.030274392,-0.149929744,0.009394398,2282.874938,97.82862165,102.23700229999999,-2.330616603,-0.7393362509999999,15.36929442,16.30875025,-0.018789128000000002,-1.170120834,-0.1,67.29390339,501.88468880000005,11.73910533,95440.21084,1.133987625,-0.413224507,-0.47656132,-0.13567168300000002,-0.031881151,-0.138571642,0.008366646,0.057522004,-0.12366224199999999,1.777712405,0,0.6274561670000001,0.06604297099999999,-0.016648447,0.7756668790000001,0.0,398727724.0,327442502.0,502472.9298,16.75268854,-2.4724804959999998,16.57268829,-0.362844561,1.71905905,39.8714138,32.7368418,150.6240273,634.9980787999999,-102.33127809999999,-2.5489661040000002,16.35478933,0.154434562,-0.15290996199999998,-1.245723355,2.577698561,1.7169060669999998,102.4896031,0.041739725,-0.05872091,0.019160236,0.0,0,0,1,0,0
52087135,-0.002319085,-0.064719263,0.010758377,0.0,0.0,1505.0,1500.0,1000.0,1500.0,1499.0,1465.0,16.01474844,16.40894995,16.15740576,16.24102268,16.64059664,16.0178532,16.41193704,160.002963,160.002963,11.73974751,-0.001516311,-0.005649309,0.000279523,-0.17003651399999997,0.16500109999999998,-0.032349947999999996,2.0,1.118423685,2.118423685,15,0,0,1,0,0.0,0,0,0,0,0,0.054848755,-0.11618051800000001,1.774009002,1.756010742,-0.964596654,336.8442673,46.33301988,-0.019570888,-0.007491364,0.003007448,0.0,-1.4495026519999998,0.133686618,-7.349080364,2754.1082,954.402772,11.73915124,-0.034755355,-0.14637872300000002,0.007857806,-1.423430365,0.14116690199999998,-7.273017642999999,-0.02977284,-0.15048423800000002,0.009370197,2754.1082,97.72231893,102.21543199999999,-2.357705466,-0.839295723,15.3693021,16.2517558,-0.017649086,-1.14465166,-0.1,67.18502507,501.9273592,11.73915945,95439.71095,1.133981704,-0.279356273,-0.260780283,-0.202864665,-0.028400354,-0.140753027,0.008966315,0.059582943,-0.117192129,1.780022148,0,0.6266878929999999,0.064203523,-0.013735533999999999,0.7764981540000001,0.0,398727714.9,327442583.4,502495.4199,16.69229846,-2.478727746,16.51229842,-0.252476486,1.72000405,39.8714138,32.7368418,150.5218736,635.6639848,-102.32338490000001,-2.5534394369999998,16.30671754,0.258384541,-0.144729796,-1.2475430029999999,2.587880042,1.71713578,102.4817103,0.046006631,-0.043204488,0.018353478,0.0,0,0,1,0,0
52125590,-0.001854485,-0.054590124000000004,0.010078941,0.0,0.0,1505.0,1500.0,1000.0,1502.0,1497.0,1465.0,16.05637412,16.45150512,16.10224322,16.18558271,16.58381465,15.96060132,16.35329828,158.8769868,158.8769868,11.73952618,-0.001514766,-0.00564939,0.000278239,-0.170070048,0.164980186,-0.0321768,2.0,1.121824365,2.121824365,15,0,0,1,0,0.0,0,0,0,0,0,0.054444385,-0.11790385099999999,1.774351421,1.756057865,-0.978604503,336.18579789999995,46.24071864,-0.019531242,-0.0074494719999999995,0.002972787,0.0,-1.509511487,0.119476254,-7.323514487000001,2754.1082,954.4034979,11.73922892,-0.027274622000000002,-0.14793077400000001,0.013317218,-1.45208435,0.196012667,-7.216244894,-0.029042083,-0.150998824,0.010838213999999999,2754.1082,97.60476303,102.1716292,-2.371437785,-0.942996947,15.36925022,16.21154709,-0.016845948,-1.10535646,-0.1,67.03567588,501.9127422,11.73926069,95439.89963,1.133983901,0.40198553299999995,0.30271634199999997,0.059679915,-0.027521862999999997,-0.139460121,0.009455278000000001,0.05042636,-0.118207725,1.77343787,0,0.629499013,0.061668676,-0.017812877,0.7743439879999999,0.0,398727705.4,327442665.0,502500.1658,16.64020004,-2.481658332,16.46351654,-0.14874174,1.720601697,39.8714138,32.7368418,150.4197199,636.3298907000001,-102.3154917,-2.557912771,16.25864576,0.36233452,-0.136549629,-1.24936265,2.5980615240000002,1.7173654919999999,102.47381750000001,0.035057948,-0.034034286000000004,0.017769832,0.0,0,0,1,0,0
52168045,-0.005868297,-0.052517630999999995,0.009631165,0.0,0.0,1505.0,1500.0,1000.0,1501.0,1498.0,1465.0,15.92662529,16.31857044,16.04708069,16.13014274,16.52703266,15.90334945,16.29465952,157.7510107,157.7510107,11.73930485,-0.0015132210000000001,-0.005649471,0.000276955,-0.170103582,0.164959271,-0.032003653,2.0,1.125225045,2.125225045,15,0,0,1,0,0.0,0,0,0,0,0,0.054040015,-0.119627184,1.77469384,1.7561049880000001,-0.992612353,335.5273284,46.1484174,-0.019493108999999998,-0.007417278,0.002967804,0.0,-1.542441291,0.10918105800000001,-7.306974782,2754.1082,954.4045276,11.73932214,-0.031112344,-0.150817094,0.01088877,-1.500246244,0.140660943,-7.283695389,-0.02744596,-0.150735204,0.013469308000000001,2754.1082,97.4857172,102.1248829,-2.383401691,-1.04719358,15.36919046,16.17356082,-0.016087416,-1.064230689,-0.1,66.88096832,502.08260430000007,11.73939971,95437.95431,1.133960785,-0.27203485,0.644908749,0.814346922,-0.027013159,-0.13607008,0.01836009,0.053929051,-0.125514423,1.776844118,0,0.62785487,0.065624108,-0.018653815,0.775334561,0.0,398727695.8,327442746.6,502500.3741,16.59022204,-2.483740748,16.41770317,-0.046703334000000006,1.721110514,39.8714138,32.7368418,150.311543,637.0294807,-102.2997833,-2.561260576,16.21122082,0.470236079,-0.12070374099999999,-1.174615296,2.566153042,1.7177620530000002,102.4581075,0.038478095,-0.026536615,0.017214965,0.0,0,0,1,0,0
52206500,-0.004817188,-0.052994720999999995,0.009574872,0.0,0.0,1505.0,1500.0,1000.0,1500.2282460000001,1498.7717539999999,1470.3152630000002,15.92299574,16.31501202,16.00715867,16.090015700000002,16.48591674,15.8604065,16.25065853,156.9301947,156.9301947,11.73931213,-0.001511733,-0.0056495090000000005,0.00027571299999999997,-0.170131767,0.164941287,-0.03183183,2.0,1.128625725,2.128625725,15,0,0,1,0,0.0,0,0,0,0,0,0.053635645,-0.12135051699999999,1.77503626,1.756152111,-1.0066202020000001,334.868859,46.05611616,-0.019450632,-0.007356143000000001,0.002962179,0.0,-1.4893365319999998,0.111324997,-7.319112716,2754.1082,954.4065227,11.73946477,-0.029516565,-0.146946074,0.018079331,-1.4696269469999999,0.10922917800000001,-7.260973562999999,-0.023100425,-0.147999093,0.019795691,2754.1082,97.36667138,102.0781366,-2.395365597,-1.151390213,15.36913069,16.13557455,-0.015328884,-1.023104917,-0.1,66.72626077,501.9454647,11.73954063,95439.52026,1.133979461,-0.130087705,0.00839598,0.283782043,-0.022581906000000002,-0.13821788,0.022864042,0.055960433,-0.127456465,1.7791547380000001,0,0.626831855,0.067033505,-0.018401315,0.776046695,0.0,398727686.2,327442828.3,502500.5823,16.54024405,-2.485823165,16.3718898,0.055335071,1.721619332,39.8714138,32.7368418,150.2004284,637.7454995,-102.280263,-2.56405942,16.16411137,0.580064968,-0.101119,-1.062523418,2.513715749,1.7182399940000002,102.4385848,0.042728962999999995,-0.027120172999999997,0.016897887,0.0,0,0,1,0,0
52244955,-0.00194144,-0.05538019,0.009177866,0.0,0.0,1505.0,1500.0,1000.0,1500.0,1499.0,1471.0,15.89858336,16.28976048,15.99289475,16.07566865,16.47117534,15.84155326,16.23130086,156.62312930000002,156.62312930000002,11.73970428,-0.0015103389999999999,-0.005649473,0.000274544,-0.170150947,0.164928236,-0.031662239,2.0,1.132026405,2.132026405,15,0,0,1,0,0.0,0,0,0,0,0,0.053231275,-0.123073849,1.7753786790000001,1.756199235,-1.0206280509999999,334.2103895,45.96381492,-0.01940997,-0.007278949,0.0029482640000000004,0.0,-1.4362317740000001,0.11346893599999999,-7.331250648999999,2754.1082,954.4085177999999,11.7396074,-0.022075529,-0.151167719,0.024009892999999997,-1.377456574,0.122624745,-7.324121162999999,-0.018754891,-0.14526298199999998,0.026122073,2754.1082,97.24762555,102.0313902,-2.407329503,-1.255586846,15.36907093,16.09758828,-0.014570353000000001,-0.9819791459999999,-0.1,66.57155322,501.98056849999995,11.73972948,95439.0983,1.1339744040000002,0.377286296,0.210246938,-0.190948819,-0.01626746,-0.136239664,0.02272786,0.058103256,-0.11988022300000001,1.7814703459999999,0,0.626092585,0.064791505,-0.01510903,0.776904171,0.0,398727676.6,327442909.9,502500.7906,16.49026605,-2.487905581,16.32607642,0.15737347699999998,1.72212815,39.8714138,32.7368418,150.0920104,638.4429391,-102.25793759999999,-2.56720694,16.11960623,0.686757561,-0.094462398,-0.973691064,2.487160164,1.7188157919999998,102.416259,0.049563551,-0.014342371999999999,0.016284165,0.0,0,0,1,0,0
52283409,-0.000680501,-0.042810799000000004,0.008729069,0.0,0.0,1504.0,1500.0,1000.0,1502.0,1497.0,1471.0,15.90306787,16.29443184,15.97863082,16.06132161,16.45643394,15.82270002,16.21194319,156.3160639,156.3160639,11.74009643,-0.001508945,-0.005649436999999999,0.000273374,-0.170170127,0.164915185,-0.031492648,2.0,1.135427085,2.135427085,15,0,0,1,0,0.0,0,0,0,0,0,0.052843352999999996,-0.12450931900000001,1.77571867,1.7562468169999998,-1.034635896,333.5476401,45.88126294,-0.019371575,-0.007207174,0.00295268,0.0,-1.4070863569999998,0.141351039,-7.39500153,2754.1082,954.4150699999999,11.73986442,-0.020140327,-0.147563856,0.023329673999999998,-1.3988436000000002,0.225571,-7.281757400000001,-0.020448636,-0.14051272199999998,0.028607518,2754.1082,97.13038165,101.983029,-2.416173961,-1.3565042090000001,15.36901751,16.0623807,-0.013867266999999999,-0.941216938,-0.1,66.41660798,501.9265432,11.73994551,95439.73661,1.133981887,0.012265273,0.433810765,-0.23209869800000002,-0.017874983,-0.130437567,0.023556418,0.050288001,-0.12027408099999999,1.775946402,0,0.6284728279999999,0.062446386,-0.018441151,0.7751000290000001,0.0,398727667.1,327442991.5,502500.9988,16.44028806,-2.489987998,16.28026305,0.259411882,1.722636967,39.8714138,32.7368418,149.98938950000002,639.1004363,-102.2295814,-2.5711040609999998,16.0807,0.7867075859999999,-0.115599375,-0.934863233,2.516246411,1.719601968,102.387907,0.036830373,-0.014242386999999999,0.016103708,0.0,0,0,1,0,0
52337864,-0.005708558000000001,-0.039633507000000005,0.008401067,0.0,0.0,1504.0,1500.0,1000.0,1500.167033,1498.832967,1471.0,15.79119429,16.17982594,15.9643669,16.04697456,16.44169254,15.80384677,16.19258552,156.00899850000002,156.00899850000002,11.74048859,-0.001507551,-0.005649401,0.000272205,-0.170189308,0.164902134,-0.031323057,2.0,1.138827766,2.138827766,15,0,0,1,0,0.0,0,0,0,0,0,0.052521809,-0.124783058,1.776048862,1.75629625,-1.04864372,332.86761789999997,45.83805618,-0.019331321999999998,-0.007151226,0.0029781,0.0,-1.3810971840000001,0.172623716,-7.465551557,2754.1082,954.4222225999999,11.74013652,-0.0230297,-0.138720467,0.021733387000000003,-1.400502932,0.098703767,-7.332261119,-0.022937957000000002,-0.135497132,0.030586982999999998,2754.1082,97.02507222,101.92397220000001,-2.404357722,-1.435702342,15.36900615,16.0455769,-0.013531415,-0.902862678,-0.1,66.26008852,501.80068839999996,11.74017413,95441.18211000001,1.133999148,0.69121962,0.46944318799999996,0.8412741,-0.019422265,-0.12905765,0.032494239,0.052421023,-0.122676903,1.7782560319999998,0,0.627440885,0.064066481,-0.018298769,0.7758082479999999,0.0,398727657.3,327443073.8,502479.8818,16.396521300000003,-2.494140828,16.22616844,0.363520704,1.723362619,39.8714138,32.7368418,149.8867687,639.7579335,-102.2012252,-2.575001182,16.04179376,0.88665761,-0.136736352,-0.896035402,2.545332657,1.720388145,102.359555,0.041542314,-0.015580617,0.01585725,0.0,0,0,1,0,0
52380639,-0.00235937,-0.039684872,0.008362268,0.0,0.0,1504.0,1500.0,1000.0,1500.0,1499.0,1474.0,15.83982835,16.2294535,15.95010298,16.03262752,16.42695114,15.78499353,16.17322785,155.7019331,155.7019331,11.74088074,-0.001506156,-0.005649365,0.000271035,-0.17020848800000002,0.164889084,-0.031153466,2.0,1.1422284459999998,2.142228446,15,0,0,1,0,0.0,0,0,0,0,0,0.052200264,-0.125056796,1.776379054,1.7563456830000002,-1.0626515429999999,332.1875957,45.79484943,-0.01928918,-0.007060971,0.003006467,0.0,-1.386814744,0.19907154100000002,-7.505070212000001,2754.1082,954.4221721000001,11.74041533,-0.027803907000000003,-0.14290726,0.028530494,-1.381248615,0.215638716,-7.385318572999999,-0.021581367999999997,-0.131206059,0.030061955,2754.1082,96.91976279,101.86491540000002,-2.392541483,-1.514900475,15.36899478,16.0287731,-0.013195563,-0.8645084190000001,-0.1,66.10356906,501.8519952,11.74044995,95440.59632000001,1.133992157,0.132777048,-0.108386052,-0.377146617,-0.017168713999999998,-0.122581275,0.028761363999999998,0.05459620900000001,-0.12729362800000002,1.7805690319999998,0,0.626333597,0.066556333,-0.018832272,0.776479969,0.0,398727647.5,327443156.0,502458.6411,16.35279056,-2.498305661,16.17202582,0.467641528,1.724089529,39.8714138,32.7368418,149.7753446,640.4644312,-102.1602223,-2.579680699,16.00484402,0.989594148,-0.134993339,-0.836651988,2.430848777,1.721541539,102.3185506,0.048284713,0.01380824,0.014819846999999999,0.0,0,0,1,0,0
52426774,-0.001432756,-0.039585201,0.008643074,0.0,0.0,1504.0,1500.0,1000.0,1500.0,1499.0,1477.0,15.82942811,16.21887351,15.93583905,16.01828048,16.41220974,15.76614029,16.15387018,155.3948677,155.3948677,11.74127289,-0.0015047620000000002,-0.005649329,0.000269866,-0.170227668,0.164876033,-0.030983876,2.0,1.145629126,2.1456291259999998,15,0,0,1,0,0.0,0,0,0,0,0,0.05187872,-0.125330534,1.7767092469999999,1.756395116,-1.076659367,331.5075735,45.75164267,-0.019250765,-0.006955642,0.003035512,0.0,-1.420898504,0.221202846,-7.516826872999999,2754.1082,954.4156775,11.74070016,-0.01673733,-0.138457161,0.027907022000000004,-1.457679826,0.182638949,-7.453326151000001,-0.016784063999999998,-0.12756317,0.027296301000000002,2754.1082,96.81445336,101.8058587,-2.380725244,-1.594098609,15.36898342,16.0119693,-0.012859711000000001,-0.8261541590000001,-0.1,65.9470496,501.8681323,11.74074503,95440.41687,1.1339899759999998,0.24095875600000002,-0.673100457,-0.334151615,-0.012339713,-0.11831611,0.033542516,0.057725952000000004,-0.12111848800000001,1.7835416769999999,0,0.625261817,0.065169132,-0.015576834,0.777531469,0.0,398727637.7,327443238.3,502437.4005,16.30905981,-2.502470494,16.117883199999998,0.571762352,1.7248164380000002,39.8714138,32.7368418,149.66358019999998,641.1728226,-102.1187305,-2.584390455,15.9679699,1.0926461140000001,-0.132366021,-0.7764741070000001,2.310815954,1.722709125,102.2770572,0.035837776,0.01672008,0.014410158000000001,0.0,0,0,1,0,0
