timestamp,control[0],control[1],control[2],control[3],control[4]
17004000,0.030550681,0.022802366,-0.005421163,0.15,0
17008000,0.029904151,0.022851745,-0.005085327,0.15,0
17012000,0.029261878,0.022822006,-0.00496047,0.15,0
17020000,0.028098736,0.022764359,-0.005208671,0.15,0
17024000,0.028140023,0.022760764,-0.005236926,0.15,0
17028000,0.028561544,0.02284475,-0.00537827,0.15,0
17032000,0.02820833,0.02285716,-0.005504697,0.15,0
17036000,0.027374439,0.022714552,-0.005430612,0.15,0
17040000,0.026707428,0.02272364,-0.005234916,0.15,0
17044000,0.026196338,0.022760445,-0.005201136,0.15,0
17048000,0.025561094,0.022642164,-0.005202848,0.15,0
17052000,0.025602857,0.022562481,-0.005206456,0.15,0
17056000,0.02692383,0.022727152,-0.005407724,0.15,0
17060000,0.028285267,0.023025416,-0.005568653,0.15,0
17064000,0.029303972,0.023161896,-0.005495624,0.15,0
17068000,0.03108668,0.0230952,-0.005302417,0.15,0
17072000,0.032722022,0.023050861,-0.005126946,0.15,0
17076000,0.03269401,0.023081265,-0.005110015,0.15,0
17080000,0.031222668,0.023245277,-0.004905299,0.15,0
17084000,0.030605407,0.023227794,-0.004943023,0.15,0
17088000,0.031065807,0.023218729,-0.005161223,0.15,0
17092000,0.031691626,0.023324754,-0.005307267,0.15,0
17096000,0.031781808,0.023358472,-0.005266287,0.15,0
17100000,0.03169206,0.02315498,-0.005372542,0.15,0
17104000,0.03144367,0.022932382,-0.005475754,0.15,0
17108000,0.030720446,0.02296797,-0.005531536,0.15,0
17112000,0.030129278,0.023046982,-0.005612988,0.15,0
17116000,0.029433884,0.022930436,-0.005562474,0.15,0
17120000,0.027963502,0.022875844,-0.005330898,0.15,0
17124000,0.027350798,0.022958344,-0.005156852,0.15,0
17128000,0.028380677,0.02295574,-0.005190189,0.15,0
17132000,0.029952282,0.022856591,-0.005270696,0.15,0
17136000,0.030226717,0.022768589,-0.00525286,0.15,0
17140000,0.029348625,0.022749556,-0.005376606,0.15,0
17144000,0.028955005,0.022815045,-0.005669908,0.15,0
17148000,0.028965885,0.02300287,-0.005891518,0.15,0
17152000,0.028872563,0.023250591,-0.005970706,0.15,0
17156000,0.028535306,0.023167314,-0.005774402,0.15,0
17164000,0.028024048,0.022817371,-0.005424593,0.15,0
17168000,0.027252443,0.022840198,-0.00556723,0.15,0
17172000,0.027714526,0.023066763,-0.005867518,0.15,0
17180000,0.027070243,0.023161635,-0.005715062,0.15,0
17184000,0.02739831,0.02286858,-0.005635709,0.15,0
17188000,0.027888281,0.022625221,-0.00557555,0.15,0
17192000,0.027832923,0.02257325,-0.005528078,0.15,0
17196000,0.028161073,0.02271666,-0.005479997,0.15,0
17200000,0.02830181,0.022855029,-0.005428293,0.15,0
17204000,0.028115638,0.022959162,-0.005523259,0.15,0
17208000,0.028236143,0.023028845,-0.005661019,0.15,0
17212000,0.028965766,0.0228387,-0.005752897,0.15,0
17216000,0.030119335,0.022424668,-0.00583035,0.15,0
17220000,0.030657068,0.022161597,-0.00572895,0.15,0
17224000,0.030644545,0.022148198,-0.005394022,0.15,0
17228000,0.030672094,0.022232741,-0.00510429,0.15,0
17232000,0.030929595,0.02248964,-0.005059526,0.15,0
17236000,0.030947372,0.02251757,-0.005058547,0.15,0
17240000,0.031233203,0.023319365,-0.005385833,0.15,0
17244000,0.021574005,0.0237114,0.001238254,0,0
17248000,0.02072488,0.023857133,0.001018346,0,0
17252000,0.020201702,0.023740092,0.000205544,0,0
17256000,0.020972418,0.023389168,-0.001006276,0,0
17260000,0.022432406,0.022854403,-0.001388627,0,0
17264000,0.022869974,0.022515396,-0.0006582,0,0
17268000,0.022125171,0.02260698,0.00027952,1,0
17272000,0.02104615,0.022846008,0.001236306,1,0
17276000,0.020350216,0.022954842,0.002199055,1,0
17280000,0.020275304,0.022902846,0.002786599,1,0
17284000,0.020368196,0.022871988,0.002893439,1,0
17288000,0.01998058,0.023076849,0.003016995,1,0
