timestamp,indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s
16980000,2.1199784,2.1199784,2.1614149,0.017836163,0.018184783
17980000,18.979227,18.978424,19.34911,19.1588,19.533009
18980000,23.142056,23.12582,23.578703,23.026793,23.477737
19980000,22.668383,22.627848,23.075676,22.473059,22.917824
20980000,21.16957,21.113773,21.5392,20.978008,21.400698
21980000,20.211685,20.153406,20.565725,20.115417,20.52696
22980000,20.017992,19.946285,20.36062,19.96998,20.384808
23980000,20.179045,20.097916,20.520138,20.006048,20.426342
24980000,20.041447,19.962265,20.385796,19.9606,20.384094
25980000,20.223663,20.163456,20.595463,20.196491,20.629206
26980000,20.08506,20.020357,20.453293,19.91333,20.34395
27980000,19.80953,19.70911,20.139559,19.62454,20.05314
28980000,19.399477,19.289618,19.7152,19.16702,19.5899
29980000,17.45575,17.356165,17.741873,17.235584,17.618612
30980000,16.74118,16.643974,17.0142,16.559975,16.928333
31980000,16.503605,16.407248,16.771357,16.394526,16.758354
32980000,16.446451,16.353783,16.715466,16.367151,16.729132
33980000,16.479895,16.388193,16.749693,16.368132,16.72919
34980000,16.420162,16.32922,16.688925,16.359488,16.71986
35980000,16.40051,16.315973,16.674828,16.35042,16.71003
36980000,16.33344,16.251411,16.608513,16.30286,16.661093
37980000,16.19666,16.12128,16.475416,16.226074,16.582512
38980000,16.201588,16.126764,16.481096,16.130844,16.485266
39980000,16.087019,16.013887,16.365715,16.164425,16.519562
40980000,18.751427,18.68766,19.099806,18.83471,19.2501
41980000,19.099035,19.110777,19.536888,19.168556,19.595955
42980000,19.017355,19.054743,19.4849,18.996935,19.425787
43980000,18.506166,18.519123,18.943197,18.424707,18.84662
44980000,19.053303,19.030228,19.472387,18.944649,19.384819
45980000,18.530605,18.488852,18.924662,18.354765,18.787415
46980000,17.569399,17.4863,17.903822,17.412962,17.828733
47980000,16.88253,16.789175,17.1941,16.731756,17.135296
48980000,16.90119,16.802908,17.21219,16.724937,17.13232
49980000,17.156439,17.053158,17.472107,16.997393,17.41497
50980000,14.84914,14.7607565,15.125761,14.631128,14.992928
51980000,14.400175,14.314468,14.668073,14.271328,14.623866
52980000,14.833898,14.751965,15.114988,14.613129,14.972735
53980000,16.281319,16.208153,16.605797,16.08778,16.482473
54980000,16.066364,15.998448,16.39088,15.996966,16.389362
55980000,15.653654,15.58727,15.969746,15.452038,15.831195
56980000,15.461337,15.394607,15.771665,15.437752,15.815867
57980000,15.479604,15.411656,15.788526,15.289601,15.663487
58980000,15.120709,15.053232,15.421181,15.080085,15.44869
59980000,15.140723,15.073008,15.441385,15.002617,15.369274
60979999,15.078786,15.00921,15.375867,14.968466,15.334128
61979999,15.114214,15.047423,15.414837,14.966624,15.332065
62979999,15.03171,14.965436,15.331047,14.960394,15.325883
63980000,15.984913,15.940238,16.329523,15.88078,16.268614
64980000,14.821671,14.773739,15.135171,14.749397,15.110234
65980000,17.714846,17.664244,18.096994,17.63434,18.066359
66980000,17.390676,17.348269,17.775198,17.488718,17.919104
67980000,16.070412,16.046799,16.441702,16.054,16.449081
68980000,17.150969,17.15045,17.570848,17.228388,17.650698
69980000,18.47987,18.493713,18.944267,18.68984,19.145172
70980000,18.299414,18.350239,18.794334,18.456932,18.903608
71980000,19.160105,19.245298,19.708717,19.31719,19.78234
72980000,18.797342,18.880959,19.333406,18.964678,19.419132
73980000,18.896688,18.982092,19.434074,19.014004,19.466745
74980000,19.085869,19.171274,19.624104,19.09085,19.541782
75980000,19.268188,19.359901,19.813095,19.238165,19.688509
76980000,19.886839,19.98144,20.44457,19.768414,20.226606
77980000,19.840046,19.934895,20.392603,19.874027,20.330338
78980000,18.978645,19.076944,19.512123,19.091383,19.526892
79980000,17.982178,18.065836,18.475891,18.182919,18.59563
80980000,17.24901,17.319378,17.709642,17.366701,17.758034
81980000,17.969612,18.018995,18.421272,17.911295,18.311169
82980000,17.63727,17.677248,18.069906,17.622963,18.014416
83980000,17.685764,17.739494,18.131926,17.825233,18.219563
84980000,16.789953,16.862925,17.235306,17.00288,17.378351
85980000,17.337059,17.41348,17.7969,17.446367,17.830511
86980000,17.23613,17.292902,17.673038,17.329319,17.710257
87980000,17.117348,17.155493,17.532465,17.1864,17.56405
88980000,17.033548,17.066612,17.441519,17.1099,17.485758
89980000,16.938868,16.955875,17.328161,17.034409,17.40842
90980000,16.932709,16.96328,17.33573,16.995651,17.36881
91980000,16.179876,16.211748,16.567598,16.27907,16.636396
92980000,16.728437,16.757124,17.124392,16.842989,17.212137
93980000,16.79278,16.822542,17.191319,16.919374,17.290274
94980000,16.876986,16.91483,17.285929,17.00972,17.3829
95980000,16.939718,16.972141,17.34453,17.24908,17.627544
96980000,17.01232,17.041515,17.415228,17.315353,17.69507
97980000,17.053555,17.083204,17.457748,17.226578,17.604265
98980000,17.263647,17.284885,17.663754,17.252892,17.631058
99980000,17.31019,17.317574,17.696566,17.15535,17.530792
100980000,17.431969,17.424791,17.80571,17.257017,17.634268
101980000,17.334742,17.32748,17.706308,17.08962,17.46325
102980000,17.000717,16.990395,17.362413,16.696558,17.062143
103980000,16.671785,16.663454,17.028759,16.39641,16.755861
104980000,16.43084,16.424921,16.785131,16.199629,16.554897
105980000,15.139091,15.138949,15.471171,15.065148,15.395751
106980000,16.160973,16.172907,16.527521,16.119467,16.472908
107980000,16.303493,16.331036,16.689198,16.432905,16.7933
