timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
17980000,-1.821867,-1.821867,12.404602
18988000,215.19102,215.19102,12.404572
19996000,327.20844,327.20844,12.398346
20980000,314.58923,314.58923,12.369141
21988000,275.15182,275.15182,12.320526
22996000,262.23978,262.23978,12.276947
23980000,253.29517,253.29517,12.241516
24988000,243.99419,243.99419,12.20752
25996000,237.90672,237.90672,12.174774
26980000,234.38466,234.38466,12.143829
27988000,241.32475,241.32475,12.113647
28996000,239.80174,239.80174,12.084961
29979999,239.47685,239.47685,12.059723
30992000,235.26685,235.26685,12.034088
31996000,230.3866,230.3866,12.0047
32980000,225.43967,225.43967,11.973572
33988000,226.74884,226.74884,11.942261
34996000,220.85483,220.85483,11.911133
35980000,216.83179,216.83179,11.880249
36988000,214.66464,214.66464,11.848053
37996000,212.06128,212.06128,11.815643
38980000,210.53525,210.53525,11.784515
39988000,203.23486,203.23486,11.754791
40996000,168.90114,168.90114,11.736633
41980000,164.60588,164.60588,11.736389
42988000,162.68025,162.68025,11.74295
43996000,160.36429,160.36429,11.749268
44980000,163.84084,163.84084,11.753815
45988000,163.97664,163.97664,11.756622
46996000,164.76245,164.76245,11.758057
47984000,163.49951,163.49951,11.758728
48988000,163.83401,163.83401,11.758789
49996000,161.3118,161.3118,11.758545
50980000,160.97394,160.97394,11.758179
51988000,161.03171,161.03171,11.757721
52996000,156.99103,156.99103,11.757324
53980000,155.59807,155.59807,11.756958
54988000,155.06113,155.06113,11.756622
56000000,152.83675,152.83675,11.756317
56980000,151.85258,151.85258,11.7560425
57988000,164.17407,164.17407,11.755981
58996000,185.21117,185.21117,11.751587
59980000,179.39622,179.39622,11.742523
60988000,155.54788,155.54788,11.736786
62000000,149.97359,149.97359,11.746796
62980000,155.24397,155.24397,11.765747
63988000,160.08113,160.08113,11.786438
64996000,164.92294,164.92294,11.806091
65984000,165.49586,165.49586,11.824341
66988000,169.75781,169.75781,11.842682
67996000,167.92065,167.92065,11.861023
68980000,168.42424,168.42424,11.879089
69988000,172.31476,172.31476,11.897858
70996000,173.17305,173.17305,11.916779
71980000,173.8729,173.8729,11.935333
72988000,174.83344,174.83344,11.954559
73996000,178.83548,178.83548,11.973938
74980000,180.06699,180.06699,11.993042
75988000,183.2746,183.2746,12.012756
76996000,182.07552,182.07552,12.032288
77980000,186.29868,186.29868,12.044403
78992000,192.14796,192.14796,12.051605
79996000,191.34462,191.34462,12.058105
80980000,195.1658,195.1658,12.0625
81988000,191.29712,191.29712,12.066315
82996000,180.15215,180.15215,12.0672
83980000,175.42853,175.42853,12.067688
84992000,174.98605,174.98605,12.068634
85996000,173.00145,173.00145,12.069794
86980000,172.89131,172.89131,12.070953
87988000,170.1666,170.1666,12.072052
88996000,170.02277,170.02277,12.073151
89980000,169.2316,169.2316,12.074188
90988000,168.13277,168.13277,12.075165
91996000,170.35385,170.35385,12.075714
92980000,160.12686,160.12686,12.07608
93988000,166.45848,166.45848,12.078064
94996000,194.87804,194.87804,12.078491
95980000,214.19101,214.19101,12.060394
96988000,211.12729,211.12729,12.025757
97996000,199.64671,199.64671,11.985718
98980000,194.5518,194.5518,11.947052
99988000,191.40973,191.40973,11.909821
100996000,187.20184,187.20184,11.874725
101980000,183.75688,183.75688,11.841827
102992000,181.18785,181.18785,11.809906
103996000,178.02103,178.02103,11.779175
104980000,159.74854,159.74854,11.749847
105988000,131.22746,131.22746,11.734131
106996000,130.16534,130.16534,11.737244
107980000,129.3544,129.3544,11.745972
108988000,136.06755,136.06755,11.764099
109996000,153.23596,153.23596,11.789154
110980000,163.39445,163.39445,11.813141
111988000,174.0488,174.0488,11.835541
112996000,177.78711,177.78711,11.857025
113980000,183.12733,183.12733,11.878418
114988000,188.87283,188.87283,11.900879
115996000,196.81927,196.81927,11.923798
116980000,202.05997,202.05997,11.947052
117988000,205.02255,205.02255,11.972046
119000000,205.07062,205.07062,11.9956665
119980000,185.97978,185.97978,12.008759
120988000,195.12288,195.12288,12.0199585
121996000,218.57698,218.57698,12.017975
122980000,192.38591,192.38591,12.002838
123992000,198.86351,198.86351,11.992157
124996000,216.36972,216.36972,11.978485
126004000,224.88551,224.88551,11.956146
126987999,215.51466,215.51466,11.924469
127996000,206.50665,206.50665,11.891327
129004000,206.03032,206.03032,11.860687
129987999,203.30884,203.30884,11.831421
130996000,195.68922,195.68922,11.8013
132004000,195.9159,195.9159,11.771088
132988000,152.35773,152.35773,11.745483
133996000,140.82819,140.82819,11.740814
135004000,133.5613,133.5613,11.748169
135988000,133.61882,133.61882,11.764374
136996000,143.86852,143.86852,11.787201
138004000,151.01942,151.01942,11.809113
138992000,152.3563,152.3563,11.826538
139996000,150.2603,150.2603,11.842072
141004000,147.1262,147.1262,11.8573
141988000,145.00604,145.00604,11.87262
142996000,143.39401,143.39401,11.888611
143980000,144.1298,144.1298,11.904327
144988000,143.01646,143.01646,11.920441
