timestamp,x,y,z
22620000,0.024792057,-0.022299208,-0.11302976
22720000,0.03166906,-0.021868315,-0.13425311
22820000,0.048574965,-0.018452251,-0.13756792
22920000,0.05580844,-0.009693693,-0.13709903
23020000,0.078325264,-0.006085828,-0.1303396
23120000,0.08426759,0.008828296,-0.11698059
23220000,0.1107641,0.001473876,-0.10412453
23320000,0.10937375,-0.001874177,-0.11044818
23420000,0.11432099,-0.007953963,-0.099679984
23520000,0.11094126,-0.00466171,-0.10125786
23620000,0.12176263,-0.003089995,-0.09317335
23720000,0.12397342,-0.015098043,-0.09303996
23820000,0.14142093,-0.01454906,-0.08310252
23920000,0.1380612,-0.003136984,-0.07675231
24020000,0.13590932,-0.001033874,-0.065001495
24120000,0.13968457,-0.009251254,-0.061404627
24220000,0.13233206,-0.000306834,-0.050543003
24320000,0.13099377,0.000530925,-0.047065392
24420000,0.1258219,-0.004441897,-0.037092883
24520000,0.12508178,-0.003007578,-0.024121191
24620000,0.11433272,0.002084186,-0.02279431
24720000,0.11820983,-0.014268933,-0.018714612
24820000,0.09974042,-0.012955149,-0.0284449
24920000,0.09796928,-0.010657316,-0.01358329
25020000,0.08332702,-0.009924452,-0.014578372
25120000,0.08251592,-0.007180222,-0.005525435
25220000,0.09360512,-0.008278833,0.000330408
25320000,0.075292945,-0.007685789,-0.004593519
25420000,0.07231313,-0.014614071,-0.003051209
25520000,0.06903894,-0.016333982,0.010059545
25620000,0.051706914,-0.008702757,0.011051861
25720000,0.044876352,-0.017377941,0.001952751
25820000,0.04001695,-0.005740889,0.010748976
25920000,0.0341002,-0.012575994,0.027795943
26020000,0.027993876,-0.013182791,0.018322494
26120000,0.025021208,-0.018836332,0.023663469
26220000,0.019346867,-0.003844076,0.019443661
26320000,0.025822513,-0.017937643,0.011474779
26420000,0.01807958,-0.00535476,0.023390569
26520000,-0.004651913,-0.010373259,0.02410127
26620000,-0.003480099,-0.011373774,0.021617442
26720000,-0.004004483,-0.002180478,0.01848838
26820000,-0.007271092,-0.009289142,0.022076823
26920000,-0.001324456,-0.00047062,0.01783272
27020000,-0.000699115,-0.019381424,0.024969935
27120000,0.12708208,-0.048672367,0.03455902
27220000,0.32082072,-0.056027368,0.040719427
27320000,0.44790322,-0.023776418,0.07228263
27420000,0.49154305,-0.001519294,0.0921284
27520000,0.4758731,0.00804786,0.108033754
27620000,0.4501276,0.024336841,0.1014514
27720000,0.4084657,0.029791767,0.12841406
27820000,0.37045267,0.04361804,0.15601906
27920000,0.32343048,0.045391228,0.15542705
28020000,0.28392977,0.07587781,0.18434604
28120000,0.24168837,0.084393315,0.19501202
28220000,0.22042802,0.09942989,0.19976918
28320000,0.16395637,0.112582415,0.21228833
28420000,0.14006177,0.11008747,0.20686772
28520000,0.10687549,0.11182625,0.21111642
28620000,0.078305304,0.11269898,0.21465185
28720000,0.04722042,0.10794408,0.2267017
28820000,0.026012333,0.1259287,0.22448193
28920000,-0.009644099,0.12426528,0.23071997
29024000,-0.020998541,0.11228,0.22707109
29128000,-0.032462854,0.11712634,0.2294899
29228000,-0.052012503,0.098593384,0.22248341
29332000,-0.06980675,0.116467334,0.22618325
29432000,-0.07986745,0.13026795,0.21553545
29536000,-0.09732966,0.12111714,0.21457103
29640000,-0.10311607,0.11609352,0.22400817
29740000,-0.11822595,0.120624445,0.21770363
29844000,-0.1325646,0.12429969,0.21145248
29948000,-0.1574332,0.12287077,0.22072993
30048000,-0.16904788,0.12871617,0.22738133
30147999,-0.18554187,0.11735265,0.21912101
30248000,-0.19136879,0.12038561,0.21650603
30348000,-0.19520958,0.124110095,0.20331262
30448000,-0.2082531,0.13315299,0.1972502
30548000,-0.22676097,0.123465315,0.18931626
30648000,-0.23783335,0.110402875,0.20918237
30748000,-0.23773389,0.09310444,0.20925474
30848000,-0.25718498,0.09234483,0.21073817
30948000,-0.25914812,0.09666148,0.19866864
31048000,-0.2728353,0.10934583,0.18740752
31148000,-0.28561342,0.09560498,0.17262298
31248000,-0.28868866,0.08289276,0.16862956
31348000,-0.29125047,0.061383255,0.16265681
31448000,-0.28885192,0.055579375,0.16608351
31548000,-0.28193957,0.058562458,0.15229562
31648000,-0.29223368,0.06361319,0.14170085
31748000,-0.2908356,0.056393877,0.12284239
31848000,-0.29258376,0.04473609,0.10790305
31948000,-0.294991,0.035538327,0.1005752
32048000,-0.29212657,0.025374047,0.10578627
32148000,-0.27035886,0.018130383,0.078920715
32248000,-0.2641526,0.003647768,0.06280024
32348000,-0.2421541,0.014752685,0.049728125
32448000,-0.23047139,-0.001348395,0.047196224
32548000,-0.22135912,-0.006911553,0.033054832
32648000,-0.19233005,0.003272637,0.019123884
32748000,-0.186864,-0.0126836,0.021558492
32848000,-0.1687341,-0.006447471,-0.001594834
32948000,-0.1426895,-0.004294357,-0.002559878
33048000,-0.13297664,-0.005500265,-0.018459698
33148000,-0.12288349,-0.009358387,-0.02248648
33248000,-0.10438383,-0.000505173,-0.035094243
33348000,-0.08541917,-0.010906935,-0.03072703
33448000,-0.0690249,-0.009344948,-0.036854297
33548000,-0.05887666,0.000566898,-0.044401545
33648000,-0.039412905,-0.003462126,-0.04554739
33748000,-0.03330362,0.001263159,-0.049132265
33848000,-0.021106314,-0.005105742,-0.05809263
33948000,-0.008381811,0.018253224,-0.058848217
34048000,6.50E-05,0.017584557,-0.06632789
34148000,0.014134203,0.007218698,-0.060110208
34248000,0.010951019,0.003896241,-0.05387281
34348000,0.03614958,0.007161252,-0.061840907
34448000,0.08327692,-0.009058823,-0.0650288
34548000,0.104622334,0.016341625,-0.055300314
34648000,0.101553716,0.006809746,-0.05078198
34748000,0.10365918,0.010513601,-0.06303499
34848000,0.09836138,0.004898096,-0.05071868
34948000,0.10117142,0.004036222,-0.05573187
35048000,0.081594616,0.010832845,-0.036576223
35148000,0.07204064,0.00419461,-0.049618907
35248000,0.07347162,-0.003193355,-0.032783624
35348000,0.06243248,0.00895539,-0.031081572
35448000,0.068815686,0.010876694,-0.033861727
35548000,0.06340792,0.014182035,-0.026276289
35648000,0.060298543,-0.000163698,-0.0263967
35748000,0.058966372,0.000755674,-0.03003149
35848000,0.04859042,0.007051209,-0.024532476
35948000,0.04603304,-0.005488774,-0.024879077
36048000,0.036225684,0.002382118,-0.014297034
36148000,0.03379234,0.003511426,-0.015768347
36248000,0.028423615,-0.007974469,-0.011377834
36348000,0.026877642,0.002428325,-0.013607127
36448000,0.0224479,0.005041507,-0.016887413
36548000,0.008651258,0.004543787,-0.020845506
36648000,-0.00128952,0.001803746,-0.013419339
36748000,0.013195629,-0.00505219,-0.020561893
36848000,0.01158143,0.0059754,-0.003406222
36948000,0.023014912,0.005773334,-0.011206087
37048000,0.012304649,0.001807306,-0.018810796
37148000,0.02676173,0.002394581,-0.02252495
37248000,0.022469085,-0.004580297,-0.015699925
37348000,0.02413519,-0.004923265,-0.020587128
37448000,0.020733768,-0.009633069,-0.010534429
37548000,0.025642727,0.001015685,-0.008018193
37648000,0.032821994,0.00421046,-0.003778215
37748000,0.02639594,-0.004883052,-0.000555755
37848000,0.024945827,-0.009543574,2.45E-05
37948000,0.023282861,-0.003232036,0.00061399
38048000,-0.106526785,0.002020442,-0.004910581
38148000,-0.30092314,0.000501692,-0.013709856
38248000,-0.5022633,-0.006572995,-0.059548806
38348000,-0.65567535,-0.004350788,-0.08979456
38448000,-0.7293415,-0.001003946,-0.12090589
38548000,-0.6968702,0.014290986,-0.15231296
38648000,-0.60735244,0.034820653,-0.19841745
38748000,-0.50283283,0.0820549,-0.22310238
38848000,-0.42726076,0.117986,-0.27023488
38948000,-0.33839583,0.14331917,-0.27803457
39048000,-0.27614617,0.17379877,-0.33468693
39148000,-0.20270847,0.20322044,-0.3510314
39248000,-0.15318042,0.24271908,-0.36951593
39348000,-0.09362506,0.25764,-0.3707629
39448000,-0.03407735,0.2887091,-0.37642702
39548000,-0.003532848,0.28558365,-0.38328353
39648000,0.049536657,0.2983164,-0.37353793
39748000,0.07601828,0.27564928,-0.36024562
39848000,0.07435742,0.22627932,-0.3037685
39948000,0.09565774,0.15779571,-0.26438236
40048000,0.12014124,0.1283426,-0.2660737
40148000,0.13703945,0.08100571,-0.3003229
40248000,0.16316831,0.04000065,-0.333101
40348000,0.17136694,0.028211664,-0.35657138
40448000,0.1724399,0.033611435,-0.37468493
40548000,0.18087564,0.021665495,-0.35689372
40648000,0.19486357,0.008457745,-0.32348266
40748000,0.18860032,0.003511592,-0.29713178
40848000,0.19718985,-0.001758744,-0.28972113
40948000,0.20751597,0.000317595,-0.28460607
41048000,0.21647264,-0.010148479,-0.28363588
41148000,0.20519905,-0.007600421,-0.2943964
41248000,0.20135526,0.002252279,-0.28268212
41348000,0.21558428,-0.002397171,-0.26312506
41448000,0.21490079,-0.003461946,-0.24883175
41548000,0.21220677,0.004103163,-0.23704332
41648000,0.22246923,0.01668538,-0.21940175
41748000,0.21742982,0.001892638,-0.21425767
41848000,0.22308542,0.008420329,-0.21517077
41948000,0.23053437,0.008480809,-0.1873917
42048000,0.23885842,0.00597048,-0.17446843
42148000,0.23619458,0.002798501,-0.1652404
42248000,0.24623589,0.011493963,-0.15347207
42348000,0.24583767,0.008652241,-0.13591325
42448000,0.24004577,0.004723499,-0.11177433
42548000,0.23771171,0.004061088,-0.111746326
42648000,0.23027508,0.000621373,-0.089960106
42748000,0.22487582,0.01579847,-0.08786059
42848000,0.22337432,0.011592796,-0.06142577
42948000,0.2181051,0.019487599,-0.058159433
43048000,0.21027948,0.008408905,-0.038755644
43148000,0.20773305,0.003542593,-0.027039886
43248000,0.20091936,0.006578896,-0.01247341
43348000,0.19333142,0.010116867,-0.002473866
43448000,0.17648336,0.000842295,0.008847732
43548000,0.16479808,0.010580247,0.01589665
43648000,0.15647691,0.001126225,0.010282579
43748000,0.13702573,0.0100327,0.02964586
43848000,0.13926554,0.006202468,0.047175404
43948000,0.123173,0.012413922,0.041228384
44048000,0.11192245,0.013842678,0.053301632
44148000,0.093461156,0.018269487,0.06477703
44248000,0.07654792,0.02377249,0.06632903
44348000,0.0689757,0.02832725,0.076236404
44448000,0.061948054,0.018952725,0.07527054
44548000,0.049701802,0.017241467,0.07902106
44648000,0.021528663,0.022553178,0.08730504
44748000,0.024160236,0.012611915,0.085685566
44848000,0.006348726,0.021244414,0.08397166
44948000,0.006831415,0.01649707,0.07412226
45048000,-0.00806075,0.020186985,0.08505665
45148000,-0.01742491,0.02216324,0.08130856
45248000,-0.02815537,0.0224759,0.083524555
45348000,-0.030659093,0.021210337,0.08526833
45448000,-0.038810007,0.01767322,0.08446931
45548000,-0.046151116,0.008419227,0.08527213
45648000,-0.04623068,0.011942448,0.07165365
45748000,-0.05199845,0.004575378,0.07273689
45848000,-0.057600204,0.013642553,0.060698867
45948000,-0.047223654,0.018721286,0.055506922
46048000,-0.057527486,0.013238377,0.054734394
46148000,-0.054529946,0.008308021,0.051035956
46248000,-0.06008896,0.000770986,0.053778578
46348000,-0.062298886,0.005265161,0.046276767
46448000,-0.062659286,0.011062518,0.035497352
46548000,-0.06414919,-2.79E-05,0.03959101
46648000,-0.058818754,-0.002066206,0.036741067
46748000,-0.05797742,-0.00124684,0.03292876
46848000,-0.06710977,-0.004062954,0.027006429
46948000,-0.067121685,8.25E-05,0.028233767
47048000,-0.06736763,-0.003151277,0.025252046
47148000,-0.062364243,0.009431574,0.021737974
47248000,-0.05236048,-0.000635163,0.013859402
47348000,-0.049812324,0.003811432,0.015402263
47448000,-0.048292194,-0.006680508,0.015333503
47548000,-0.048089936,0.001621281,0.011440571
47648000,-0.04627381,0.003022678,0.009752854
47748000,-0.036956973,-0.001854012,0.006877666
47848000,-0.031880844,-0.000294391,0.003700854
47948000,-0.026299337,0.004117182,-0.004970283
48048000,-0.023422424,-0.002194976,-0.001825128
48148000,-0.027296463,0.001118149,-0.000504998
48248000,-0.02754005,-0.004712549,-0.007813332
48348000,-0.013016101,-0.007464234,-0.001575903
48448000,-0.025040055,-0.007043132,-0.021056222
48548000,-0.003170127,-0.004928676,-0.011289657
48648000,-0.013697024,-0.003611381,-0.009429202
48748000,-0.015647825,0.009629459,-0.01285833
48848000,-0.004280496,0.007305264,-0.002671184
48948000,-0.002750414,-0.002666893,-0.009977615
49048000,-0.00465971,0.000727805,-0.001415373
49148000,-0.002720894,-0.006066872,-0.009112467
49248000,-0.002034871,-0.007327192,-0.002338077
49348000,0.004675824,-0.000331727,-0.006188123
49448000,0.000315539,-0.005263049,-0.006252021
49548000,0.007960287,-0.000388907,-0.005196336
49648000,0.003766425,-0.01580051,-0.005694972
49748000,0.00449636,-0.00504571,-0.001287872
49848000,0.004721311,-0.00542391,-0.009701902
49948000,-0.00264946,-0.006370236,-0.013239529
50048000,0.003743438,0.000780379,-0.004140458
50148000,0.012330344,-0.007708352,-0.007763897
50248000,0.006377578,0.004194894,-0.014090112
50348000,0.000815155,0.005520966,-0.011691404
50448000,0.01131501,-0.004332159,-0.002665551
50548000,0.002234013,-0.00999549,-0.002944461
50648000,0.002727667,-0.004689297,0.009911139
50748000,0.015935047,-0.007421128,-0.005142854
50848000,0.010656473,0.001008361,-0.017085345
50948000,-0.000377065,-0.006666497,0.004437141
51048000,0.012964186,-0.015933355,-0.003463386
51148000,0.004637011,-0.004579731,0.002805042
51248000,0.004622545,-0.005459614,-0.009707543
51348000,0.006002883,0.00031203,-0.001531695
51448000,0.009620776,-0.007307636,0.001706754
51548000,-0.003631049,-0.002833358,-0.000973868
51648000,0.008131375,-0.012671518,0.006436799
51748000,0.015212118,-0.002461399,-0.001394993
51848000,0.005099215,-0.004045358,-0.000292965
51948000,-0.005329707,-0.011184813,-0.004304768
52048000,0.004804039,-0.007728202,-0.003645273
52148000,0.008775825,-0.003212798,0.001318969
52248000,0.004128539,-0.003603565,-0.003055095
52348000,-0.000368296,-0.002618301,0.000894704
52448000,0.001413198,-0.005049058,-0.003287865
52548000,1.90E-05,-0.01347287,-0.000866376
52648000,-0.002381332,-0.00866679,0.00093975
52748000,-0.002935506,-0.001490999,0.005644761
52848000,-0.000511207,-0.00185993,-0.006003234
52948000,-0.004066103,-0.007429003,0.009619311
53048000,0.005079278,-0.009969423,0.001266225
53148000,-0.012224431,-0.005541882,0.01612298
53248000,0.002245387,-0.005974003,-0.000265581
53348000,0.005207934,-0.000784938,-0.007110237
53448000,-0.001932156,-0.002383363,0.001347181
53548000,-0.001430231,0.005435726,0.004946331
53648000,-0.007632811,-0.005391931,-0.000228175
53748000,-0.004796046,-0.003211623,0.003561361
53848000,-0.00544054,0.0080538,0.006808737
53948000,-0.000323874,-0.011821742,0.002745597
54048000,-0.000231691,-0.006368359,0.005691703
54148000,0.006994718,-0.010362563,-0.006239921
54248000,-0.004429868,-0.007810456,-0.003363906
54348000,0.001072887,-0.008360157,-0.001189837
54448000,-0.00882344,-0.005174473,0.013360424
54548000,-0.004232776,-0.002258051,0.003539696
54648000,0.001174073,-0.009413083,0.002503168
54748000,-0.003228894,-0.011561906,-0.000750126
54848000,0.004069753,-0.009923124,-0.005029235
54948000,0.000689766,-0.021317057,-0.0036566
55048000,0.003675408,-0.004057746,0.000552023
55148000,-0.012075067,-0.003994501,0.009417697
55248000,-0.005719258,-0.004588368,-0.010647371
55348000,0.001302129,-0.01284322,0.006852808
55448000,0.002581243,-0.008153901,-0.001343937
55548000,-0.004854671,-0.006003713,0.004407358
55648000,-0.001828663,-0.011795027,0.01247832
55748000,-0.002354007,-0.013772834,-0.012227465
55848000,-0.010437158,-0.016058004,-0.00201263
55948000,0.007039202,-0.00725058,-0.001489535
56048000,-0.006762196,0.00158686,0.000459356
56148000,-0.005534364,-0.016884444,-0.001670051
56248000,0.009298112,-0.002056462,0.006195949
56348000,0.003186283,-0.009947578,-0.001543946
56448000,-0.005167853,-0.009521481,-0.007745051
56548000,0.001303676,-0.00912348,0.000700641
56648000,0.000435705,-0.008606019,-0.000227178
56748000,-0.001183804,-0.004176417,1.25E-05
56848000,0.000435799,-0.00399832,0.005397594
56948000,-0.000683213,-0.012480286,-0.009050777
57048000,-0.005075096,-0.006417093,-0.002543193
57148000,-0.000874141,-0.004680472,-0.00695434
57248000,-0.004159529,-0.009613578,0.001562968
57348000,0.006609327,0.002151975,-0.000623639
57448000,-0.003559456,-0.002689053,0.004151916
57548000,-0.002766822,-0.01159619,0.011893956
57648000,-0.007798563,-0.018459596,-0.010890468
57748000,-0.04140685,-0.09339195,-0.041983925
57848000,-0.019922083,-0.10019589,-0.022374885
57948000,0.02876145,0.01755563,0.06340176
58048000,0.021894641,0.121669345,0.07846585
58148000,-0.04112203,0.15101144,0.06687601
58248000,-0.081652544,0.107193865,0.013984141
58348000,-0.11225752,0.07381149,-0.02851548
58448000,-0.13982032,0.051889498,-0.061261274
58548000,-0.14412345,0.051309876,-0.04463011
58648000,-0.14845033,0.056252666,-0.02902181
58748000,-0.14636841,0.05292897,-0.026795065
58848000,-0.14004828,0.03963386,-0.022624051
58948000,-0.12832184,0.03379819,-0.042194005
59048000,-0.11158286,0.02731386,-0.06377355
59148000,-0.1035921,0.018648015,-0.07064556
59248000,-0.08911127,0.016963722,-0.07282263
59348000,-0.084819436,0.015516337,-0.07534282
59448000,-0.06128905,0.011200793,-0.07083391
59548000,-0.04742204,0.016584184,-0.075294316
59648000,-0.037299212,0.006005155,-0.065939724
59748000,-0.025156597,0.002143007,-0.087083034
59848000,-0.020604672,0.000813723,-0.091465496
59948000,-0.004588781,-0.011872381,-0.081172906
60048000,-0.004821643,-0.006673387,-0.09401021
60148000,0.003220187,-0.003803565,-0.093811914
60248000,0.006241821,0.001081625,-0.08258169
60348000,-0.007490549,-0.026502283,-0.106642306
60448000,-0.010666533,-0.08091122,-0.15723799
60548000,-0.011849449,-0.13402374,-0.1784109
60648000,0.003372487,-0.15804367,-0.16827074
60748000,0.011708656,-0.17713356,-0.14259613
60848000,0.024172215,-0.16039678,-0.107463315
60952000,0.03660925,-0.14930715,-0.08927933
61056000,0.034322944,-0.14296913,-0.083628334
61160000,0.050564017,-0.1395469,-0.104865775
61260000,0.04627082,-0.13914183,-0.11284116
61360000,0.05558842,-0.13640082,-0.12838332
61464000,0.05929886,-0.118622676,-0.13460934
61568000,0.05965888,-0.11150135,-0.1148507
61672000,0.056318138,-0.10302436,-0.10214554
61772000,0.06682629,-0.10670473,-0.09652771
61872000,0.071878545,-0.08092876,-0.08121882
61976000,0.07343762,-0.06969826,-0.07976846
62080000,0.07505583,-0.0566221,-0.07090059
62184000,0.0832993,-0.04526129,-0.08309923
62288000,0.07129461,-0.041419107,-0.07787302
62388000,0.07955368,-0.041200247,-0.07051512
62488000,0.06928187,-0.028467786,-0.055912573
62592000,0.07351945,-0.033816252,-0.053120926
62696000,0.08426796,-0.015297233,-0.040022373
62800000,0.06823481,-0.022493884,-0.034926586
62900000,0.070004605,-0.003905834,-0.038432475
63000000,0.06632128,-0.01094976,-0.021449996
63104000,0.076628745,0.000972724,-0.028162299
63208000,0.06691203,0.005485826,-0.025483113
63312000,0.05866324,-0.000320733,-0.017802678
63416000,0.06999757,0.004232609,-0.008546388
63516000,0.065401055,0.006916562,-0.002121249
63616000,0.07050446,-0.000245097,0.000251821
63716000,0.0584797,0.002099174,0.001848258
63816000,0.057099216,0.005412614,-0.001334156
63916000,0.050360177,0.006266465,0.010020035
64016000,0.041780323,0.016073022,0.006728802
64116000,0.037841525,0.010659453,0.008759454
64216000,0.035394292,0.005457367,0.011017844
64316000,0.038483985,0.00438455,0.019439843
64416000,0.0317589,0.001677718,0.009354931
64516000,0.02857866,0.008239653,0.027360462
64616000,0.027523825,0.008758273,0.014052721
64716000,0.0134082,0.008335302,0.019686103
64812000,0.026131855,0.005868948,0.016364876
64916000,0.013025682,0.001987641,0.024988709
65016000,0.020233572,0.00406047,0.017253311
65116000,0.006704857,0.009368626,0.025984567
65216000,0.008314665,-0.0007697,0.014658869
65316000,0.009595727,-0.004009365,0.023895144
65416000,0.002866553,-0.002658245,0.02774115
65516000,0.00023186,0.00301128,0.018582515
65616000,-0.006404015,-0.007534755,0.022742486
65716000,-0.001215854,-0.003384383,0.025462436
65816000,-0.014123173,-0.002349108,0.023729498
65916000,-0.009571407,-0.004278147,0.024637124
66016000,-0.011131321,-0.008666457,0.02676584
66116000,-0.014973536,0.001263703,0.011469022
66216000,-0.013401645,-0.000283597,0.011918922
66316000,-0.00983029,-0.009935872,0.014716762
66416000,-0.01827337,0.000882448,0.016264154
66516000,-0.006965519,-0.00112666,0.018977098
66616000,-0.018799307,0.005850521,0.014174163
66716000,-0.011199517,-0.00343988,0.014151917
66816000,-0.011305557,-0.009340799,0.02021228
66916000,-0.020016713,-0.009911004,0.016094076
67016000,-0.02887613,-0.005474054,0.019787418
67116000,-0.01703514,0.004242208,0.01997225
67216000,-0.011281762,-0.009529458,0.012234958
67316000,-0.017735561,-0.004421067,0.010960752
67416000,-0.015133229,-0.009013581,0.008705311
67516000,-0.015355607,-0.008176038,0.007341139
67616000,-0.016781185,-0.008885733,0.004837859
67716000,-0.009020171,-0.011653686,0.013633817
67816000,-0.008357991,-0.019434256,0.007952758
67916000,-0.014692375,-0.016815465,-0.000755968
68016000,-0.017064326,-0.002702004,-0.001994301
68116000,-0.009827185,-0.009317042,0.002213787
68216000,-0.004164908,-0.015120123,-0.001042117
68316000,-0.006081167,-0.003129169,0.003789938
68416000,-0.015322183,-2.05E-05,0.006385633
68516000,-0.000695144,-0.012104211,0.001119201
68616000,-0.011026357,-0.004086502,-0.00146695
68716000,-0.017197756,-0.008969337,-0.008953728
68816000,-0.014838238,-0.016091697,-0.000859032
68916000,-0.012987735,-0.008548744,0.001384155
69016000,-0.004237427,-0.011321173,-0.000726118
69116000,-0.014737339,-0.007779701,-0.000858864
69216000,-0.011019383,-0.01032929,-0.002836134
69316000,-0.008089935,-0.012694553,0.001671415
69416000,-0.003829257,-0.002075027,0.003940106
69516000,-0.006977604,-0.015193879,-0.004096405
69616000,0.008292539,-0.003342239,0.003563566
69716000,-0.002375979,-0.012919535,-0.007542874
69816000,0.000247574,-0.014034292,-0.000427568
69916000,-0.003706988,0.006040268,-0.002332579
70016000,-0.006792605,-0.00096262,-0.001141549
70116000,-0.005936873,0.001140106,-0.0066116
70216000,0.002006072,-0.000588583,0.000807193
70316000,-0.00940137,-0.011154255,-0.00957824
70416000,-0.001456866,-0.002440085,-0.004049306
70516000,-0.00413753,-0.003959935,-0.01147718
70616000,0.004712204,-0.007392532,-0.001557499
70716000,0.003673676,-0.010785576,0.001527663
70816000,-0.003761153,-0.016098907,-0.005949937
70916000,0.000623407,-0.005310217,-0.005441579
71016000,0.001635717,-0.004170715,-0.00932057
71116000,0.00139162,-0.004368928,-0.000538836
71216000,0.001421631,-0.004183985,0.002209025
71316000,-0.00449913,-0.019502304,-0.004547987
71416000,0.006264831,-0.004284489,-0.016296668
71516000,0.006852306,-0.013860381,-0.00136185
71616000,0.005481113,-0.002183805,-0.00892082
71716000,0.006721655,-0.008407929,0.001867793
71816000,0.006199851,-0.022442957,0.005591301
71916000,-0.000439864,-0.003361361,0.00441007
72016000,-0.001655977,-0.006277849,-0.009357663
72116000,-0.010910349,-0.005158844,0.004599193
72216000,-0.009155831,-0.004272188,-0.002993434
72316000,-0.006175922,-0.014514865,-0.00262155
72416000,0.004285275,-0.005993704,0.011436685
72516000,-0.00775302,-0.007577501,-0.002266978
72616000,0.000540165,-0.00442567,0.006059908
72716000,0.006126689,-0.009338975,0.004940826
72816000,0.008885913,-0.013673657,-0.003842816
72916000,0.000430734,-0.001705016,0.006271451
73016000,-0.008296047,-0.010869733,0.005368017
73116000,-0.005781873,0.00210214,-0.006775384
73216000,0.00104861,-0.005425777,-0.000997226
73316000,0.006951747,-0.002984672,0.002274107
73416000,-0.004186019,-0.008677949,-0.007290347
73516000,-0.008117617,-0.010736245,-0.002941566
73616000,0.005234045,-0.005135912,0.000738439
73716000,-0.000899461,-0.010639714,-0.010161404
73816000,0.001784307,-0.016326416,0.005833286
73916000,-0.003190606,-0.009831745,-0.000558496
74016000,0.002213658,-0.003378448,0.007658519
74116000,-0.004801872,1.40E-05,0.003884953
74216000,-0.004250735,-0.018740756,0.003908737
74316000,0.004616636,0.00535233,0.006292244
74416000,0.002109538,0.001124486,-0.012465794
74516000,0.002120883,-0.013959925,0.00657632
74616000,-0.001859055,-0.008781623,0.003703688
74716000,0.005010737,-0.00898795,0.00394098
74816000,-0.009196033,-0.010158641,0.008927485
74916000,-0.002349865,-0.004756659,-0.00600276
75016000,0.007386517,-0.002223961,-0.000213583
75116000,0.001174466,-0.007749337,0.000102684
75216000,0.000332059,-0.013324196,-0.002948586
75316000,0.004242367,-0.005532051,-0.003603787
75416000,0.002201748,-0.019917585,0.004994136
75516000,-0.00771481,-0.015201811,-0.001359082
75616000,-0.002905528,0.005121207,-0.006017079
75716000,-0.011697128,-0.009820085,-0.007429687
75816000,0.005044074,-0.01317001,0.014566859
75916000,0.007017059,-0.001135757,-0.005782907
76016000,-0.006150828,-0.007944056,5.01E-05
76116000,0.004568212,-0.004620272,0.004864292
76216000,-0.007688626,-0.013816503,-0.003989594
76316000,-0.007515763,-0.003661852,-0.0055027
76416000,0.004317649,-0.003199813,0.004967658
76516000,-0.00783415,-0.009465672,-0.001891266
76616000,0.025031243,0.004584395,0.004840789
76716000,0.18620135,0.062765025,0.011602891
76816000,0.3784485,0.12928124,0.023200732
76916000,0.5691086,0.13763286,0.053219795
77016000,0.7324671,0.13316678,0.095835246
77116000,0.86989963,0.13653997,0.15219232
77216000,0.9012529,0.15254544,0.20400524
77316000,0.8216391,0.18569891,0.257293
