timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
18064000,39.8714138,32.7368418,0.01346522,-0.001799782,0.06598736,0.007574231,-0.011060908,0.025026938,-0.069068335,-0.02698312,-0.04523992,1.5962102,0.1
18160000,39.8714138,32.7368418,0.013578628,-0.001834872,0.066682056,0.009527789,-0.010312296,0.023783173,-0.028696565,-0.015437879,-0.038939524,1.5959389,0.1
18264000,39.8714138,32.7368418,0.01405249,-0.002005392,0.06618608,0.010049374,-0.010393723,0.023215571,0.007715643,0.030368622,-0.03234576,1.5957311,0.1
18360000,39.8714138,32.7368418,0.013787425,-0.000717356,0.066410914,0.003167131,0.2116037,0.027479129,-0.67636234,27.612833,0.48317572,1.595501,0.1
18464000,39.8714138,32.7368418,0.006789683,0.28373957,0.07235271,-0.12216425,5.2619414,0.12083695,-1.1650894,45.40952,0.8242465,1.5954794,0.1
18560000,39.8714138,32.7368418,-0.011047605,0.9832507,0.08497586,-0.21826494,9.133605,0.19384055,-0.9108746,35.958843,0.69503295,1.5952535,0.1
18664000,39.8714138,32.7368418,-0.038962204,2.1121404,0.1060005,-0.29677027,12.423777,0.25556988,-0.6855993,28.373152,0.5319649,1.5949423,0.1
18760000,39.8714138,32.7368418,-0.06248182,3.4128218,0.12783574,-0.33868185,14.831625,0.2943669,-0.35811248,22.630255,0.43354833,1.59474,0.1
18864000,39.8714138,32.7368418,-0.091741696,5.0596476,0.15380044,-0.34202567,16.966736,0.30656987,-0.14993136,18.816074,-0.1847036,1.6030785,0.1
18960000,39.8714138,32.7368418,-0.105039574,6.76101,0.17342938,-0.37193206,18.596706,0.2820091,-1.1878852,15.5279455,-0.23066624,1.6250777,0.1
19064000,39.8714138,32.7368418,-0.1311941,8.764817,0.19136268,-0.5140788,20.008625,0.25302163,-1.7998534,11.8408985,-0.10809488,1.6290913,0.1
19160000,39.8714138,32.7368418,-0.15612534,10.730248,0.20011835,-0.6164377,20.990318,0.23313373,-1.3551224,8.9756365,0.065595835,1.6136007,0.1
19264000,39.8714138,32.7368418,-0.19504684,12.952714,0.20775566,-0.6938708,21.794409,0.22545819,-1.1152385,6.73018,-0.14802906,1.5942585,0.1
19360000,39.8714138,32.7368418,-0.2284283,15.075749,0.20698941,-0.7439772,22.344923,0.14050625,-1.1134449,4.968986,-1.4539593,1.5879087,0.1
19464000,39.8714138,32.7368418,-0.2771797,17.42495,0.18847413,-0.85114104,22.763035,-0.12570299,-1.7228802,3.1898553,-3.3874817,1.597121,0.1
19560000,39.8714138,32.7368418,-0.33071968,19.624315,0.1346191,-1.005601,23.010443,-0.5345932,-2.2926867,2.0884378,-4.6163244,1.612268,0.1029015
19664000,39.8714138,32.7368418,-0.41398153,22.026539,0.02735259,-1.2255853,23.163881,-1.0509065,-2.4934933,1.029746,-4.7474694,1.6253021,0.21016802
19760000,39.8714138,32.7368418,-0.5116478,24.2591,-0.12048007,-1.4363375,23.231243,-1.5063517,-2.3653712,0.49897188,-4.2989073,1.6314932,0.35800067
19864000,39.8714138,32.7368418,-0.645874,26.680643,-0.32633445,-1.6565871,23.24919,-1.9449657,-2.3595629,0.027123604,-3.8840432,1.6360595,0.56385505
19960000,39.8714138,32.7368418,-0.79428995,28.920305,-0.55614704,-1.8524771,23.231377,-2.3187504,-2.214289,-0.33595946,-3.5826283,1.6425658,0.7936677
20064000,39.8714138,32.7368418,-0.9817242,31.341427,-0.84354454,-2.0701106,23.173199,-2.7134378,-2.2140038,-0.79473823,-3.6998901,1.6532118,1.0810652
20160000,39.8714138,32.7368418,-1.1804858,33.576126,-1.144066,-2.2799056,23.09062,-3.0829802,-2.3713498,-1.0320542,-3.8023114,1.6644812,1.3815866
20264000,39.8714138,32.7368418,-1.4230043,35.98447,-1.5097208,-2.5156226,22.969944,-3.4881892,-2.3594246,-1.3384194,-3.823308,1.6756096,1.7472414
20360000,39.8714138,32.7368418,-1.673155,38.195633,-1.8845792,-2.7305136,22.839975,-3.8605926,-2.1842015,-1.4727521,-3.6873155,1.6842123,2.1220999
20464000,39.8714138,32.7368418,-1.9697951,40.573433,-2.329764,-2.9580917,22.677622,-4.253145,-2.0350099,-1.6655521,-3.5126133,1.6933061,2.5672846
20560000,39.8714138,32.7368418,-2.2676096,42.756912,-2.7757394,-3.161774,22.517508,-4.6101766,-2.0993648,-1.8214276,-3.6539452,1.7022415,3.0132601
20664000,39.8714138,32.7368418,-2.6135194,45.10286,-3.2960522,-3.3787367,22.32393,-4.9966736,-2.0382557,-2.0469608,-3.6169932,1.7128057,3.533573
20760000,39.8714138,32.7368418,-2.9571755,47.2525,-3.8113182,-3.5820735,22.129614,-5.3598447,-2.0379043,-2.2450213,-3.7205887,1.7230912,4.0488386
20864000,39.8714138,32.7368418,-3.353357,49.558723,-4.4086094,-3.8011503,21.899626,-5.7633095,-2.003895,-2.3948321,-3.8962502,1.7338814,4.64613
20960000,39.8714138,32.7368418,-3.7434494,51.668682,-4.999258,-4.003455,21.675276,-6.137862,-1.8663875,-2.4432752,-3.6495018,1.7430702,5.2367787
21064000,39.8714138,32.7368418,-4.187992,53.92951,-5.6792107,-4.1888175,21.44109,-6.5083566,-1.3222842,-2.1956067,-3.3564222,1.7503539,5.9167314
21160000,39.8714138,32.7368418,-4.6133595,55.994896,-6.339644,-4.2853446,21.25674,-6.800503,-0.47408697,-1.701329,-2.694534,1.7526171,6.5771646
21264000,39.8714138,32.7368418,-5.0812235,58.213753,-7.082712,-4.3093386,21.107706,-7.045142,0.28982002,-1.1838269,-1.9531202,1.7519678,7.320233
21360000,39.8714138,32.7368418,-5.513355,60.252007,-7.78786,-4.268434,21.014677,-7.2102365,0.8396265,-0.9384471,-1.4585954,1.7500178,8.02538
21464000,39.8714138,32.7368418,-5.974936,62.452274,-8.567295,-4.1736703,20.944613,-7.3535633,1.3121091,-0.63532656,-1.2237448,1.74629,8.804815
21560000,39.8714138,32.7368418,-6.390695,64.47668,-9.299523,-4.0486984,20.898497,-7.4684715,1.515541,-0.49724334,-1.1271964,1.7408915,9.537044
21664000,39.8714138,32.7368418,-6.8275833,66.66585,-10.103855,-3.8800426,20.842064,-7.567913,2.1523278,-2.694655,-0.26444158,1.7329255,10.341375
21760000,39.8714138,32.7368418,-7.211107,68.66614,-10.849312,-3.6640809,20.445498,-7.5761094,2.588408,-4.3853407,-0.20404066,1.727587,11.086832
21864000,39.8714138,32.7368418,-7.6010523,70.792656,-11.658012,-3.3941348,20.041916,-7.6205807,2.9347382,-3.5219243,-0.3101928,1.7242188,11.895533
21960000,39.8714138,32.7368418,-7.9335012,72.72044,-12.407916,-3.1422668,19.774635,-7.606721,2.7457595,-2.244607,0.82012635,1.71882,12.645436
22064000,39.8714138,32.7368418,-8.268161,74.78877,-13.212728,-2.898746,19.639416,-7.457242,2.300847,-0.5623161,2.1817183,1.7079469,13.450248
22160000,39.8714138,32.7368418,-8.553349,76.689545,-13.935716,-2.6935265,19.63004,-7.208855,2.1499453,0.2718507,3.0363376,1.6948107,14.173236
22264000,39.8714138,32.7368418,-8.840667,78.75314,-14.690661,-2.4797559,19.698444,-6.8935175,2.210017,0.7002502,3.0018551,1.6799077,14.928182
22360000,39.8714138,32.7368418,-9.0826845,80.66304,-15.359164,-2.2615316,19.778238,-6.6300507,2.5190654,0.7546908,2.5558302,1.6669977,15.596684
22464000,39.8714138,32.7368418,-9.320883,82.744125,-16.05937,-2.004374,19.85885,-6.408639,2.5398998,0.58544075,1.935603,1.6543374,16.29689
22560000,39.8714138,32.7368418,-9.513708,84.670334,-16.68818,-1.7561768,19.919504,-6.2505126,2.7133925,0.5651482,1.665512,1.643728,16.925701
22664000,39.8714138,32.7368418,-9.69527,86.769394,-17.354202,-1.4816563,19.978004,-6.105199,2.7794688,0.40086287,1.4015687,1.6319255,17.591722
22760000,39.8714138,32.7368418,-9.835019,88.707115,-17.955162,-1.2270951,20.022633,-5.986004,2.7235072,0.31012273,1.3175168,1.6195939,18.192682
22864000,39.8714138,32.7368418,-9.960295,90.81303,-18.592377,-0.949799,20.06382,-5.8660507,2.7403076,0.223316,1.1944975,1.6049918,18.829897
22960000,39.8714138,32.7368418,-10.047789,92.7566,-19.168507,-0.6927349,20.090422,-5.764507,2.764642,0.23613892,1.093666,1.5915927,19.406027
23064000,39.8714138,32.7368418,-10.1155815,94.8697,-19.782917,-0.41823167,20.110262,-5.668398,2.6595023,0.058505215,0.865844,1.5780891,20.020437
23160000,39.8714138,32.7368418,-10.150483,96.816284,-20.341682,-0.16953579,20.115843,-5.5933104,2.6404388,0.03725453,0.74881124,1.5666318,20.579203
23264000,39.8714138,32.7368418,-10.161785,98.93046,-20.941624,0.09063402,20.114803,-5.524783,2.4988537,-0.04733051,0.6487872,1.5551164,21.179144
23360000,39.8714138,32.7368418,-10.146696,100.87649,-21.489382,0.3208772,20.101032,-5.4725657,2.391861,-0.14698644,0.5943961,1.5448673,21.726902
23464000,39.8714138,32.7368418,-10.106252,102.99099,-22.078726,0.5569703,20.086021,-5.420412,2.187463,-0.29241082,0.53810513,1.5337268,22.316246
