timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius
10560000,0,0,2.3211906,2.3001368,-0.6490364,264.34995,27.629995
11064000,0,-0.19015382,2.3963442,2.319945,-5.7407136,258.28082,58.2897
11568000,0,-0.041921478,2.4957514,2.3501189,-13.09646,250.18622,66.560265
12072000,0,0.09456027,2.6076522,2.3830016,-20.567938,241.52695,67.43257
12576000,0,0.24006072,2.727294,2.416878,-27.621841,232.66403,66.318436
13056000,0,0.34906584,2.843637,2.44777,-33.49341,224.20757,64.5071
13560000,0.43633232,0.34906584,2.5515985,2.4797757,-6.400978,215.3485,63.125893
14064000,0.8477224,0.2815134,2.6560767,2.510815,-12.511676,206.26112,61.15257
14568000,0.79661554,0.21193367,2.7344875,2.5355992,-16.80782,196.94641,59.890465
15072000,0.711714,0.22201005,2.7888298,2.5576277,-20.041656,187.05756,60.30083
15576000,0.53183675,0.23131606,2.8085396,2.5704994,-21.21019,176.61021,60.44774
16056000,0.23858787,0.24084745,2.7883978,2.5709229,-20.062658,166.42555,60.43812
16560000,-0.08155313,0.25045744,2.7421365,2.5617073,-17.351324,155.87277,60.252697
17064000,-0.28854114,0.25791577,2.6769369,2.5420725,-13.366463,145.64326,59.414238
17568000,-0.36562997,0.2626412,2.6071565,2.517509,-9.13084,135.68474,58.348965
18072000,-0.35492176,0.26537603,2.5491128,2.4952197,-5.6672554,125.80371,57.287388
18576000,-0.30409265,0.2665299,2.4983704,2.4735801,-2.7249298,115.89905,56.384453
19056000,-0.23081888,0.2667354,2.4648187,2.4577842,-0.8251381,106.43751,55.7744
19560000,-0.14262792,0.26678008,2.4442058,2.446656,0.32239532,96.50894,55.412655
20064000,-0.051421512,0.26725352,2.43775,2.442169,0.67813873,86.6108,55.252243
20568000,0.02456599,0.268773,2.435846,2.439794,0.78312683,76.75398,55.238358
21072000,0.097628444,0.27166578,2.4479232,2.4482718,0.116111755,66.929565,55.2746
21576000,0.14459585,0.27556476,2.4599721,2.459708,-0.5509186,57.14206,55.378704
22056000,0.642753,0.25702706,2.860667,-2.7859952,43.69194,294.67957,56.23796
22560000,0.7174152,0.26348454,3.003778,-2.755267,34.221558,290.37875,57.129185
23064000,0.76154804,0.27056947,-3.083975,-2.7245371,24.911137,285.41425,57.64831
23568000,0.7338459,0.27741036,-2.9221566,-2.6956255,16.33069,279.1927,58.07854
24072000,0.667046,0.2841048,-2.796582,-2.6714842,9.335222,271.51147,58.7945
24576000,0.5986082,0.2920255,-2.6981623,-2.6509776,3.6397293,262.64264,59.67308
25056000,0.5271313,0.3011189,-2.6334677,-2.6362443,-0.22071171,253.46089,60.26347
25560000,0.46049973,0.31167814,-2.5769727,-2.6221707,-3.6361876,243.36113,60.481075
26064000,0.38560626,0.3223716,-2.5423117,-2.6126082,-5.7066326,233.00926,60.275185
26568000,0.3079244,0.33217993,-2.5243077,-2.6068983,-6.7170486,222.59044,59.66305
27072000,0.2522495,0.34022996,-2.5087879,-2.6016488,-7.5224457,212.2243,58.773685
27576000,0.20359166,0.34600073,-2.5058436,-2.5997155,-7.552822,201.98563,57.694946
28056000,0.18339223,0.34941912,-2.5013707,-2.5972705,-7.6631756,192.39546,56.620544
28560000,0.16626081,0.35109589,-2.5072455,-2.597617,-7.2035294,182.48842,55.61732
29064000,0.1788089,0.3510765,-2.5031826,-2.5947785,-7.3138847,172.73932,54.766327
29567999,0.19148098,0.35002503,-2.5048165,-2.593308,-7.1392403,163.12643,54.11474
30072000,0.21358496,0.34838986,-2.5015597,-2.5898404,-7.2495956,153.60974,53.638985
30576000,0.23557828,0.34703955,-2.4972548,-2.5855434,-7.4399376,144.1653,53.363716
31080000,0.2507946,0.34600672,-2.4947853,-2.5810406,-7.550289,134.76715,53.221878
31560000,0.26858464,0.34576043,-2.4855242,-2.5732846,-8.025635,125.84126,53.140873
32064000,0.27673498,0.27214843,-2.4763098,-2.5647037,-8.420994,116.499405,52.589184
32568000,0.27552894,0.11764179,-2.4624517,-2.5568006,-8.611332,107.52795,49.549812
33072000,0.29798415,0.081210665,-2.4506412,-2.5471141,-8.881653,98.97344,47.902824
