timestamp,ground_contact,maybe_landed,landed
10116000,0,0,1
10376000,0,0,0
11376000,0,0,0
12376000,0,0,0
13376000,0,0,0
14376000,0,0,0
15376000,0,0,0
16376000,0,0,0
17376000,0,0,0
18376000,0,0,0
19376000,0,0,0
20376000,0,0,0
21376000,0,0,0
22376000,0,0,0
23376000,0,0,0
24376000,0,0,0
25376000,0,0,0
26376000,0,0,0
27376000,0,0,0
28376000,0,0,0
29380000,0,0,0
30396000,0,0,0
31396000,0,0,0
32396000,0,0,0
33396000,0,0,0
34396000,0,0,0
35396000,0,0,0
36396000,0,0,0
37396000,0,0,0
38396000,0,0,0
39396000,0,0,0
40396000,0,0,0
41396000,0,0,0
42396000,0,0,0
43396000,0,0,0
44396000,0,0,0
45396000,0,0,0
46396000,0,0,0
47396000,0,0,0
48396000,0,0,0
49396000,0,0,0
50396000,0,0,0
51396000,0,0,0
52396000,0,0,0
53396000,0,0,0
54396000,0,0,0
55396000,0,0,0
56396000,0,0,0
57396000,0,0,0
58396000,0,0,0
59396000,0,0,0
60396000,0,0,0
61400000,0,0,0
62400000,0,0,0
63400000,0,0,0
64416000,0,0,0
65416000,0,0,0
66416000,0,0,0
67416000,0,0,0
68416000,0,0,0
69416000,0,0,0
70416000,0,0,0
71416000,0,0,0
72416000,0,0,0
73416000,0,0,0
74416000,0,0,0
75416000,0,0,0
76416000,0,0,0
77416000,0,0,0
78416000,0,0,0
79416000,0,0,0
80416000,0,0,0
81416000,0,0,0
82416000,0,0,0
83416000,0,0,0
84416000,0,0,0
85416000,0,0,0
86416000,0,0,0
87416000,0,0,0
88416000,0,0,0
89416000,0,0,0
90416000,0,0,0
91416000,0,0,0
92416000,0,0,0
93416000,0,0,0
94416000,0,0,0
95416000,0,0,0
96416000,0,0,0
97416000,0,0,0
98416000,0,0,0
99416000,0,0,0
100416000,0,0,0
101416000,0,0,0
102416000,0,0,0
103416000,0,0,0
104416000,0,0,0
105416000,0,0,0
106416000,0,0,0
107416000,0,0,0
108416000,0,0,0
109416000,0,0,0
110416000,0,0,0
111416000,0,0,0
112416000,0,0,0
113416000,0,0,0
114416000,0,0,0
115416000,0,0,0
116416000,0,0,0
117416000,0,0,0
118416000,0,0,0
119416000,0,0,0
120416000,0,0,0
121416000,0,0,0
122416000,0,0,0
123416000,0,0,0
124416000,0,0,0
125420000,0,0,0
126420000,0,0,0
127420000,0,0,0
128420000,0,0,0
129420000,0,0,0
130420000,0,0,0
131436000,0,0,0
132436000,0,0,0
133436000,0,0,0
134436000,0,0,0
135436000,0,0,0
136436000,0,0,0
137436000,0,0,0
138436000,0,0,0
139436000,0,0,0
140436000,0,0,0
141436000,0,0,0
142436000,0,0,0
143436000,0,0,0
144436000,0,0,0
145436000,0,0,0
146436000,0,0,0
147436000,0,0,0
148436000,0,0,0
149436000,0,0,0
150436000,0,0,0
151436000,0,0,0
152436000,0,0,0
153436000,0,0,0
154436000,0,0,0
155436000,0,0,0
156436000,0,0,0
157436000,0,0,0
158436000,0,0,0
159436000,0,0,0
160436000,0,0,0
161436000,0,0,0
162436000,0,0,0
163436000,0,0,0
164436000,0,0,0
165436000,0,0,0
166436000,0,0,0
167436000,0,0,0
168436000,0,0,0
169436000,0,0,0
170436000,0,0,0
171436000,0,0,0
172436000,0,0,0
173436000,0,0,0
174436000,0,0,0
175436000,0,0,0
176436000,0,0,0
177436000,0,0,0
178436000,0,0,0
179436000,0,0,0
180436000,0,0,0
181436000,0,0,0
182436000,0,0,0
183436000,0,0,0
184436000,0,0,0
185436000,0,0,0
186436000,0,0,0
187436000,0,0,0
188436000,0,0,0
189436000,0,0,0
190436000,0,0,0
191436000,0,0,0
192436000,0,0,0
193436000,0,0,0
194436000,0,0,0
195436000,0,0,0
196436000,0,0,0
197436000,0,0,0
198436000,0,0,0
198796000,0,0,1
199796000,0,0,1
