timestamp,x,y,z,temperature
10084000,0.12460092,0.15711291,-10.039258,3.34483E+15
10184000,-0.052283913,0.20074831,-9.964075,3.34483E+15
10284000,-0.0372605,0.15572383,-9.934263,3.34483E+15
10384000,53.58392,0.22416611,-9.314797,3.34483E+15
10484000,42.975048,0.030223701,-9.575188,3.34483E+15
10584000,33.773293,0.26136234,-9.545655,12.404602
10684000,27.091227,-0.09049719,-9.593696,3.34483E+15
10784000,22.304253,-0.36747432,-10.73163,3.34483E+15
10884000,16.684431,-0.42525387,-9.941017,3.34483E+15
10984000,12.930054,-0.0399003,-9.901796,3.34483E+15
11080000,10.438168,0.35082975,-10.001868,3.34483E+15
11184000,7.766666,-0.5085607,-9.735394,3.34483E+15
11284000,5.999093,-0.5193157,-9.858838,3.34483E+15
11384000,4.5018353,-0.22996937,-11.349764,3.34483E+15
11484000,3.1624923,0.04061679,-13.720665,3.34483E+15
11584000,2.2243488,0.06422822,-14.763624,3.34483E+15
11684000,1.8768317,0.033911,-14.309356,3.34483E+15
11784000,1.5646242,-0.3156015,-13.476552,3.34483E+15
11880000,1.2247363,-0.31235364,-12.984976,12.401154
11984000,0.9005528,-0.26851425,-13.169075,3.34483E+15
12084000,0.96772635,-0.31417802,-13.482038,3.34483E+15
12184000,0.90722704,-0.3745244,-13.647369,3.34483E+15
12284000,0.8140006,-0.3049354,-13.325579,3.34483E+15
12384000,0.92567986,-0.4728793,-13.146482,12.392334
12480000,1.0087162,-0.6631429,-13.178676,12.390045
12580000,1.0970062,-0.5878216,-13.20301,3.34483E+15
12680000,1.2800314,-0.5048598,-13.320968,3.34483E+15
12788000,1.3406926,-0.65356433,-13.393666,3.34483E+15
12888000,1.3719882,-0.75151604,-13.405934,12.378265
12987999,1.4623725,-0.7665302,-13.451991,3.34483E+15
13088000,1.6634209,-0.86889154,-13.040119,3.34483E+15
13192000,1.8333092,-0.89414036,-12.246792,3.34483E+15
13292000,1.8516167,-0.71410114,-11.582119,3.34483E+15
13391999,1.9886116,-0.6254635,-11.5577,12.359222
13492000,2.134303,-0.5708716,-11.47035,12.355225
13592000,2.106177,-0.54988277,-11.056937,3.34483E+15
13692000,2.3394608,-0.74952054,-10.864151,3.34483E+15
13792000,2.3093457,-0.65265733,-10.517018,3.34483E+15
13892000,1.6972371,-0.7425362,-10.399285,3.34483E+15
13992000,-1.0361118,-0.3140888,-11.205648,12.333893
14092000,-0.44477504,-0.29996613,-11.449669,3.34483E+15
14188000,0.40302604,-0.2815594,-10.819033,3.34483E+15
14292000,1.0195559,-0.32015204,-9.687956,3.34483E+15
14392000,1.5741354,-0.21764691,-8.878018,3.34483E+15
14492000,1.8751535,-0.44402838,-8.7447405,3.34483E+15
14592000,1.789475,-0.43057254,-9.373687,12.3107605
14692000,1.8545103,-0.6190646,-10.100633,3.34483E+15
14792000,1.955521,-0.54434675,-10.687704,3.34483E+15
14892000,1.7723963,-0.45694733,-11.137344,3.34483E+15
14992000,1.8139981,-0.4358143,-11.296021,3.34483E+15
15092000,1.8213731,-0.5969344,-11.410858,3.34483E+15
15192000,1.7189025,-0.5474264,-11.598413,12.292816
15292000,1.7611644,-0.42925638,-12.061093,3.34483E+15
15392000,1.6024565,-0.31793347,-12.17349,3.34483E+15
15492000,1.6113651,-0.32952088,-12.518676,3.34483E+15
15592000,1.5658011,-0.30323184,-12.68984,3.34483E+15
15692000,1.6497033,-0.052592237,-12.769031,3.34483E+15
15792000,1.6438838,-0.050294008,-12.74873,12.277924
15892000,1.6199327,0.003995979,-12.759686,12.275635
15992000,1.6929498,0.010581707,-12.506102,3.34483E+15
16092000,1.54919,0.17971884,-12.525276,3.34483E+15
16192000,1.6665419,0.11567027,-12.278801,3.34483E+15
16292000,1.6764205,0.11066519,-11.9961,3.34483E+15
16392000,1.6931454,0.037157692,-11.702066,12.263611
