timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
9116000,-0.0014719426,-0.007100956,0.0,-0.0030049407
9132000,-0.0015702927,-0.007259551,0.0,-0.002912481
9152000,-0.001691255,-0.007452477,0.0,-0.0027678895
9172000,-0.0018116669,-0.0076410263,0.0,-0.0025960123
9192000,-0.0019297427,-0.007830259,0.0,-0.0024029608
9212000,-0.0020466296,-0.008019428,0.0,-0.0021946428
9232000,-0.0021637732,-0.008210469,0.0,-0.0019787108
9252000,-0.002278253,-0.008397859,0.0,-0.0017750538
9272000,-0.0023919144,-0.008566296,0.0,-0.0016066127
9296000,-0.0025283776,-0.008760564,0.0,-0.0014387029
9312000,-0.0026191184,-0.008892859,0.0,-0.0013560213
9332000,-0.0027339493,-0.00905926,0.0,-0.0012866105
9352000,-0.0028482894,-0.009238656,0.0,-0.0012477154
9376000,-0.002985598,-0.009479827,0.0,-0.0012361151
9392000,-0.0030767543,-0.00965961,0.0,-0.0012429728
9412000,-0.0031908813,-0.0099060545,0.0,-0.0012629213
9436000,-0.003326787,-0.010230863,0.0,-0.0013017863
9452000,-0.0034165296,-0.010459699,0.0,-0.001331417
9472000,-0.0035270485,-0.010756338,0.0,-0.001372336
9492000,-0.0036352677,-0.011057517,0.0,-0.0014152562
9512000,-0.0037424897,-0.011365371,0.0,-0.001457732
9532000,-0.0038484829,-0.011667032,0.0,-0.0015001092
9552000,-0.0039516217,-0.011961715,0.0,-0.0015374172
9572000,-0.0040550297,-0.012248666,0.0,-0.0015710135
9592000,-0.0041565993,-0.012525838,0.0,-0.0015993102
9612000,-0.0042583467,-0.0127886385,0.0,-0.0016209761
9636000,-0.004379702,-0.0130897835,0.0,-0.0016480125
9652000,-0.004458805,-0.013278116,0.0,-0.0016646193
9672000,-0.0045574647,-0.013507372,0.0,-0.0016867827
9692000,-0.004655243,-0.01372722,0.0,-0.001709262
9716000,-0.0047716103,-0.013977215,0.0,-0.0017441798
9732000,-0.0048480383,-0.014138081,0.0,-0.001771712
9752000,-0.0049443296,-0.014336178,0.0,-0.0018147267
9772000,-0.005039856,-0.014532533,0.0,-0.001868712
9796000,-0.0051540215,-0.014758109,0.0,-0.0019505176
9812000,-0.005229766,-0.014909055,0.0,-0.0020149383
9832000,-0.005324531,-0.015095335,0.0,-0.002109175
9852000,-0.0054181344,-0.01528116,0.0,-0.0022166197
9876000,-0.005531676,-0.015504103,0.0,-0.00236788
9892000,-0.005607101,-0.015657466,0.0,-0.0024832126
9912000,-0.0057007177,-0.01585028,0.0,-0.0026390222
9932000,-0.0057945577,-0.016036306,0.0,-0.0028092694
9952000,-0.0058877235,-0.016221859,0.0,-0.0029939457
9972000,-0.005980092,-0.016409917,0.0,-0.0031925398
9992000,-0.0060731876,-0.016594071,0.0,-0.0034035977
10012000,-0.0061664805,-0.016776923,0.0,-0.0036247154
10032000,-0.006260121,-0.016957814,0.0,-0.003856496
10052000,-0.006351861,-0.017134495,0.0,-0.004097858
10076000,-0.006461412,-0.017345821,0.0,-0.004398673
