timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
8048000,39.8714138,32.7364368,0.008077262,0.018292708,-0.057482764,0.024659678,0.046222717,-0.06287782,0.10664077,0.008288043,-0.002779066,1.6229187,0.10777761
8144000,39.8714138,32.7364368,0.008060845,0.015242682,-0.05559152,0.023603836,0.04155635,-0.061620083,0.04550567,0.06933007,-0.07272418,1.6227677,0.105010286
8248000,39.8714138,32.7364368,0.008139784,0.011406226,-0.053042024,0.023293775,0.03484438,-0.06015729,0.04461202,0.055626772,-0.059862617,1.6224252,0.10773125
8344000,39.8714138,32.7364368,0.004632819,0.08403969,-0.049722698,-0.118613385,2.789379,0.016831605,-2.6333249,51.63316,1.293214,1.6220969,0.10154011
8448000,39.8714138,32.7364368,-0.024084669,0.62373847,-0.033693153,-0.3624922,7.502502,0.14576156,-1.9624313,40.04651,1.0844496,1.6216024,0.1
8544000,39.8714138,32.7364368,-0.070402116,1.5092485,-0.009029262,-0.53410214,10.903959,0.23947152,-1.5544655,31.528597,0.7935194,1.621093,0.1
8648000,39.8714138,32.7364368,-0.1223708,2.799718,0.024233153,-0.65085596,13.822332,0.31310865,-1.1103996,24.896461,0.6370153,1.6199579,0.1
8744000,39.8714138,32.7364368,-0.17178187,4.234365,0.058351815,-0.70663303,15.978275,0.36707374,-0.81084543,20.394505,0.49309614,1.6199079,0.1
8848000,39.8714138,32.7364368,-0.20926896,5.9925394,0.08918244,-0.6728586,17.905518,0.34030586,-0.81500834,16.62896,0.11206604,1.6375217,0.1
8944000,39.8714138,32.7364368,-0.23073974,7.770064,0.10939107,-0.69713306,19.321611,0.3224862,-1.6286787,13.417556,0.081481405,1.6563616,0.1
9048000,39.8714138,32.7364368,-0.2481378,9.838893,0.12308543,-0.7784195,20.534384,0.29890615,-1.909697,10.267178,0.25927925,1.6485171,0.1
9144000,39.8714138,32.7364368,-0.26305747,11.850568,0.13069095,-0.80142885,21.379862,0.2904729,-0.76522136,7.658827,0.3747586,1.6224394,0.1
9248000,39.8714138,32.7364368,-0.27504295,14.10686,0.13393982,-0.741323,22.045036,0.28077987,-0.2722755,5.600794,0.2504522,1.5978869,0.1
9344000,39.8714138,32.7364368,-0.27884182,16.241913,0.13105772,-0.70987207,22.518185,0.2496598,-1.1551272,4.5218515,-0.28800124,1.6006356,0.1
9448000,39.8714138,32.7364368,-0.29142636,18.605738,0.118676975,-0.7947884,22.906689,0.0622412,-1.9344904,3.003839,-2.950942,1.616904,0.1
9544000,39.8714138,32.7364368,-0.3196335,20.820673,0.0777201,-0.94341844,23.131514,-0.35158157,-2.358486,1.9010292,-4.629281,1.6263005,0.1
9648000,39.8714138,32.7364368,-0.37736455,23.238787,-0.015485872,-1.1296172,23.272264,-0.861242,-2.200667,1.0382181,-4.370418,1.6284838,0.13661054
9744000,39.8714138,32.7364368,-0.4538853,25.481403,-0.14408144,-1.2913883,23.344437,-1.2574837,-2.0257015,0.5418818,-3.5300906,1.6299528,0.2652061
9848000,39.8714138,32.7364368,-0.56517553,27.921026,-0.31724498,-1.4649354,23.382507,-1.618991,-1.9676079,0.08820427,-3.3625455,1.6373423,0.43836963
9944000,39.8714138,32.7364368,-0.6936602,30.179813,-0.5074353,-1.6459681,23.379223,-1.9583062,-2.1129463,-0.34311923,-3.5293164,1.6490362,0.62856
10048000,39.8714138,32.7364368,-0.86256367,32.623013,-0.7496635,-1.8653566,23.33103,-2.357976,-2.2838435,-0.7112852,-3.892915,1.662182,0.87078816
10144000,39.8714138,32.7364368,-1.0477607,34.87358,-1.010264,-2.0788434,23.256468,-2.7346709,-2.217463,-1.0597157,-3.7138338,1.6718969,1.1313887
10248000,39.8714138,32.7364368,-1.2792064,37.30298,-1.3331007,-2.3126717,23.149656,-3.1333864,-2.0650811,-1.1913686,-3.7081714,1.6802003,1.4542253
10344000,39.8714138,32.7364368,-1.5238897,39.53923,-1.6658915,-2.528313,23.038425,-3.481472,-2.0858405,-1.2836666,-3.4453046,1.6878308,1.7870162
10448000,39.8714138,32.7364368,-1.8151144,41.9454,-2.0628393,-2.7571912,22.898895,-3.8504844,-2.07929,-1.4729995,-3.474441,1.6979012,2.183964
10544000,39.8714138,32.7364368,-2.1135173,44.153103,-2.4604578,-2.9798439,22.754894,-4.1934123,-2.0120823,-1.7089828,-3.5990903,1.7084552,2.5815825
10648000,39.8714138,32.7364368,-2.4622734,46.526806,-2.929297,-3.2209394,22.57734,-4.5814013,-2.040663,-1.8714991,-3.7458053,1.7194479,3.0504217
10752000,39.8714138,32.7364368,-2.8454173,48.885235,-3.4357896,-3.4724245,22.382252,-4.97261,-2.0237105,-2.0134459,-3.765906,1.7293868,3.5569143
10848000,39.8714138,32.7364368,-3.2204254,51.040314,-3.9368303,-3.6964722,22.185545,-5.3371487,-2.0082438,-2.269214,-3.8218477,1.7384018,4.057955
10944000,39.8714138,32.7364368,-3.6258593,53.178337,-4.4685946,-3.9283786,21.978378,-5.697829,-1.9278076,-2.3113532,-3.802167,1.7473075,4.5897193
11048000,39.8714138,32.7364368,-4.0861816,55.468758,-5.0845294,-4.1697454,21.738602,-6.097479,-1.926232,-2.5487103,-3.8141372,1.7574506,5.205654
11144000,39.8714138,32.7364368,-4.5410223,57.565075,-5.689838,-4.3751345,21.517094,-6.458538,-1.3880315,-2.4714713,-3.7139661,1.7644457,5.8109627
11248000,39.8714138,32.7364368,-5.0451784,59.808052,-6.385368,-4.5126033,21.299864,-6.799538,-0.50966203,-1.9744257,-2.8839185,1.767472,6.5064926
