timestamp,ground_contact,maybe_landed,landed
8120000,0,0,1
8320000,0,0,0
9320000,0,0,0
10320000,0,0,0
11320000,0,0,0
12320000,0,0,0
13320000,0,0,0
14320000,0,0,0
15320000,0,0,0
16320000,0,0,0
17320000,0,0,0
18320000,0,0,0
19320000,0,0,0
20320000,0,0,0
21320000,0,0,0
22320000,0,0,0
23320000,0,0,0
24320000,0,0,0
25320000,0,0,0
26320000,0,0,0
27320000,0,0,0
28320000,0,0,0
29320000,0,0,0
30320000,0,0,0
31320000,0,0,0
32320000,0,0,0
33320000,0,0,0
34320000,0,0,0
35320000,0,0,0
36320000,0,0,0
37320000,0,0,0
38320000,0,0,0
39320000,0,0,0
40320000,0,0,0
41320000,0,0,0
42320000,0,0,0
43320000,0,0,0
44320000,0,0,0
45320000,0,0,0
46320000,0,0,0
47320000,0,0,0
48320000,0,0,0
49320000,0,0,0
50320000,0,0,0
51320000,0,0,0
52320000,0,0,0
53320000,0,0,0
54320000,0,0,0
55320000,0,0,0
56320000,0,0,0
57320000,0,0,0
58320000,0,0,0
59320000,0,0,0
60320000,0,0,0
61320000,0,0,0
62320000,0,0,0
63320000,0,0,0
64320000,0,0,0
65320000,0,0,0
66320000,0,0,0
67320000,0,0,0
68320000,0,0,0
69320000,0,0,0
70320000,0,0,0
71320000,0,0,0
72320000,0,0,0
73320000,0,0,0
74320000,0,0,0
75320000,0,0,0
76320000,0,0,0
77320000,0,0,0
78320000,0,0,0
79320000,0,0,0
80320000,0,0,0
81320000,0,0,0
82320000,0,0,0
83320000,0,0,0
84320000,0,0,0
85320000,0,0,0
86320000,0,0,0
87320000,0,0,0
88320000,0,0,0
89320000,0,0,0
90320000,0,0,0
91320000,0,0,0
92320000,0,0,0
93320000,0,0,0
94320000,0,0,0
95320000,0,0,0
96320000,0,0,0
97320000,0,0,0
98320000,0,0,0
99320000,0,0,0
100320000,0,0,0
101320000,0,0,0
102320000,0,0,0
103320000,0,0,0
104320000,0,0,0
105320000,0,0,0
106320000,0,0,0
107320000,0,0,0
108320000,0,0,0
109320000,0,0,0
110320000,0,0,0
111320000,0,0,0
112320000,0,0,0
113320000,0,0,0
114320000,0,0,0
115320000,0,0,0
116320000,0,0,0
117320000,0,0,0
118320000,0,0,0
119320000,0,0,0
120320000,0,0,0
121320000,0,0,0
122320000,0,0,0
123320000,0,0,0
124320000,0,0,0
125320000,0,0,0
126320000,0,0,0
127320000,0,0,0
128320000,0,0,0
129320000,0,0,0
130320000,0,0,0
131320000,0,0,0
132320000,0,0,0
133320000,0,0,0
134320000,0,0,0
135320000,0,0,0
136320000,0,0,0
137320000,0,0,0
138320000,0,0,0
139320000,0,0,0
140320000,0,0,0
141320000,0,0,0
142320000,0,0,0
143320000,0,0,0
144320000,0,0,0
145320000,0,0,0
146320000,0,0,0
147320000,0,0,0
148320000,0,0,0
149320000,0,0,0
150320000,0,0,0
151320000,0,0,0
152320000,0,0,0
153320000,0,0,0
154320000,0,0,0
155320000,0,0,0
156320000,0,0,0
157320000,0,0,0
158320000,0,0,0
159320000,0,0,0
160320000,0,0,0
161320000,0,0,0
162320000,0,0,0
163320000,0,0,0
164320000,0,0,0
165320000,0,0,0
166320000,0,0,0
167320000,0,0,0
168320000,0,0,0
169320000,0,0,0
170320000,0,0,0
171320000,0,0,0
172320000,0,0,0
173320000,0,0,0
174320000,0,0,0
175320000,0,0,0
176320000,0,0,0
177320000,0,0,0
178320000,0,0,0
179320000,0,0,0
180320000,0,0,0
181320000,0,0,0
182320000,0,0,0
183320000,0,0,0
183520000,0,0,1
184520000,0,0,1
