timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6352000,2,-1,0,11,0,0,1,0,0,0,0,0,0,0
8204000,2,-1,0,11,0,0,1,0,0,0,0,0,0,0
20968000,2,0,1,11,0,0,1,0,0,0,0,0,0,0
29720000,2,1,2,11,0,0,1,0,0,0,0,0,0,0
47472000,2,2,3,11,0,0,1,0,0,0,0,0,0,0
64332000,2,3,4,11,0,0,1,0,0,0,0,0,0,0
106608000,2,4,5,11,0,0,1,0,0,0,0,0,0,0
106664000,2,5,6,11,0,0,1,0,0,0,0,0,0,0
106676000,2,6,7,11,0,0,1,0,0,0,0,0,0,0
106720000,2,7,8,11,0,0,1,0,0,0,0,0,0,0
106776000,2,8,9,11,0,0,1,0,0,0,0,0,0,0
122960000,2,9,10,11,0,0,1,0,0,0,0,0,0,0
183552000,2,10,10,11,0,0,1,0,1,0,0,0,0,0
184044000,3,-1,0,11,0,0,1,0,0,0,0,0,0,0
