timestamp,lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad
82044000,398714138,327368418,400120,0,0,0.01,0.01,1.6664402
82248000,398714138,327368418,400124,0,-0.03,-0.01,-0.03,3.4636059
82452000,398714138,327368418,400113,0.28,0,0.29999998,-0.04,1.5922638
82656000,398714138,327368547,400116,9.5,0,9.48,0,1.5714945
82860000,398714138,327368842,400123,15.089999,0,15.07,-0.02,1.5702727
83064000,398714139,327369253,400133,18.89,-0.03,18.869999,-0.07,1.5723671
83268000,398714135,327369747,400146,21.22,-0.28,21.21,-0.049999997,1.5844098
83472000,398714129,327370273,400144,22.49,-0.35,22.51,-0.08,1.5866787
83676000,398714118,327370810,400205,23.17,-0.81,23.15,-0.71,1.6060519
83880000,398714098,327371380,400464,23.449999,-1.3,23.41,-1.5999999,1.6262978
84084000,398714070,327371943,400865,23.51,-1.76,23.46,-2.33,1.6458454
84288000,398714033,327372492,401409,23.41,-2.26,23.289999,-3.09,1.6674876
84492000,398713986,327373059,402136,23.23,-2.75,23.06,-3.8999999,1.6894786
84696000,398713931,327373608,403008,22.98,-3.23,22.75,-4.6,1.712168
84900000,398713869,327374139,404010,22.67,-3.6799998,22.39,-5.37,1.7336354
85104000,398713798,327374670,405181,22.3,-4.12,21.91,-6.17,1.7566739
85308000,398713717,327375200,406544,21.9,-4.45,21.449999,-6.8799996,1.7753489
85512000,398713636,327375700,407977,21.619999,-4.42,21.17,-7.37,1.7769196
85716000,398713557,327376205,409518,21.439999,-4.15,21.029999,-7.66,1.7659241
85920000,398713483,327376717,411125,20.949999,-3.74,20.6,-7.7799997,1.7502161
86124000,398713422,327377192,412684,20.16,-3.05,19.92,-7.8199997,1.7229891
86328000,398713372,327377668,414241,19.91,-2.31,19.76,-7.44,1.6875588
86532000,398713336,327378153,415721,19.99,-1.55,19.93,-6.8599997,1.6484634
86736000,398713316,327378632,417086,20.08,-0.61,20.07,-6.46,1.6013396
86940000,398713314,327379105,418350,20.13,0.39,20.109999,-6.21,1.5512486
87144000,398713331,327379597,419620,20.17,1.41,20.109999,-5.92,1.5004596
87348000,398713367,327380078,420817,20.17,2.47,20.029999,-5.72,1.4480997
87552000,398713420,327380547,421951,20.13,3.4299998,19.85,-5.58,1.3995794
87756000,398713494,327381029,423107,20.08,4.36,19.6,-5.5,1.3517574
87960000,398713582,327381495,424210,20.02,5.2,19.33,-5.37,1.3076006
88164000,398713683,327381946,425270,19.949999,5.91,19.05,-5.29,1.2699016
88368000,398713798,327382400,426333,19.88,6.5499997,18.77,-5.2,1.2346458
88572000,398713926,327382855,427408,19.8,7.1,18.46,-5.14,1.2034044
88776000,398714058,327383286,428443,19.72,7.5299997,18.22,-5.1099997,1.1787953
88980000,398714200,327383720,429486,19.64,7.8599997,17.96,-5.1099997,1.158026
89184000,398714351,327384157,430535,19.55,8.13,17.779999,-5.0499997,1.1416198
89388000,398714499,327384572,431553,19.46,8.309999,17.59,-5.06,1.129228
89592000,398714653,327384994,432582,19.369999,8.38,17.449999,-5.0699997,1.1225958
89796000,398714811,327385419,433646,19.279999,8.41,17.359999,-5.08,1.1194541
90000000,398714965,327385834,434677,19.189999,8.34,17.279999,-5.0499997,1.1210248
90204000,398715115,327386240,435689,19.119999,8.25,17.21,-5.06,1.1238174
90408000,398715268,327386661,436733,19.039999,8.11,17.24,-5.02,1.1309732
90612000,398715416,327387074,437769,18.98,7.8999996,17.25,-5.02,1.1410962
90816000,398715557,327387480,438780,18.92,7.71,17.3,-5.0099998,1.1510446
91020000,398715700,327387904,439827,18.88,7.49,17.359999,-4.95,1.1634364
91224000,398715835,327388320,440831,18.88,7.22,17.43,-4.93,1.1777481
91428000,398715964,327388733,441812,19.039999,7.0499997,17.699999,-4.87,1.1911873
91632000,398716092,327389159,442789,19.17,6.89,17.88,-4.77,1.2028809
91836000,398716220,327389598,443783,19.23,6.75,18.01,-4.67,1.2117821
92040000,398716341,327390022,444715,19.27,6.68,18.08,-4.64,1.2168436
92244000,398716464,327390456,445662,19.3,6.6499996,18.1,-4.58,1.2182398
92448000,398716589,327390900,446615,19.32,6.68,18.119999,-4.56,1.2173672
92652000,398716711,327391325,447520,19.33,6.81,18.109999,-4.5099998,1.2109094
92856000,398716837,327391759,448443,19.34,6.92,18.05,-4.5099998,1.2044518
93060000,398716969,327392200,449378,19.35,7.1,18,-4.46,1.1948524
93264000,398717101,327392631,450271,19.35,7.2999997,17.92,-4.42,1.1835077
93468000,398717235,327393050,451155,19.35,7.5299997,17.83,-4.42,1.1709414
93672000,398717379,327393485,452066,19.34,7.77,17.72,-4.35,1.1571532
93876000,398717524,327393909,452959,19.32,8.0199995,17.59,-4.41,1.1430161
94080000,398717671,327394320,453839,19.3,8.28,17.43,-4.37,1.1271336
94284000,398717829,327394744,454749,19.27,8.51,17.279999,-4.42,1.1128219
94488000,398717989,327395156,455648,19.24,8.7699995,17.13,-4.39,1.097463
94692000,398718149,327395557,456537,19.199999,8.98,16.96,-4.4,1.0836749
94896000,398718316,327395962,457446,19.17,9.23,16.81,-4.45,1.0684905
95100000,398718491,327396371,458363,19.14,9.42,16.66,-4.5,1.0560987
95304000,398718662,327396762,459255,19.1,9.59,16.5,-4.48,1.0440559
95508000,398718840,327397156,460168,19.06,9.75,16.359999,-4.49,1.0332348
95712000,398719024,327397555,461100,19.02,9.88,16.25,-4.52,1.0245082
95916000,398719204,327397935,461997,18.99,9.99,16.14,-4.5,1.0163052
96120000,398719388,327398321,462926,18.949999,10.08,16.039999,-4.56,1.0098475
96324000,398719578,327398712,463872,18.9,10.15,15.95,-4.54,1.0039134
96528000,398719766,327399094,464801,18.869999,10.21,15.87,-4.56,0.9988519
96732000,398719950,327399466,465722,18.84,10.25,15.799999,-4.56,0.99501216
96936000,398720142,327399852,466677,18.81,10.26,15.73,-4.56,0.9923942
97140000,398720331,327400229,467606,18.77,10.2699995,15.7,-4.6,0.9909979
97344000,398720517,327400598,468530,18.74,10.2699995,15.67,-4.61,0.99047434
97548000,398720709,327400982,469491,18.71,10.24,15.69,-4.5699997,0.99256873
97752000,398720897,327401357,470428,18.69,10.2,15.65,-4.6,0.9929178
97956000,398721081,327401725,471353,18.67,10.179999,15.65,-4.64,0.99396497
98160000,398721268,327402100,472291,18.64,10.12,15.67,-4.6,0.99728113
98364000,398721458,327402483,473253,18.63,10.059999,15.69,-4.63,1.0004227
98568000,398721638,327402852,474175,18.609999,10.0199995,15.69,-4.5899997,1.0025171
98772000,398721822,327403229,475121,18.6,9.95,15.719999,-4.66,1.0063568
98976000,398722008,327403613,476090,18.58,9.9,15.74,-4.68,1.0094985
99180000,398722186,327403983,477009,18.56,9.83,15.74,-4.6,1.012291
99384000,398722366,327404361,477954,18.539999,9.7699995,15.759999,-4.64,1.0157815
99588000,398722549,327404746,478919,18.52,9.7,15.79,-4.64,1.0196213
99792000,398722727,327405124,479869,18.51,9.65,15.79,-4.63,1.0220648
99996000,398722901,327405496,480788,18.5,9.62,15.809999,-4.6,1.0241592
100200000,398723081,327405882,481767,18.49,9.559999,15.839999,-4.64,1.0273007
100404000,398723257,327406262,482700,18.48,9.5199995,15.839999,-4.65,1.0293952
100608000,398723428,327406634,483632,18.47,9.48,15.849999,-4.61,1.0314896
100812000,398723606,327407021,484603,18.46,9.46,15.839999,-4.63,1.0321877
101016000,398723780,327407401,485545,18.44,9.429999,15.86,-4.64,1.0341076
101220000,398723950,327407775,486480,18.43,9.41,15.86,-4.62,1.0351547
101424000,398724123,327408154,487428,18.42,9.37,15.86,-4.63,1.0369
101628000,398724299,327408542,488400,18.41,9.4,15.82,-4.7,1.0344566
101832000,398724468,327408914,489334,18.39,9.38,15.83,-4.7,1.0355037
102036000,398724640,327409293,490291,18.38,9.34,15.82,-4.65,1.0372492
102240000,398724815,327409679,491261,18.359999,9.33,15.799999,-4.69,1.0374237
102444000,398724984,327410051,492200,18.34,9.349999,15.7699995,-4.73,1.0353293
102648000,398725156,327410430,493155,18.33,9.349999,15.759999,-4.71,1.0353293
102852000,398725331,327410815,494139,18.31,9.33,15.74,-4.69,1.0355037
103056000,398725503,327411192,495097,18.289999,9.32,15.7,-4.7,1.0348057
103260000,398725672,327411562,496039,18.27,9.33,15.7,-4.77,1.0341076
103464000,398725847,327411946,497032,18.25,9.349999,15.67,-4.72,1.0327113
103668000,398726018,327412321,497993,18.23,9.349999,15.65,-4.74,1.0320132
103872000,398726187,327412689,498951,18.21,9.34,15.63,-4.77,1.0320132
104076000,398726362,327413069,499935,17.96,9.23,15.41,-4.66,1.0309659
104280000,398726530,327413434,500838,17.539999,9.05,15.0199995,-4.17,1.0285225
104484000,398726692,327413782,501597,17.199999,8.929999,14.71,-3.4499998,1.0246828
104688000,398726855,327414133,502216,16.949999,8.79,14.5,-2.57,1.0255554
104892000,398727019,327414485,502654,16.72,8.65,14.299999,-1.6999999,1.0266026
105096000,398727174,327414820,502938,16.529999,8.47,14.16,-1.05,1.0314896
105300000,398727328,327415159,503078,16.38,8.2699995,14.13,-0.48,1.0409143
105504000,398727481,327415504,503115,16.279999,8.04,14.15,0.03,1.0536553
105708000,398727626,327415845,503055,16.22,7.73,14.2699995,0.45,1.073901
105912000,398727762,327416182,502933,16.199999,7.37,14.41,0.84,1.0981611
106116000,398727897,327416537,502740,16.21,6.96,14.65,1.03,1.1271336
106320000,398728020,327416893,502518,16.25,6.42,14.91,1.14,1.16396
106524000,398728131,327417247,502267,16.31,5.85,15.21,1.26,1.2030555
106728000,398728235,327417623,502001,16.38,5.22,15.54,1.3,1.2465141
106932000,398728324,327417999,501725,16.46,4.5099998,15.83,1.3399999,1.2929399
107136000,398728399,327418375,501459,16.55,3.79,16.1,1.3199999,1.3393656
107340000,398728463,327418764,501188,16.64,3.04,16.35,1.24,1.3868386
107544000,398728512,327419166,500942,16.73,2.29,16.57,1.1899999,1.4332643
107748000,398728546,327419558,500700,16.81,1.5799999,16.75,1.11,1.4765486
107952000,398728569,327419961,500479,16.89,0.87,16.869999,1.05,1.5187855
108156000,398728579,327420374,500271,16.96,0.21,16.96,1.05,1.5577064
108360000,398728577,327420774,500061,17.02,-0.35999998,17.029999,0.96,1.5919148
108564000,398728566,327421183,499885,17.08,-0.87,17.039999,0.88,1.6219344
108768000,398728544,327421600,499700,17.119999,-1.35,17.06,0.77,1.6500343
108972000,398728515,327422010,499540,17.16,-1.76,17.07,0.78,1.6737708
109176000,398728480,327422411,499396,17.19,-2.1,17.07,0.69,1.6934929
109380000,398728437,327422827,499262,17.21,-2.37,17.039999,0.59999996,1.7093754
109584000,398728391,327423236,499143,17.23,-2.62,17.02,0.56,1.723687
109788000,398728343,327423636,499041,17.24,-2.78,17,0.48999998,1.7329375
109992000,398728289,327424052,498946,17.25,-2.9199998,17.01,0.39,1.740966
110196000,398728234,327424459,498865,17.25,-3.02,16.99,0.35999998,1.7469
110400000,398728179,327424859,498794,17.25,-3.08,16.96,0.32,1.7507397
110604000,398728122,327425265,498730,17.25,-3.1,16.97,0.25,1.7516124
110808000,398728064,327425680,498689,17.24,-3.12,16.96,0.25,1.7526596
111012000,398728008,327426079,498647,17.23,-3.11,16.949999,0.17,1.752136
111216000,398727951,327426485,498614,17.22,-3.08,16.93,0.17,1.7510887
111420000,398727893,327426899,498588,17.23,-3.04,16.949999,0.049999997,1.7484708
111624000,398727839,327427298,498577,17.25,-2.99,16.98,0.03,1.7449801
111828000,398727784,327427706,498563,17.25,-2.95,16.99,0.04,1.7425367
112032000,398727729,327428121,498564,17.23,-2.9099998,16.99,0.01,1.7407913
