timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
82792000,0,-0.30316722,1.6126659,0,0.6842131,0.10898756,-0.10451724,0.7134777,1
82816000,0,-0.29073837,1.6126659,0,0.6848494,0.104551636,-0.10026325,0.7141412,1
82840000,0,-0.27891925,1.6126659,0,0.6854299,0.10032956,-0.09621436,0.71474653,1
82864000,0,-0.26761788,1.6126659,0,0.6859626,0.09628918,-0.0923397,0.71530205,1
82888000,0,-0.25687128,1.6126659,0,0.68644893,0.09244428,-0.08865251,0.71580917,1
82912000,0,-0.24659577,1.6126659,0,0.6868953,0.08876542,-0.085124545,0.7162747,1
82936000,0,-0.23672305,1.6126659,0,0.6873071,0.08522856,-0.08173276,0.7167041,1
82960000,0,-0.22719648,1.6126659,0,0.68768865,0.081813745,-0.078458,0.71710193,1
82984000,0,-0.21796861,1.6126659,0,0.68804336,0.07850422,-0.07528423,0.7174718,1
83008000,0,-0.20904723,1.6126659,0,0.6883723,0.07530303,-0.07221434,0.7178148,1
83032000,0,-0.20039092,1.6126659,0,0.68867844,0.07219552,-0.06923429,0.71813405,1
83056000,0,-0.1919644,1.6126659,0,0.688964,0.06916921,-0.06633211,0.71843183,1
83080000,0,-0.18373732,1.6126659,0,0.68923104,0.06621333,-0.06349747,0.7187103,1
83104000,0,-0.1757143,1.6126659,0,0.68948025,0.0633297,-0.06073211,0.7189701,1
83128000,0,-0.16786858,1.6126659,0,0.6897132,0.060508795,-0.058026914,0.719213,1
83152000,0,-0.16017696,1.6126659,0,0.6899312,0.0577424,-0.055373985,0.7194404,1
83176000,0,-0.15261908,1.6126659,0,0.69013554,0.05502327,-0.05276639,0.7196535,1
83200000,0,-0.14519621,1.6126659,0,0.69032663,0.05235195,-0.05020464,0.71985275,1
83224000,0,-0.13789074,1.6126659,0,0.69050545,0.04972218,-0.047682732,0.7200392,1
83248000,0,-0.1306867,1.6126659,0,0.6906727,0.047128264,-0.045195207,0.7202136,1
83272000,0,-0.12357024,1.6126659,0,0.69082916,0.044565286,-0.042737357,0.72037673,1
83296000,0,-0.11654149,1.6126659,0,0.69097507,0.04203334,-0.040309265,0.7205289,1
83320000,0,-0.109588444,1.6126659,0,0.691111,0.039528158,-0.037906837,0.72067064,1
83344000,0,-0.10270032,1.6126659,0,0.69123745,0.037045892,-0.035526387,0.7208025,1
83368000,0,-0.095867425,1.6126659,0,0.6913548,0.034583095,-0.033164605,0.7209249,1
83392000,0,-0.08909059,1.6126659,0,0.69146323,0.03214011,-0.030821824,0.7210379,1
83416000,0,-0.082361214,1.6126659,0,0.691563,0.029713864,-0.028495094,0.721142,1
83440000,0,-0.07567142,1.6126659,0,0.69165444,0.027301555,-0.026181731,0.72123736,1
83464000,0,-0.069014,1.6126659,0,0.6917378,0.024900619,-0.023879275,0.7213242,1
83488000,0,-0.062391005,1.6126659,0,0.69181305,0.022511825,-0.02158846,0.7214027,1
83512000,0,-0.05579596,1.6126659,0,0.6918805,0.020132864,-0.019307077,0.72147304,1
83536000,0,-0.049222887,1.6126659,0,0.6919402,0.017761612,-0.017033085,0.7215353,1
83560000,0,-0.04266633,1.6126659,0,0.6919923,0.015396128,-0.014764627,0.7215896,1
83584000,0,-0.03612127,1.6126659,0,0.6920369,0.013034626,-0.012499986,0.7216362,1
83608000,0,-0.029589813,1.6126659,0,0.69207406,0.010677892,-0.010239918,0.7216749,1
83632000,0,-0.023067448,1.6126659,0,0.6921038,0.008324325,-0.007982888,0.7217059,1
83656000,0,-0.016550073,1.6126659,0,0.69212615,0.005972472,-0.0057275,0.7217292,1
83680000,0,-0.010033917,1.6126659,0,0.6921411,0.003620994,-0.003472472,0.72174484,1
83704000,0,-0.003516605,1.6126659,0,0.69214875,0.001269061,-0.001217008,0.72175276,1
83728000,0,0.003005073,1.6126659,0,0.69214904,-0.001084461,0.00103998,0.72175306,1
83752000,0,0.009534027,1.6126659,0,0.69214195,-0.003440598,0.003299475,0.72174567,1
83776000,0,0.016072927,1.6126659,0,0.69212747,-0.005800286,0.005562377,0.7217306,1
83800000,0,0.022620905,1.6126659,0,0.69210553,-0.00816319,0.00782836,0.72170776,1
83824000,0,0.029180266,1.6126659,0,0.69207615,-0.010530111,0.010098199,0.72167706,1
83848000,0,0.03575312,1.6126659,0,0.6920392,-0.01290179,0.012372599,0.72163856,1
83872000,0,0.042341366,1.6126659,0,0.6919947,-0.015278881,0.01465219,0.7215921,1
83896000,0,0.048945084,1.6126659,0,0.6919426,-0.01766139,0.016936975,0.72153777,1
83920000,0,0.055565853,1.6126659,0,0.69188267,-0.020049855,0.019227473,0.72147536,1
83944000,0,0.062205095,1.6126659,0,0.6918151,-0.022444766,0.021524152,0.72140485,1
83968000,0,0.06886408,1.6126659,0,0.69173956,-0.024846548,0.02382742,0.7213261,1
83992000,0,0.075544946,1.6126659,0,0.6916561,-0.027255947,0.026137993,0.7212391,1
84016000,0,0.08224865,1.6126659,0,0.6915646,-0.029673276,0.028456172,0.72114366,1
84040000,0,0.08897599,1.6126659,0,0.69146496,-0.032098792,0.0307822,0.7210398,1
84064000,0,0.09572765,1.6126659,0,0.69135714,-0.034532715,0.033116292,0.7209273,1
84088000,0,0.10250388,1.6126659,0,0.69124097,-0.036975097,0.035458494,0.7208062,1
84112000,0,0.10930512,1.6126659,0,0.6911164,-0.039426066,0.037808932,0.72067624,1
