timestamp,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature
82000000,0.23944966,0.23944966,12.404602
82984000,221.23125,221.23125,12.404541
83992000,330.29083,330.29083,12.399475
85000000,317.16327,317.16327,12.371216
85984000,277.15717,277.15717,12.324127
86992000,261.7323,261.7323,12.279388
88000000,251.03471,251.03471,12.242767
88984000,240.71567,240.71567,12.209808
89992000,231.294,231.294,12.176575
91000000,224.04633,224.04633,12.143646
91984000,230.6552,230.6552,12.112946
92992000,232.26195,232.26195,12.083252
93976000,229.97739,229.97739,12.055115
94984000,225.8725,225.8725,12.026154
95992000,224.2301,224.2301,11.996674
97000000,217.6818,217.6818,11.966766
97988000,214.69571,214.69571,11.937286
98992000,214.14494,214.14494,11.906952
100000000,211.93933,211.93933,11.876617
100984000,210.59044,210.59044,11.846924
101992000,211.1546,211.1546,11.816345
103000000,209.49492,209.49492,11.785553
103984000,198.94228,198.94228,11.7552185
104992000,160.28844,160.28844,11.736237
106000000,154.6756,154.6756,11.737549
106984000,161.08527,161.08527,11.745605
107992000,168.64708,168.64708,11.753326
109000000,172.4894,172.4894,11.759003
109984000,174.62686,174.62686,11.762512
110992000,169.66388,169.66388,11.764282
111980000,175.48224,175.48224,11.76474
112984000,170.18927,170.18927,11.764282
113992000,166.63622,166.63622,11.763611
115000000,165.96072,165.96072,11.762909
115988000,163.61119,163.61119,11.762299
116992000,162.53757,162.53757,11.761719
118000000,159.45197,159.45197,11.7612
118984000,158.33351,158.33351,11.760742
119992000,155.23444,155.23444,11.760315
121000000,170.17516,170.17516,11.760162
121984000,188.1844,188.1844,11.756226
122992000,184.73622,184.73622,11.747589
124000000,157.89006,157.89006,11.74292
124984000,162.48972,162.48972,11.758087
125992000,179.25543,179.25543,11.784515
126999999,190.44766,190.44766,11.811218
127984000,200.07419,200.07419,11.835236
128992000,205.59816,205.59816,11.858795
129999999,211.33275,211.33275,11.882324
130984000,213.92847,213.92847,11.906189
131992000,217.15434,217.15434,11.931671
133000000,225.12657,225.12657,11.959717
133984000,224.71077,224.71077,11.985168
134992000,204.39038,204.39038,12.002411
136000000,190.13571,190.13571,12.018219
136984000,192.78093,192.78093,12.034332
137996000,192.72571,192.72571,12.051056
139004000,182.51428,182.51428,12.06134
139984000,184.4956,184.4956,12.068115
140992000,184.04515,184.04515,12.072815
142000000,181.54668,181.54668,12.076111
142984000,174.78642,174.78642,12.078461
143996000,171.89787,171.89787,12.080353
145000000,171.53423,171.53423,12.08197
145984000,171.21268,171.21268,12.083313
146992000,167.45511,167.45511,12.084351
148004000,164.93262,164.93262,12.084351
148984000,167.79568,167.79568,12.085419
149996000,176.0413,176.0413,12.08725
151000000,209.50961,209.50961,12.082123
151984000,209.66725,209.66725,12.062103
152992000,197.39865,197.39865,12.030243
154000000,187.1102,187.1102,11.996796
154984000,184.23871,184.23871,11.967041
155992000,180.59279,180.59279,11.9392395
157000000,177.84163,177.84163,11.913147
157988000,176.95032,176.95032,11.88858
158992000,175.05356,175.05356,11.863922
160004000,171.03392,171.03392,11.839569
160988000,168.86153,168.86153,11.816101
161992000,165.63045,165.63045,11.79245
163004000,165.29352,165.29352,11.769165
163984000,140.74805,140.74805,11.748901
164992000,128.80284,128.80284,11.7430725
166004000,128.83015,128.83015,11.747803
166984000,127.82804,127.82804,11.7552185
167996000,133.85112,133.85112,11.772003
169004000,142.90703,142.90703,11.792755
169984000,147.35669,147.35669,11.812012
170996000,150.56094,150.56094,11.830231
