,timestamp,control[0],control[1],control[2],control[3],control[4],output[2],output[3],output[4],output[5],output[6],output[7],indicated_airspeed_m_s,true_airspeed_m_s,indicated_airspeed_m_s.1,equivalent_airspeed_m_s,true_airspeed_m_s.1,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2],instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1,x,y,z,temperature.1,pressure,temperature.2,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x.1,y.1,z.1,temperature.3,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,xyz[0],xyz[1],xyz[2],xyz[0].1,xyz[1].1,xyz[2].1,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,ground_contact,maybe_landed,landed,ref_timestamp,ref_lat,ref_lon,x.2,y.2,z.2,vx,vy,vz,ax,ay,az,dist_bottom,roll,pitch,yaw,thrust_body[0].1,timestamp.1,isTakeoff,isClimbing,isDescending,isCruise,isLand
1394,61001734,-0.011327833999999998,-0.07908636200000001,-0.032765425,0.0,0.0,1481.0,1500.0,1000.0,1507.0,1492.0,1463.0,15.57676852,15.96058492,15.46430235,15.43941272,15.81979906,16.62075668,17.03024927,147.9017784,147.9017784,11.73633719,-0.001535701,-0.005886606,8.120000000000001e-05,-0.205757545,0.18217291100000002,-0.006876359,2.0,1.625125025,2.625125025,11,0,0,1,0,0.0,0,0,0,0,0,0.44035048,-0.19323728,1.7981184730000002,1.9394026869999998,8.320593014,198.608567,45.64063405,-0.027602474,0.00101945,-0.173621092,0.0,-0.924857237,0.33851194700000004,-6.74378534,82382296.0,954.3287033,11.73589635,-0.10080022400000001,-0.125391365,0.322532909,-0.9135463840000001,0.384652627,-6.592971252999999,-0.076333098,-0.103765155,0.287929633,82382296.0,94.20376929999999,101.9329254,-3.8515467610000003,-2.451028062,15.36897678,15.63458137,-0.005312088,-0.026741297999999997,-0.1,65.10012771,502.4966296,11.73587476,95433.19913,1.1339042990000001,0.613422645,-0.651753894,-0.577963522,-0.066252108,-0.09239457400000001,0.260995767,0.441772737,-0.216399085,1.825976922,0.574318048,0.21654647800000001,0.107944865,0.78205757,0.0,398726854.0,327339325.8,502969.1046,16.0279916,2.844634927,15.76166433,-0.45796359299999995,1.3920822780000002,0,0,0.0,756000,39.871413700000005,32.7364371,103.748852,-263.6309088,-99.90528777,11.60686612,10.67588939,-0.08694533800000001,-0.147352142,0.011303297,-0.023690207999999997,99.96458532,0.013136811000000002,-0.177730532,0.407475619,0.0,61001734,0,0,1,0,0
1395,61040200,-0.012617088,-0.08292548599999999,-0.031875231000000004,0.0,0.0,1482.0,1500.0,1000.0,1505.0,1494.0,1463.0,15.53667916,15.91944732,15.44835571,15.42368383,15.8036634,16.60350171,17.01254865,147.5508029,147.5508029,11.73647387,-0.001536051,-0.005886428000000001,8.120000000000001e-05,-0.20576183399999998,0.182156316,-0.0067797940000000004,2.0,1.627725545,2.627725545,11,0,0,1,0,0.0,0,0,0,0,0,0.43925694299999996,-0.19768986600000002,1.8053296769999998,1.94098569,7.983323257,198.0755918,45.56595905,-0.027550736,0.00075974,-0.172947464,0.0,-0.9019603959999999,0.321181692,-6.868001696,82382296.0,954.3335072000001,11.73595487,-0.09881788300000001,-0.124393256,0.305562288,-0.9163478420000001,0.43207232700000003,-6.60505642,-0.06842949400000001,-0.102732307,0.272675545,82382296.0,94.04915278,101.8440697,-3.8305843339999996,-2.533146491,15.36888379,15.66424405,-0.005907201999999999,0.021829361000000002,-0.1,64.84050959,502.65125839999996,11.73592347,95431.44792,1.133883454,0.157935406,0.35930886700000003,0.238792385,-0.060114744000000005,-0.08442173300000001,0.256972766,0.43822238700000005,-0.22546593,1.83042818,0.571885248,0.218709525,0.10426872699999999,0.783734557,0.0,398726864.0,327339396.9,502987.6807,15.99421684,2.717041408,15.75228246,-0.311606321,1.399712783,0,0,0.0,756000,39.871413700000005,32.7364371,104.2253295,-263.19219580000004,-99.91079844,11.60088564,10.67783042,-0.089269695,-0.15833804,0.022458915,-0.050545172,99.97009796,0.012574223999999998,-0.17605401199999998,0.402121589,0.0,61040200,0,0,1,0,0
1396,61081332,-0.014157388,-0.07592930099999999,-0.034871433,0.0,0.0,1481.0,1500.0,1000.0,1506.0,1493.0,1463.0,15.54768081,15.93087193,15.46678518,15.4426909,15.82307365,16.61664622,17.02594762,147.7816307,147.7816307,11.73696801,-0.0015364,-0.0058862509999999995,8.120000000000001e-05,-0.205766122,0.182139721,-0.006683229000000001,2.0,1.630326065,2.630326065,11,0,0,1,0,0.0,0,0,0,0,0,0.43816340600000003,-0.20214245100000003,1.81254088,1.942568694,7.646053501,197.5426166,45.49128405,-0.027508462999999997,0.000555493,-0.17233430600000002,0.0,-0.879063555,0.303851437,-6.992218052,82382296.0,954.3383110999999,11.73601339,-0.081860614,-0.121906094,0.298419865,-0.924694454,0.431340888,-6.712134814,-0.060525891,-0.10169946,0.257421457,82382296.0,93.89453626,101.755214,-3.809621908,-2.61526492,15.3687908,15.69390672,-0.006502317,0.07040002,-0.1,64.58089147,502.4612942,11.73598302,95433.61648,1.133909261,0.23532642899999998,0.226840228,-0.298037807,-0.058929665,-0.080510414,0.23754584399999998,0.434993811,-0.217259452,1.835225235,0.571323028,0.21443498600000002,0.10602354,0.78508906,0.0,398726873.9,327339468.0,503006.2569,15.96044209,2.58944789,15.74290058,-0.16524905,1.4073432890000002,0,0,0.0,756000,39.871413700000005,32.7364371,104.6734929,-262.7790381,-99.91625429999999,11.59526718,10.67882134,-0.090739365,-0.172635485,0.034035506,-0.038146281000000004,99.97555282,0.026998433999999998,-0.16868515,0.400039339,0.0,61081332,0,0,1,0,0
1397,61121132,-0.011771142,-0.072936975,-0.035225559,0.0,0.0,1481.931986,1500.0,1000.0,1503.931986,1495.068014,1462.136027,15.44368904,15.82413636,15.48521465,15.46169797,15.84248391,16.62979073,17.039346600000002,148.0124585,148.0124585,11.73746215,-0.001536749,-0.005886073,8.120000000000001e-05,-0.20577041100000001,0.182123125,-0.006586664,2.0,1.632926585,2.632926585,11,0,0,1,0,0.0,0,0,0,0,0,0.437069869,-0.20659503699999998,1.819752083,1.9441516980000002,7.308783745,197.00964140000002,45.41660904,-0.027461645,0.000349411,-0.171667029,0.0,-0.863883677,0.29760687199999997,-7.098655084,82382296.0,954.3399950999999,11.73614991,-0.07881563400000001,-0.105761019,0.292002754,-0.921938675,0.369045571,-6.734343604,-0.055631355,-0.099157595,0.24552970899999998,82382296.0,93.73991974,101.6663583,-3.7886594810000003,-2.697383349,15.36869781,15.723569400000002,-0.007097432,0.11897067900000001,-0.1,64.32127336,502.4984692,11.73610903,95433.20886,1.133904432,-0.053077738,0.25152919,0.004447006,-0.048604837000000005,-0.080237599,0.229069948,0.434139689,-0.221486515,1.842306155,0.568134508,0.215418688,0.10516427699999999,0.787246923,0.0,398726882.2,327339538.0,503004.2224,15.93444489,2.464446889,15.73481496,-0.026669339,1.4149964259999999,0,0,0.0,756000,39.871413700000005,32.7364371,105.1123649,-262.3742666,-99.92169218,11.58976753,10.67950049,-0.091928564,-0.18801963600000002,0.045750242,-0.012865976999999999,99.98098873,0.025524461000000002,-0.17692525399999998,0.40141543799999996,0.0,61121132,0,0,1,0,0
1398,61163598,-0.012576236999999999,-0.072431676,-0.036132606,0.0,0.0,1482.0,1500.0,1000.0,1504.0,1495.0,1463.0,15.49854578,15.88042018,15.50364412,15.48070504,15.86189416,16.64293524,17.05274557,148.2432862,148.2432862,11.73795628,-0.0015370989999999999,-0.005885895,8.120000000000001e-05,-0.20577469899999998,0.18210653,-0.006490099,2.0,1.635527105,2.635527105,11,0,0,1,0,0.0,0,0,0,0,0,0.435976332,-0.211047622,1.826963286,1.945734702,6.971513989,196.4766661,45.34193404,-0.027404267000000003,0.000114015,-0.17086172600000002,0.0,-0.850220148,0.29354059600000004,-7.201598556,82382296.0,954.3410660000001,11.73630175,-0.071792993,-0.10542402599999999,0.280788743,-0.968171387,0.376057378,-6.92695686,-0.051328087,-0.096319214,0.23429864600000003,82382296.0,93.56606803,101.5539929,-3.803622273,-2.772648835,15.36864325,15.76788758,-0.007984887,0.166170227,-0.1,64.03444038,502.41807639999996,11.73625529,95434.08856,1.133914836,-0.069496063,0.21121225600000001,0.149281996,-0.0445108,-0.08029650299999999,0.224122463,0.433430306,-0.22837408899999997,1.849424455,0.564587786,0.217457653,0.103575319,0.789438906,0.0,398726889.7,327339607.4,502992.9642,15.91192839,2.340606121,15.72730946,0.108429673,1.4226596930000002,0,0,0.0,756000,39.871413700000005,32.7364371,105.55878179999999,-261.9624682,-99.92709094,11.58414788,10.68040889,-0.092930573,-0.193063937,0.055431823,0.013327761,99.98638636,0.030663981,-0.148667696,0.385740439,0.0,61163598,0,0,1,0,0
1399,61202064,-0.008399124,-0.072275338,-0.03533635,0.0,0.0,1479.981996,1500.0,1000.0,1503.981996,1495.018004,1468.018004,15.52998476,15.91247541,15.52207358,15.49971211,15.88130442,16.65607975,17.06614454,148.474114,148.474114,11.73845042,-0.0015374479999999999,-0.0058857169999999995,8.120000000000001e-05,-0.205778988,0.182089935,-0.006393534,2.0,1.638127626,2.6381276259999997,11,0,0,1,0,0.0,0,0,0,0,0,0.434882795,-0.215500208,1.83417449,1.947317705,6.634244232,195.9436909,45.26725904,-0.02735313,-0.000128839,-0.170039174,0.0,-0.83382347,0.296692289,-7.281354689,82382296.0,954.3422469000001,11.73646904,-0.067185541,-0.099662785,0.259520547,-0.921416456,0.342279096,-6.946209124,-0.048284404,-0.09411324300000001,0.224420368,82382296.0,93.38827569,101.43681120000001,-3.825944905,-2.8465103889999996,15.36859657,15.81520817,-0.008932232,0.21308888,-0.1,63.74203202,502.4263704,11.73643601,95433.99488,1.133913725,-0.359190219,-0.444530983,-0.488041915,-0.047634403,-0.080338015,0.21696773100000002,0.43611204200000003,-0.235519765,1.86005748,0.559237607,0.220382718,0.103646559,0.792427298,0.0,398726897.2,327339676.8,502981.7059,15.88941188,2.216765353,15.71980396,0.24352868600000002,1.43032296,0,0,0.0,756000,39.871413700000005,32.7364371,106.03332890000001,-261.52447140000004,-99.93234388,11.57808083,10.68217207,-0.093234669,-0.159557499,0.057533058,0.04292711,99.99164127,0.0304656,-0.140673207,0.379212789,0.0,61202064,0,0,1,0,0
1400,61236530,-0.008058988000000001,-0.073773299,-0.035501075,0.0,0.0,1479.0,1500.0,1000.0,1503.992999,1495.007001,1470.0,15.47739307,15.85875166,15.54050305,15.51871918,15.90071467,16.66922426,17.07954351,148.7049418,148.7049418,11.73894456,-0.001537797,-0.005885539,8.120000000000001e-05,-0.20578327600000001,0.18207334,-0.006296969,2.0,1.6407281459999998,2.640728146,11,0,0,1,0,0.0,0,0,0,0,0,0.43378925799999996,-0.21995279399999998,1.841385693,1.9489007090000001,6.296974476,195.4107157,45.19258404,-0.027302497000000002,-0.00035064199999999997,-0.16917764899999999,0.0,-0.8078058509999999,0.32525191600000003,-7.2794891989999995,82382296.0,954.3438151,11.73669068,-0.06520753,-0.09991862300000001,0.244785091,-0.907447991,0.37897718399999997,-7.080469951,-0.049674576,-0.094133417,0.21930401800000002,82382296.0,93.21048334,101.3196295,-3.848267537,-2.920371943,15.36854989,15.86252877,-0.009879578,0.260007533,-0.1,63.44962366,502.41502139999994,11.73663066,95434.15256,1.133915587,0.47599721,0.277587648,-0.673055781,-0.044909881,-0.079393039,0.21411569100000002,0.434405715,-0.234563402,1.86602342,0.5571718410000001,0.21922822399999997,0.10390831,0.7941611340000001,0.0,398726904.7,327339746.2,502970.4477,15.86689538,2.092924585,15.71229846,0.37862769799999996,1.437986227,0,0,0.0,756000,39.871413700000005,32.7364371,106.507876,-261.0864745,-99.93759682,11.57201379,10.68393525,-0.093538765,-0.126051061,0.059634292,0.07252646,99.99689617,0.031230577000000002,-0.143123442,0.37821233,0.0,61236530,0,0,1,0,0
1401,61278997,-0.008321188,-0.063592316,-0.039374669,0.0,0.0,1479.0,1500.0,1000.0,1505.0,1494.0,1468.0320060000001,15.47208875,15.85315797,15.55893252,15.53772625,15.92012493,16.68236877,17.09294248,148.93576950000002,148.93576950000002,11.7394387,-0.0015381470000000001,-0.0058853609999999995,8.120000000000001e-05,-0.20578756399999998,0.182056745,-0.0062004040000000005,2.0,1.643328666,2.643328666,11,0,0,1,0,0.0,0,0,0,0,0,0.43229820399999996,-0.222332744,1.847648723,1.950294854,6.012185391,194.86444450000002,45.17260953,-0.027255577000000003,-0.000533905,-0.16840280300000002,0.0,-0.781788231,0.35381154299999995,-7.277623707999999,82382296.0,954.3453832,11.73691233,-0.062685228,-0.094307951,0.233685048,-0.9403436340000001,0.351141675,-7.104369398999999,-0.051064748,-0.094153591,0.214187668,82382296.0,93.032691,101.2024478,-3.8705901689999997,-2.9942334969999997,15.36850321,15.90984936,-0.010826923,0.306926187,-0.1,63.15721529999999,502.2992795,11.73687514,95435.44039,1.13393093,-0.34480131,0.20730447,0.317354914,-0.038899094,-0.080642804,0.21433465399999999,0.43293023700000005,-0.233180893,1.872085288,0.555090878,0.217976773,0.104399892,0.7959024379999999,0.0,398726912.2,327339815.7,502959.1894,15.84437888,1.9690838169999998,15.70479296,0.51372671,1.4456494930000001,0,0,0.0,756000,39.871413700000005,32.7364371,106.9581723,-260.6704768,-99.94225391,11.56697894,10.68589854,-0.093624316,-0.147176838,0.052628725999999994,0.037945805,100.00155129999999,0.030548000000000002,-0.147270375,0.377821919,0.0,61278997,0,0,1,0,0
1402,61317462,-0.007445701999999999,-0.058151507000000005,-0.041888979,0.0,0.0,1478.9429890000001,1500.0,1000.0,1504.0,1495.0,1469.0,15.44666025,15.82714264,15.57736199,15.55673332,15.93953518,16.69551328,17.10634146,149.16659730000003,149.16659730000003,11.73993283,-0.001538496,-0.005885183,8.120000000000001e-05,-0.205791853,0.18204015,-0.006103839000000001,2.0,1.645929186,2.645929186,11,0,0,1,0,0.0,0,0,0,0,0,0.430679229,-0.224045722,1.853606632,1.951628224,5.74428455,194.3138945,45.1702376,-0.027204772999999998,-0.0007237669999999999,-0.167624144,0.0,-0.800796512,0.30996787800000003,-7.283424287999999,82382296.0,954.3450718,11.73717644,-0.051146624,-0.092314529,0.23138823100000003,-0.880390716,0.314400491,-7.173554835,-0.048801937999999996,-0.09287402800000001,0.213476255,82382296.0,92.85489866,101.0852661,-3.892912801,-3.0680950510000002,15.36845652,15.95716995,-0.011774268999999999,0.35384484,-0.1,62.86480694,502.4747606000001,11.73713946,95433.46195,1.133907317,-0.048086022,-0.45586335,-0.079400086,-0.038147387000000005,-0.075897986,0.219595316,0.43002379,-0.23543702600000002,1.876667354,0.553312747,0.217799618,0.103071255,0.797359686,0.0,398726919.0,327339886.1,502937.9626,15.82525298,1.845243049,15.701356200000001,0.649503857,1.4533719269999998,0,0,0.0,756000,39.871413700000005,32.7364371,107.3965273,-260.2653118,-99.94661759,11.56245236,10.68796037,-0.093602251,-0.195204214,0.041138854,-0.028237902000000002,100.005911,0.031804063,-0.144959005,0.374600561,0.0,61317462,0,0,1,0,0
1403,61351928,-0.010081533,-0.061578432999999995,-0.041228894,0.0,0.0,1477.0,1500.0,1000.0,1504.0,1495.0,1473.082016,15.46964956,15.85067266,15.59579145,15.57574039,15.95894543,16.7086578,17.11974043,149.3974251,149.3974251,11.74042697,-0.001538845,-0.005885005,8.120000000000001e-05,-0.20579614100000002,0.182023555,-0.0060072730000000005,2.0,1.648529706,2.648529706,11,0,0,1,0,0.0,0,0,0,0,0,0.429060254,-0.22575869899999998,1.85956454,1.952961594,5.476383708999999,193.7633446,45.16786567,-0.027156372999999998,-0.000897563,-0.166928247,0.0,-0.848993997,0.21918690600000001,-7.2941945960000005,82382296.0,954.3435419,11.73746807,-0.047321224,-0.093066429,0.221251345,-0.8908616979999999,0.310684085,-7.253830045,-0.04417099,-0.09075187800000001,0.215620457,82382296.0,92.68508342,100.9682689,-3.918165694,-3.131442578,15.36837058,16.00912196,-0.012815028000000001,0.394321711,-0.1,62.5926628,502.22171900000006,11.73745993,95436.33829,1.13394151,-0.089017162,-0.259428861,0.164275792,-0.032489036,-0.079954915,0.220745233,0.427227886,-0.24149614100000003,1.8812637859999999,0.551059698,0.219120929,0.100660874,0.7988647590000001,0.0,398726924.4,327339958.3,502899.1216,15.81211817,1.72140228,15.70510877,0.786479241,1.461198908,0,0,0.0,756000,39.871413700000005,32.7364371,107.839472,-259.8558429,-99.95105668,11.55770067,10.68996531,-0.09358056199999999,-0.233946751,0.033952838,-0.08079638900000001,100.0103467,0.035095692000000005,-0.11974384,0.36076082200000004,0.0,61351928,0,0,1,0,0
