,timestamp,control[0],control[1],control[2],control[3],control[4],output[2],output[3],output[4],output[5],output[6],output[7],indicated_airspeed_m_s,true_airspeed_m_s,indicated_airspeed_m_s.1,equivalent_airspeed_m_s,true_airspeed_m_s.1,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2],instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1,x,y,z,temperature.1,pressure,temperature.2,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],x.1,y.1,z.1,temperature.3,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,xyz[0],xyz[1],xyz[2],xyz[0].1,xyz[1].1,xyz[2].1,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,ground_contact,maybe_landed,landed,ref_lat,ref_lon,x.2,y.2,z.2,vx,vy,vz,ax,ay,az,dist_bottom,roll,pitch,yaw,thrust_body[0].1,timestamp.1,isTakeoff,isClimbing,isDescending,isCruise,isLand
1200,53515512,-0.040869191,0.0637724,0.18875550100000002,0.0,0.0,1594.0,1500.0,1000.0,1520.0,1479.0,1526.0,15.03195547,15.40064759,15.91104205,15.84682294,16.23471993,15.67955816,16.06336085,145.4945362,145.4945362,11.75165605,-0.001459218,-0.005797111,0.00011288200000000001,-0.19989493100000003,0.178894382,-0.02691528,2.0,1.120624125,2.120624125,11,0,0,1,0,0.0,0,0,0,0,0,0.361148442,-0.131646614,-3.0668692810000002,-1.4857295830000001,-3.70084824,261.5039498,43.18370472,-0.011495818,0.014513821000000001,0.068784736,0.0,-1.3613065430000002,0.125473189,-9.306114076,2.2000000000000002e-23,954.5949235999999,11.75188177,-0.15640616400000001,0.09823057,0.377395253,-1.39495055,0.24764333,-9.492395325,-0.15672331,0.081491545,0.36755079399999996,2.2000000000000002e-23,95.36510904,99.57376794,-2.44345982,-2.33384178,15.36721733,15.06001041,0.006144138,-0.576412524,-0.11972618,77.63289471,500.1340518,11.75146132,95460.24096,1.134225598,-0.6952133070000001,-0.08998547400000001,0.242340237,-0.150673011,0.101428827,0.37475126200000003,0.348448549,-0.133820982,-3.055090635,0.054069682,-0.05830787,-0.17564089,-0.9812340740000001,0.0,398728312.6,327429755.8,500721.9122,15.47322865,-13.40195955,7.675131026,1.120377991,2.621219048,0,0,0.0,39.871413700000005,32.7364368,156.0515679,558.8422916000001,-100.4145932,-13.62827391,7.055676075,1.4366687059999999,-1.7407900090000001,-5.319777365,2.163913129,100.5702632,-0.140916992,0.140183482,0.21813669300000002,0.0,53515512,0,0,1,0,0
1201,53548145,-0.039200872000000005,0.060245035,0.189568381,0.0,0.0,1592.84837,1500.0,1000.0,1518.15163,1480.84837,1528.0758150000001,15.05645289,15.42554388,15.90920642,15.84516305,16.23301531,15.67703214,16.06076905,144.85285369999997,144.85285369999997,11.75186676,-0.0014588510000000002,-0.0057972909999999996,0.00011227100000000001,-0.199908041,0.178871858,-0.026807109,2.0,1.123224645,2.123224645,11,0,0,1,0,0.0,0,0,0,0,0,0.353427945,-0.132016946,-3.0637751539999996,-1.92888466,-3.833094673,260.98808399999996,43.16865572,-0.011491036999999999,0.014630825,0.068477615,0.0,-1.383620426,0.130947322,-9.275708802999999,2.2000000000000002e-23,954.6031998,11.75220944,-0.156871351,0.09492381400000001,0.37736468799999995,-1.4109402009999998,0.154491015,-9.449251955,-0.159584643,0.07576664599999999,0.367209403,2.2000000000000002e-23,95.27084835,99.49475271,-2.4749716019999997,-2.391246731,15.36714671,15.08009778,0.005740978000000001,-0.535966873,-0.11706068,77.47861603,500.22464800000006,11.75177898,95459.20402,1.134213307,-0.153402553,-0.6404881139999999,0.495906061,-0.15429848699999998,0.09532685699999999,0.369828714,0.337926221,-0.13674265,-3.0552427210000004,0.05392659599999999,-0.060040955,-0.17051744800000002,-0.9820425709999999,0.0,398728269.1,327429789.6,500684.5119,15.43747149,-13.47568815,7.473722745,1.196637229,2.634818861,0,0,0.0,39.871413700000005,32.7364368,155.5450591,559.0951732000001,-100.35998149999999,-13.69099436,6.865132222000001,1.515127895,-1.756185462,-5.254658051,2.116339081,100.5156515,-0.14104503599999998,0.13802188599999998,0.211741359,0.0,53548145,0,0,1,0,0
1202,53580778,-0.041070523,0.055840417,0.18849292899999998,0.0,0.0,1589.443689,1500.0,1000.0,1519.0,1480.0,1528.0,14.97374021,15.34099864,15.90737079,15.84350315,16.23131069,15.67450613,16.05817726,144.2111711,144.2111711,11.75207746,-0.0014584829999999998,-0.00579747,0.00011166,-0.199921152,0.178849335,-0.026698938999999998,2.0,1.125825165,2.125825165,11,0,0,1,0,0.0,0,0,0,0,0,0.345707448,-0.132387278,-3.0606810269999998,-2.3720397369999997,-3.9653411060000003,260.4722182,43.15360672,-0.011485793000000001,0.014739556000000001,0.06817366400000001,0.0,-1.41631334,0.163764462,-9.243803063,2.2000000000000002e-23,954.6188814999999,11.75255615,-0.149286985,0.09211246599999999,0.36903924200000005,-1.384103546,0.187987665,-9.430745728,-0.162151982,0.06997435099999999,0.366933054,2.2000000000000002e-23,95.17658767,99.41573747,-2.506483385,-2.448651683,15.36707609,15.10018515,0.005337818,-0.49552122200000004,-0.114395179,77.32433734,500.11898049999996,11.75212487,95460.4244,1.134227809,-0.005828548,-0.102032143,-0.320374982,-0.151462959,0.094201151,0.368551092,0.327359609,-0.13901365699999998,-3.055430452,0.053692678,-0.06145837,-0.165356396,-0.982848218,0.0,398728226.3,327429818.1,500635.086,15.40962593,-13.53834086,7.294466892999999,1.269731865,2.647120668,0,0,0.0,39.871413700000005,32.7364368,155.0385503,559.3480547,-100.3053698,-13.75371482,6.674588368999999,1.593587085,-1.771580915,-5.1895387369999995,2.068765033,100.4610398,-0.145866688,0.12832926,0.207162055,0.0,53580778,0,0,1,0,0
1203,53617411,-0.038302819,0.06053183400000001,0.188432719,0.0,0.0,1587.036807,1500.0,1000.0,1519.0,1480.0,1529.889578,14.93413323,15.30026725,15.90553516,15.84184325,16.22960607,15.67198012,16.05558546,143.5694886,143.5694886,11.75228817,-0.001458116,-0.005797649,0.000111049,-0.199934263,0.178826811,-0.026590769,2.0,1.128425685,2.128425685,11,0,0,1,0,0.0,0,0,0,0,0,0.33798695100000004,-0.13275761,-3.0575869,-2.815194814,-4.097587538,259.9563523,43.13855772,-0.011484791000000001,0.014842957,0.067857078,0.0,-1.4490062540000002,0.196581603,-9.211897324,2.2000000000000002e-23,954.6345633,11.75290286,-0.159557864,0.08628522300000001,0.371742726,-1.37390677,0.10956076599999999,-9.411298316,-0.164719321,0.064182057,0.366656705,2.2000000000000002e-23,95.08232698,99.33672224,-2.537995167,-2.506056634,15.36700547,15.12027251,0.004934658,-0.45507557200000004,-0.111729679,77.17005865,500.1125949,11.75247185,95460.45053,1.134228106,-0.236292143,-0.13699526,-0.29325651,-0.151019108,0.087384338,0.369542821,0.324687365,-0.138867508,-3.04804356,0.057230712,-0.060851735,-0.16426675699999999,-0.982870153,0.0,398728183.5,327429846.7,500585.6601,15.38178036,-13.60099356,7.115211042,1.3428265019999999,2.659422475,0,0,0.0,39.871413700000005,32.7364368,154.54611269999998,559.5853728,-100.24966450000001,-13.81271408,6.492432677999999,1.66879157,-1.747706037,-5.115611365,2.0282434030000003,100.4053345,-0.14739922800000002,0.120926904,0.202780701,0.0,53617411,0,0,1,0,0
1204,53650044,-0.039611021,0.054362851,0.18857367100000003,0.0,0.0,1585.4826970000001,1500.0,1000.0,1519.0,1480.0,1529.0,14.97323991,15.34022456,15.90369953,15.84018335,16.22790144,15.6694541,16.05299367,142.927806,142.927806,11.75249888,-0.0014577479999999998,-0.005797829,0.00011043799999999999,-0.199947373,0.178804288,-0.026482598,2.0,1.131026205,2.131026205,11,0,0,1,0,0.0,0,0,0,0,0,0.33021612699999997,-0.133130299,-3.0549575339999997,-3.1364985360000004,-4.210884906,259.44256040000005,43.13501584,-0.011480209,0.014943241999999999,0.06752591599999999,0.0,-1.414588955,0.198031414,-9.240119672,3.1107541000000003,954.6383886,11.75328159,-0.152187195,0.077095158,0.37508449299999996,-1.388239429,0.168422915,-9.370812555,-0.16431267,0.066457535,0.363310423,3.1107541000000003,94.9880663,99.257707,-2.56950695,-2.563461585,15.36693485,15.14035988,0.004531497,-0.414629921,-0.109064179,77.01577996,499.74859230000004,11.75284819,95464.63415,1.134277796,-0.304179042,0.248197645,0.339485064,-0.149473841,0.085541177,0.37055176700000003,0.31436733,-0.144868628,-3.048177869,0.057310864,-0.064111022,-0.159293571,-0.983477484,0.0,398728140.7,327429875.2,500536.2342,15.35393479,-13.66364627,6.935955191000001,1.415921138,2.671724282,0,0,0.0,39.871413700000005,32.7364368,154.07281730000003,559.8015187000001,-100.1924714,-13.86665114,6.32168801,1.739568443,-1.670408889,-5.029701756000001,1.997315688,100.34814140000002,-0.146684392,0.143512996,0.186193343,0.0,53650044,0,0,1,0,0
1205,53682677,-0.039981615,0.060019977,0.18199701399999998,0.0,0.0,1587.004401,1500.0,1000.0,1519.995599,1479.004401,1528.0,15.01067417,15.37849728,15.9018639,15.83852345,16.22619682,15.66692809,16.05040187,142.2861235,142.2861235,11.75270959,-0.00145738,-0.005798008,0.000109827,-0.199960484,0.17878176399999998,-0.026374428,2.0,1.133626725,2.133626725,11,0,0,1,0,0.0,0,0,0,0,0,0.322312483,-0.133509206,-3.053554756,-3.1362151760000003,-4.2741723689999995,258.9342418,43.16184328,-0.011476799,0.015077772,0.06716512,0.0,-1.357294327,0.188788355,-9.288839198,7.281939114,954.6381721000001,11.75367124,-0.152495247,0.077316646,0.368620625,-1.401497702,0.165648284,-9.288125351,-0.162892211,0.071483251,0.358917624,7.281939114,94.88190122,99.1587261,-2.547377714,-2.617892952,15.36686376,15.16136547,0.004109964,-0.3731788,-0.107412225,76.84832454,499.69039649999996,11.75322573,95465.33147,1.134286104,-0.10966077800000001,0.336750635,-0.130234996,-0.145909699,0.084533581,0.361534556,0.304056743,-0.135832936,-3.048339962,0.056231285,-0.059966223,-0.15405660699999998,-0.98463542,0.0,398728097.9,327429903.8,500486.8084,15.32608922,-13.72629897,6.75669934,1.489015774,2.684026088,0,0,0.0,39.871413700000005,32.7364368,153.59952180000002,560.0176647000001,-100.1352783,-13.92058821,6.150943343,1.810345316,-1.59311174,-4.943792147,1.966387973,100.2909483,-0.151663452,0.135214696,0.182707702,0.0,53682677,0,0,1,0,0
1206,53727309,-0.040989068999999996,0.06057087,0.175238838,0.0,0.0,1585.0,1500.0,1000.0,1518.0,1481.0,1532.0,15.025463,15.3936247,15.90002827,15.83686355,16.2244922,15.66440208,16.04781007,141.644441,141.644441,11.752920300000001,-0.0014570129999999998,-0.005798187,0.000109216,-0.19997359399999998,0.178759241,-0.026266257999999997,2.0,1.136227245,2.136227245,11,0,0,1,0,0.0,0,0,0,0,0,0.314408839,-0.133888113,-3.0521519789999996,-3.135931815,-4.337459831,258.4259232,43.18867071,-0.011474821999999999,0.015198511000000001,0.066815721,0.0,-1.299999698,0.179545297,-9.337558723999999,11.45312413,954.6379555999999,11.75406089,-0.152210325,0.074474191,0.368719552,-1.3681137730000001,0.15684699400000002,-9.312946304,-0.161471751,0.076508968,0.354524825,11.45312413,94.7744569,99.05759971,-2.5194842719999997,-2.672004781,15.36679261,15.18246973,0.003686455,-0.331619632,-0.10586918599999999,76.67945315,499.8186169,11.75364492,95463.83905,1.134268298,-0.26134091600000003,0.045961775,0.23193012600000001,-0.152218937,0.08020460900000001,0.361184702,0.298543162,-0.135900913,-3.044097126,0.058160582,-0.05983277099999999,-0.151467098,-0.9849311390000001,0.0,398728055.0,327429932.3,500437.3825,15.29824365,-13.78895168,6.577443489,1.562110411,2.696327895,0,0,0.0,39.871413700000005,32.7364368,153.0989216,560.2335001,-100.07083859999999,-13.97392729,5.974271227999999,1.882209398,-1.522168041,-4.878662276,1.957793339,100.22650859999999,-0.15729668900000002,0.124672663,0.176856027,0.0,53727309,0,0,1,0,0
1207,53771885,-0.040023618999999996,0.058275414000000005,0.172860878,0.0,0.0,1584.0,1500.0,1000.0,1519.0,1480.0,1530.0,14.96704648,15.33375987,15.89819265,15.83520366,16.22278758,15.66187606,16.04521828,141.0027584,141.0027584,11.753131,-0.001456645,-0.005798367,0.000108605,-0.199986705,0.178736717,-0.026158087000000003,2.0,1.138827766,2.138827766,11,0,0,1,0,0.0,0,0,0,0,0,0.30650519600000004,-0.13426702,-3.0507492010000004,-3.135648455,-4.400747293999999,257.9176046,43.21549815,-0.011473951000000001,0.015307252,0.06645779,0.0,-1.310235784,0.152291647,-9.26652426,7.883868857,954.6454012,11.75449103,-0.153448526,0.06930510000000001,0.362027593,-1.318342347,0.16244778699999998,-9.364851598,-0.157916279,0.07009307599999999,0.352977924,7.883868857,94.66701258,98.95647331,-2.49159083,-2.72611661,15.36672147,15.20357399,0.003262947,-0.29006046399999996,-0.104326146,76.51058176,499.814833,11.75406834,95463.87767999999,1.134268728,-0.07722718099999999,-0.148493601,0.349272039,-0.14977243099999998,0.08163096,0.36123115899999997,0.291670008,-0.141240738,-3.0411854760000003,0.059767452,-0.062450328,-0.148277048,-0.9851603059999999,0.0,398728011.5,327429959.5,500381.8954,15.27339868,-13.84920384,6.399987997999999,1.635805161,2.708514473,0,0,0.0,39.871413700000005,32.7364368,152.5806671,560.4491347000001,-100.00171340000001,-14.02687974,5.793766617,1.9547764330000001,-1.4553322780000002,-4.826967913,1.963638553,100.1573834,-0.156254323,0.117770085,0.175285926,0.0,53771885,0,0,1,0,0
1208,53804575,-0.039407187,0.05537474,0.179516845,0.0,0.0,1582.0,1500.0,1000.0,1518.560712,1480.439288,1528.439288,15.00256271,15.37020736,15.89635702,15.83354376,16.22108296,15.65935005,16.04262648,140.3610759,140.3610759,11.75334171,-0.0014562779999999999,-0.005798546,0.000107994,-0.199999815,0.178714194,-0.026049917000000002,2.0,1.141428286,2.141428286,11,0,0,1,0,0.0,0,0,0,0,0,0.298601552,-0.134645927,-3.0493464230000003,-3.135365095,-4.464034757,257.409286,43.24232559,-0.011466785,0.015406911,0.06609579,0.0,-1.325723347,0.123637417,-9.186177212999999,3.712683843,954.6534425000001,11.75492433,-0.153822497,0.070788892,0.359541065,-1.376929769,0.17951926899999998,-9.23909925,-0.154194779,0.062787436,0.351652332,3.712683843,94.55956826,98.85534692,-2.463697389,-2.7802284389999996,15.36665032,15.22467824,0.002839439,-0.248501296,-0.102783107,76.34171038,499.75480710000005,11.75451879,95464.57682,1.1342771090000001,0.183162558,0.139383943,-0.228776757,-0.153123931,0.083879864,0.35566397200000005,0.28167129399999996,-0.14180965199999998,-3.0413492360000003,0.059408366,-0.06304114599999999,-0.143355981,-0.985869193,0.0,398727966.6,327429984.2,500314.89200000005,15.25425485,-13.90489498,6.225953191,1.710640128,2.7204821160000003,0,0,0.0,39.871413700000005,32.7364368,152.0624125,560.6647693,-99.93258815,-14.07983219,5.613262006,2.027343468,-1.388496516,-4.77527355,1.9694837680000001,100.08825809999999,-0.156919417,0.121121655,0.16843433,0.0,53804575,0,0,1,0,0
1209,53837208,-0.037078666,0.058590939,0.174670921,0.0,0.0,1581.0,1500.0,1000.0,1519.0,1480.0,1527.0,14.92282835,15.288487900000002,15.89452139,15.83188386,16.21937834,15.65682404,16.04003469,139.7193934,139.7193934,11.75355242,-0.00145591,-0.005798725,0.000107383,-0.200012926,0.17869167,-0.025941747,2.0,1.144028806,2.144028806,11,0,0,1,0,0.0,0,0,0,0,0,0.290697908,-0.135024833,-3.047943645,-3.135081734,-4.527322219,256.9009674,43.26915302,-0.011462616,0.015522053000000001,0.06569754,0.0,-1.336618412,0.100044353,-9.119549053,2.2000000000000002e-23,954.6615011,11.75536356,-0.152065855,0.065621424,0.359246532,-1.358795701,0.11021848599999999,-9.305375392,-0.150757067,0.056354462,0.34985046200000003,2.2000000000000002e-23,94.45212394,98.75422053,-2.4358039469999997,-2.834340268,15.36657918,15.2457825,0.002415931,-0.20694212899999997,-0.101240068,76.17283899,499.4881904,11.75497059,95467.62317,1.13431331,-0.08146066,0.06828003099999999,-0.123686355,-0.147331047,0.079937381,0.349433027,0.271625164,-0.141622024,-3.0415350830000003,0.058990802,-0.063258745,-0.138392705,-0.9865928979999999,0.0,398727921.7,327430008.9,500247.8886,15.23511102,-13.96058612,6.0519183839999995,1.785475095,2.7324497589999996,0,0,0.0,39.871413700000005,32.7364368,151.5717689,560.8544977999999,-99.86203336,-14.12720628,5.447050446,2.094295149,-1.359224592,-4.748624845,1.918413114,100.01770340000002,-0.166196913,0.129636168,0.154929521,0.0,53837208,0,0,1,0,0
