,timestamp,control[0],control[1],control[2],control[3],control[4],output[2],output[3],output[4],output[5],output[6],output[7],indicated_airspeed_m_s,equivalent_airspeed_m_s,true_airspeed_m_s,equivalent_ground_minus_wind_m_s,true_ground_minus_wind_m_s,indicated_airspeed_m_s.1,true_airspeed_m_s.1,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_bias[0],accel_bias[1],accel_bias[2],nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1,x,y,z,temperature.1,pressure,temperature.2,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],timestamp_sample,x.1,y.1,z.1,temperature.3,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ,timestamp_sample.1,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,roll_body,pitch_body,yaw_body,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],xyz[0],xyz[1],xyz[2],xyz[0].1,xyz[1].1,xyz[2].1,lat,lon,alt,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,ref_lat,ref_lon,x.2,y.2,z.2,vx,vy,vz,ax,ay,az,dist_bottom,roll,pitch,yaw,thrust_body[0].1,isTakeoff,isClimbing,isDescending,isCruise,isLand
1241,77007412,0.042274782999999996,0.101686731,-0.17273237100000002,0.0,0.0,1416.0,1500.0,1000.0,1478.0900179999999,1520.9099820000001,1552.0,15.07634026,14.98343902,15.34765177,14.21379529,14.55929923,15.02674927,15.39396281,140.2445112,140.2445112,11.76397253,-0.001062654,-0.005964866,0.000600901,-0.20587092,0.129609387,-0.014269978000000001,-0.202918598,-0.149354178,-1.818390379,-1.6136324340000001,10.39053529,251.2383026,42.64811946,-0.01802125,0.044938912000000004,-0.058927234,0.0,-1.86827456,0.147248466,-9.199938694,6.87e+18,954.8172747000001,11.76422106,0.151707543,0.082589595,-0.39997331399999997,-1.9281045959999998,0.27853025600000003,-9.308571322,77259612.72,0.15978388699999999,0.09992623699999999,-0.39714413299999995,6.87e+18,90.85350727,92.75524922,-2.272202853,-4.0991130810000005,15.36219448,15.91943343,-0.011144781000000001,0.523604972,-0.1,63.05335582,53725602.72,487.17105219999996,11.83582088,95608.66215,1.135989133,-0.154472584,-0.15435905,-1.824846978,0.60348524,-0.10787372699999999,0.013817335,-0.789920411,0.0,-0.42913878899999996,0.069566701,-0.445000159,0.013472847,0.009475943,0.000204009,398713897.1,327407246.6,481285.1804,19.27929586,0.146901373,19.27309831,-4.759295766,1.563050473,39.871413700000005,32.7364371,-2.491603998,393.680884,-88.11013793,0.09049416800000001,19.06783479,-4.720458911000001,-0.058243843,-0.15005389,-0.056377962000000004,88.3514403,0.309553982,0.171335305,-0.080931114,0.0,0,0,1,0,0
1242,77039479,0.041748127999999995,0.107320271,-0.16601529999999998,0.0,0.0,1419.0,1500.0,1000.0,1479.0,1520.0,1554.0,15.07067315,14.97750448,15.34148591,14.2076679,14.55294012,15.06550107,15.43349783,140.26644019999998,140.26644019999998,11.76468104,-0.001061356,-0.0059642459999999994,0.00059898,-0.20590370300000002,0.129609258,-0.014261268,-0.18963735199999998,-0.149413388,-1.81764367,-1.613607627,10.36139584,250.7040475,42.65516421,-0.017964695,0.045165372,-0.057980952,0.0,-1.872754765,0.109194154,-9.251579872,6.87e+18,954.8280576,11.76481857,0.155419156,0.083664755,-0.410510493,-1.91649409,0.367619794,-9.170272017,77295199.84,0.161460258,0.104884431,-0.394785679,6.87e+18,90.74360487,92.61904799999999,-2.378869678,-4.070096038,15.36206996,15.93555083,-0.011469618999999999,0.519031285,-0.1,63.02437756,53767476.7,487.2373943,11.83451898,95607.94739,1.135980564,-0.131297917,-0.14614781,-1.814470679,0.609179522,-0.097689943,0.006672185,-0.786957968,0.0,-0.213604645,0.06864714200000001,-0.792513041,0.016963038,0.007585166999999999,-0.006850376,398713897.7,327407340.3,481480.6455,19.27309062,0.148969785,19.2710301,-4.753090587,1.562978264,39.871413700000005,32.7364371,-2.487479792,394.509833,-88.31784993,0.088781723,19.06215777,-4.721734351,-0.054946059000000005,-0.134305058,-0.046102921,88.55915394,0.319676236,0.152091756,-0.079132917,0.0,0,0,1,0,0
1243,77071546,0.036696663,0.105364674,-0.167314302,0.0,0.0,1423.0,1500.0,1000.0,1476.0,1523.0,1555.0,15.07214797,14.97883687,15.3427565,14.20886154,14.55407323,15.03060482,15.39759867,140.28836919999998,140.28836919999998,11.76538955,-0.001060188,-0.005963845,0.000597041,-0.205946625,0.129613048,-0.014254825,-0.17635610699999998,-0.149472598,-1.8168969609999999,-1.6135828209999998,10.33225639,250.16979229999998,42.66220896,-0.017904955,0.045396448,-0.057063317999999995,0.0,-1.869430515,0.06097371099999999,-9.29439699,6.87e+18,954.8378767999999,11.76561749,0.156041752,0.086138887,-0.39921694,-1.88639443,0.227084481,-9.147099595,77330786.96,0.165167866,0.106565615,-0.393005599,6.87e+18,90.62716166,92.483328,-2.513516423,-4.0376609619999995,15.36194448,15.95074111,-0.011775935,0.51237937,-0.1,62.99719645,53809350.67,487.6967777,11.833210800000002,95602.67715,1.135917904,-0.120230163,-0.14244174199999998,-1.814335241,0.609940229,-0.092869916,0.003453582,-0.786977138,0.0,0.22088202199999998,0.444076295,-0.029869936,0.015235127,0.008666695,-0.002543595,398713898.3,327407436.0,481680.6787,19.26792358,0.14688536800000002,19.26792358,-4.748961792,1.563069127,39.871413700000005,32.7364371,-2.483935512,395.2762775,-88.51062171,0.087525139,19.05771483,-4.721659257,-0.07916904599999999,-0.140976941,-0.0017187770000000001,88.75192614,0.31944485,0.140954196,-0.079211255,0.0,0,0,1,0,0
1244,77107227,0.042578122,0.103992481,-0.166725716,0.0,0.0,1425.344869,1500.0,1000.0,1480.0,1519.0,1558.344869,15.089464900000001,14.99628867,15.36052246,14.22629455,14.57182548,15.09067979,15.45921189,140.31029819999998,140.31029819999998,11.76609806,-0.001059307,-0.005963933,0.0005950630000000001,-0.206012036,0.12962552900000002,-0.014253408,-0.163074861,-0.14953180800000002,-1.816150252,-1.613558014,10.30311695,249.6355371,42.6692537,-0.017849783,0.045631954,-0.056101255,0.0,-1.86592675,0.01251943,-9.33701114,6.87e+18,954.847674,11.76642105,0.162369604,0.089309186,-0.40522336700000006,-1.9941469040000002,0.278511205,-9.114463184,77366374.07,0.168922197,0.10817142199999999,-0.39123882299999996,6.87e+18,90.51071845,92.347608,-2.648163168,-4.005225886,15.361819,15.96593139,-0.01208225,0.505727456,-0.1,62.97001535,53851224.64,487.8254228999999,11.83188815,95601.18463999999,1.135900202,-0.109319347,-0.138798172,-1.814169422,0.610660341,-0.08811595400000001,0.000276223,-0.7869715509999999,0.0,0.19972791399999998,-0.040368265,0.131286176,0.016066223,0.009552378,0.002447611,398713898.9,327407533.6,481885.2448,19.26378676,0.14068012900000001,19.26378676,-4.746893378999999,1.563321805,39.871413700000005,32.7364371,-2.4803912319999997,396.04272189999995,-88.7033935,0.086268555,19.05327189,-4.721584163999999,-0.10339203300000001,-0.147648824,0.042665365999999996,88.94469834,0.328574026,0.172894082,-0.052584951,0.0,0,0,1,0,0
1245,77139681,0.040563446,0.108228171,-0.16103878300000002,0.0,0.0,1427.0,1500.0,1000.0,1477.7631529999999,1521.2368470000001,1556.7631529999999,15.10678183,15.01374047,15.37828842,14.24372756,14.58957772,14.97253675,15.33812467,140.33222719999998,140.33222719999998,11.76680658,-0.0010584260000000001,-0.00596402,0.000593085,-0.206077447,0.12963801,-0.014251991,-0.149793616,-0.14959101800000002,-1.8154035430000002,-1.613533207,10.273977499999999,249.10128199999997,42.67629845,-0.017796418999999997,0.045870256,-0.055088039000000005,0.0,-1.862888959,-0.022038806,-9.375692154,6.87e+18,954.8587522,11.76720642,0.16660271699999998,0.099770771,-0.398883755,-1.867536795,0.232038308,-9.176636336,77401961.19,0.172043261,0.109542206,-0.389432713,6.87e+18,90.39427524,92.211888,-2.782809912,-3.97279081,15.36169353,15.98112167,-0.012388566,0.499075541,-0.1,62.94283425,53893098.62,487.7337041,11.83058751,95602.26212,1.135913017,-0.09856572699999999,-0.14006073900000002,-1.8139911690000001,0.611140766,-0.085324749,-0.004352002,-0.7868949959999999,0.0,0.006610209000000001,0.570396326,0.26467020399999996,0.014228526000000002,0.00992765,-0.0014133379999999999,398713899.6,327407631.3,482089.811,19.25964993,0.13447489,19.25964993,-4.744824965,1.563574482,39.871413700000005,32.7364371,-2.4767000869999998,396.84925830000003,-88.90663752,0.08567422400000001,19.04749256,-4.723044655,-0.09238316199999999,-0.164143794,0.037914791,89.14794226,0.325655574,0.169637083,-0.049647353,0.0,0,0,1,0,0
1246,77179748,0.046152987,0.111288264,-0.152506761,0.0,0.0,1428.0,1500.0,1000.0,1478.0,1521.0,1554.0,15.12409876,15.03119226,15.39605439,14.26116058,14.60732996,15.01940772,15.38602808,140.3541562,140.3541562,11.76751509,-0.0010575460000000001,-0.005964108,0.000591107,-0.20614285699999998,0.129650491,-0.014250573,-0.13651237,-0.149650228,-1.814656834,-1.6135084,10.24483805,248.5670268,42.6833432,-0.017752178,0.046069435,-0.054221702000000004,0.0,-1.8621669680000001,0.012463509,-9.39482628,6.87e+18,954.876197,11.76790144,0.162585738,0.09717256,-0.398119559,-1.872819302,0.243063363,-9.209225763,77437548.31,0.172017119,0.109744978,-0.387431115,6.87e+18,90.27783203,92.07616800000001,-2.917456657,-3.9403557339999997,15.36156805,15.99631195,-0.012694881000000002,0.492423626,-0.1,62.91565314,53934972.59,487.9846352,11.82928538,95599.38882000001,1.135878903,-0.08784851199999999,-0.14501293699999998,-1.813772661,0.611481436,-0.08398632,-0.010104088,-0.786721735,0.0,0.35041322,0.281714248,0.213701778,0.013685547,0.010544191000000001,-0.0029468909999999997,398713900.2,327407728.9,482294.3771,19.2555131,0.12826965099999998,19.2555131,-4.742756551,1.56382716,39.871413700000005,32.7364371,-2.472924258,397.67891180000004,-89.11591989,0.085461751,19.04094265,-4.725390569,-0.06105947,-0.186302794,0.004832950999999999,89.3572242,0.329612912,0.17139566399999998,-0.039548672,0.0,0,0,1,0,0
1247,77211815,0.03955677,0.117724168,-0.14817686,0.0,0.0,1432.79916,1500.0,1000.0,1475.80056,1523.19944,1557.79916,15.14141569,15.04864406,15.41382035,14.27859359,14.62508221,15.06344136,15.43118659,140.3760852,140.3760852,11.768223599999999,-0.001056665,-0.005964196,0.000589129,-0.206208268,0.129662972,-0.014249156,-0.12410431300000001,-0.148852639,-1.812637245,-1.6132767959999998,10.16827084,248.05357310000002,42.71881324,-0.017702938,0.046272314,-0.053281232000000005,0.0,-1.861444976,0.046965824,-9.413960405,6.87e+18,954.8936418,11.76859645,0.166370008,0.105083459,-0.39947228700000004,-1.8858019480000001,0.238091107,-9.232446169,77473135.43,0.17199097600000002,0.10994775,-0.38542951799999997,6.87e+18,90.15932331,91.93895077,-3.03006976,-3.911768846,15.36144683,16.01108082,-0.012992683,0.485864335,-0.1,62.88888058,53979654.33,488.34884819999996,11.82795542,95595.20683,1.135829228,-0.06886448099999999,-0.133181988,-1.8065122969999998,0.615500739,-0.073484935,-0.014181771000000001,-0.784553171,0.0,-0.262678328,0.058791301,0.09127319199999999,0.012091213,0.014961261000000002,-0.002714157,398713900.8,327407826.5,482498.9432,19.25137628,0.122064412,19.25137628,-4.740688138,1.564079837,39.871413700000005,32.7364371,-2.469156616,398.5084595,-89.32511252,0.084923371,19.03451988,-4.727509377,-0.037365269,-0.19741728600000003,-0.018778248,89.56641662,0.337676979,0.16934691699999999,-0.031114477999999997,0.0,0,0,1,0,0
1248,77247882,0.043568295,0.11429273,-0.14422069099999998,0.0,0.0,1434.0,1500.0,1000.0,1476.0,1523.0,1557.0,15.15873262,15.06609586,15.43158631,14.296026600000001,14.64283445,14.96319402,15.32817073,140.3980142,140.3980142,11.76893211,-0.001055785,-0.005964283000000001,0.000587151,-0.206273679,0.129675453,-0.014247738999999999,-0.11192785300000001,-0.147827799,-1.8102800469999998,-1.612990343,10.07912421,247.54563650000003,42.76182261,-0.017640376,0.046518907000000005,-0.052205608,0.0,-1.843483785,0.06597752700000001,-9.447167064,6.87e+18,954.9096655,11.76930318,0.167176655,0.10711720599999999,-0.39663568899999996,-1.900775724,0.16873307699999998,-9.274750742,77508722.54,0.17509454600000002,0.109803826,-0.383818434,6.87e+18,90.02608574,91.79105704,-2.985564466,-3.910622775,15.36135598,16.02284471,-0.013229774,0.479965531,-0.1,62.86502128,54018720.54,488.6419296,11.82665518,95591.83407000001,1.13578908,-0.054784462,-0.133697744,-1.803177442,0.617309872,-0.069324673,-0.019990797,-0.78340283,0.0,0.169991332,-0.124931642,-0.300226092,0.012470388999999998,0.010145431,-0.0007541560000000001,398713901.3,327407922.5,482701.4389,19.2444789,0.12,19.24585917,-4.741380276,1.564139828,39.871413700000005,32.7364371,-2.465414719,399.3376742,-89.53402297,0.083360064,19.02849692,-4.7289139669999996,-0.037664607,-0.173798557,-0.012605783999999998,89.77532749,0.35382240000000004,0.178773011,-0.015324727,0.0,0,0,1,0,0
1249,77279950,0.043077810999999994,0.108600501,-0.143275953,0.0,0.0,1435.0,1500.0,1000.0,1479.0,1520.0,1561.0,15.17604955,15.08354765,15.44935228,14.31345962,14.66058669,14.92821646,15.29218417,140.41994319999998,140.41994319999998,11.76964062,-0.001054904,-0.0059643709999999996,0.000585173,-0.20633908899999998,0.129687934,-0.014246321999999999,-0.09975139400000001,-0.14680296,-1.807922849,-1.61270389,9.989977592,247.03769989999998,42.80483197,-0.017591723,0.046714124,-0.051347633,0.0,-1.7945408219999999,0.05714997,-9.505664456,6.87e+18,954.9231352,11.77003093,0.176344535,0.10748184599999999,-0.399926185,-1.9158118169999998,0.15039962,-9.290489043,77544309.66,0.183822738,0.109036831,-0.382909169,6.87e+18,89.89284818,91.6431633,-2.941059171,-3.909476704,15.36126513,16.03460859,-0.013466866000000001,0.474066728,-0.1,62.84116198,54061360.27,488.8250614,11.82535453,95589.7495,1.1357643309999998,-0.044666947,-0.13369815599999998,-1.8029449219999998,0.617746272,-0.06619842599999999,-0.02396125,-0.783215797,0.0,0.36899264299999995,0.269229499,0.039477395,0.009138645,0.015710071000000003,0.0011641689999999998,398713901.7,327408017.6,482902.9024,19.23620524,0.12,19.23965393,-4.74344869,1.564103755,39.871413700000005,32.7364371,-2.4616728230000002,400.1668889,-89.74293341,0.081796757,19.02247397,-4.7303185569999995,-0.037963944,-0.150179827,-0.00643332,89.98423835,0.35909905299999995,0.190776086,-0.001476974,0.0,0,0,1,0,0
1250,77312017,0.044674692,0.112714582,-0.137550086,0.0,0.0,1437.0,1500.0,1000.0,1475.854571,1523.145429,1559.0,15.19336648,15.10099945,15.46711824,14.33089263,14.67833894,15.00441047,15.37035266,140.44187230000003,140.44187230000003,11.77034913,-0.001054024,-0.005964459,0.000583195,-0.20640450000000002,0.129700415,-0.014244905,-0.08757493400000001,-0.14577812,-1.80556565,-1.612417437,9.900830969,246.5297634,42.84784134,-0.017541868000000002,0.04692343,-0.050407737,0.0,-1.745597859,0.048322412,-9.564161848,6.87e+18,954.9366049,11.77075869,0.164616187,0.11145409099999999,-0.398388519,-1.7999762080000001,0.103075358,-9.353292677999999,77579896.78,0.192550931,0.108269836,-0.381999904,6.87e+18,89.75961061,91.49526957,-2.896553876,-3.9083306319999997,15.36117429,16.04637247,-0.013703958,0.46816792399999996,-0.1,62.81730267,54102723.74,489.03022860000004,11.82405177,95587.39121,1.135736365,-0.034758248,-0.132418385,-1.802688279,0.618201993,-0.062633462,-0.027452747000000003,-0.783037054,0.0,0.053123687,0.045025151,-0.095399637,0.016671535,0.014469086,-0.003542353,398713902.1,327408112.8,483104.3659,19.22793159,0.12,19.23344869,-4.745517103,1.564067682,39.871413700000005,32.7364371,-2.458108232,400.94171370000004,-89.93869654,0.08108853,19.01717697,-4.731576963999999,-0.056221155,-0.146892864,0.013722322,90.18000154,0.35360271200000004,0.204276524,0.006446311,0.0,0,0,1,0,0
