timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
3696000,0.6855233,0.0041119396,-0.020162357,0.72775996,0.0069497144,0.04409497,-0.14031802,0.004146402,0.013781518,-0.08693788,-9.328517e-06,-1.572148e-05,-8.859839e-06,0.00035440538,-0.00023539671,-0.00039035495,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.6764304e-10,2.3196026e-05,0.000277105,8.872353e-05,0.00014189015,0.00014176678,7.973083e-05,0.021593746,0.021592595,0.073894516,0.0063129175,0.006312846,0.057897072,4.3869783e-09,4.3870614e-09,5.5352336e-09,1.1107501e-06,1.1105275e-06,1.5759318e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017955482,0.018375086,0.020788103,131603,0.11236442,0.24061811,0.004916305,0.0,0.0002791777,0.0002791777,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
3896000,0.68489856,0.0040664696,-0.019924715,0.7283547,0.006263709,0.046183843,-0.13390242,0.0032064288,0.0141258715,-0.086269,-1.01897385e-05,-1.8302426e-05,-1.0783869e-05,0.00035638353,-0.00023478612,-0.00047129125,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.327922e-10,2.3049943e-05,0.00027886778,8.79105e-05,0.00014730822,0.00014718513,7.885238e-05,0.020476796,0.02047539,0.072039224,0.006175346,0.0061752424,0.05761941,4.0329e-09,4.032998e-09,5.3857745e-09,1.1093197e-06,1.109126e-06,1.4088754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002177827,0.020119725,0.023707563,131603,0.1111332,0.24004044,0.013392804,0.0,0.00028607264,0.00028607264,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
4096000,0.6848853,0.00385113,-0.0197628,0.7283727,0.005676696,0.047118228,-0.12956843,0.002639048,0.014567098,-0.08862567,-1.0883673e-05,-2.1045737e-05,-1.0641861e-05,0.00035091187,-0.00023244403,-0.0005379723,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.727593e-10,2.3797144e-05,0.00027457235,8.7448585e-05,0.0001504597,0.00015033633,7.834379e-05,0.019649457,0.019647807,0.06954006,0.00606186,0.0060617253,0.057375688,3.6640968e-09,3.6642103e-09,5.22533e-09,1.1083181e-06,1.1081564e-06,1.244142e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001993787,0.016477952,0.019967938,131603,0.11010715,0.23953223,0.00067988766,0.0,0.00029493956,0.00029493956,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
4296000,0.68492496,0.0037070904,-0.019512463,0.72834295,0.0045678713,0.047117323,-0.1190876,0.0023255954,0.015009368,-0.084796794,-1.1505687e-05,-2.390905e-05,-1.0132953e-05,0.00033773293,-0.0002282966,-0.0006175332,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.95859e-10,2.4129957e-05,0.0002688398,8.665654e-05,0.00015109462,0.00015097216,7.752988e-05,0.019011477,0.019009644,0.06644276,0.0059720897,0.0059719267,0.05706506,3.286562e-09,3.2866843e-09,5.042364e-09,1.1024574e-06,1.1023276e-06,1.0870724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021100082,0.017926168,0.02192672,131603,0.109288685,0.23888294,0.010803692,0.0,0.0003038383,0.0003038383,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
4496000,0.6848335,0.0035574054,-0.01915207,0.7284392,0.005975954,0.044354565,-0.11118068,0.002054546,0.015115219,-0.08560927,-1.2080159e-05,-2.683466e-05,-1.0137785e-05,0.00031858758,-0.00022356404,-0.0006767281,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.457441e-10,2.4582541e-05,0.0002820625,8.671997e-05,0.00014917084,0.00014905073,7.747495e-05,0.018456232,0.018454522,0.06287749,0.005901026,0.00590084,0.056626078,2.9088025e-09,2.9089169e-09,4.866495e-09,1.088788e-06,1.0886852e-06,9.416627e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022474988,0.013801189,0.016744863,131603,0.108636394,0.23796235,0.0055473433,0.0,0.0003059365,0.0003059365,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
4696000,0.6847179,0.0035323943,-0.018759489,0.72855824,0.0042797965,0.036682572,-0.100113474,0.0017435966,0.014261021,-0.08143911,-1.2586132e-05,-2.96613e-05,-9.77016e-06,0.00029485163,-0.0002181362,-0.00074149383,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.621955e-10,2.338399e-05,0.0002927655,8.69291e-05,0.00014488149,0.00014476448,7.75099e-05,0.017921254,0.017919574,0.05900907,0.005841856,0.005841656,0.056032073,2.5408335e-09,2.5409164e-09,4.6847117e-09,1.0663958e-06,1.0663149e-06,8.1036376e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023321304,0.012574869,0.01530918,131603,0.1080903,0.23671095,0.019844202,0.0,0.00028861233,0.00028861233,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
4896000,0.6846826,0.0034217434,-0.018254543,0.7286048,0.0022283965,0.034279212,-0.08601778,0.0014286997,0.013266658,-0.07220293,-1.30164035e-05,-3.2217307e-05,-9.609005e-06,0.0002691212,-0.00021257042,-0.0008086316,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.107511e-10,2.5445604e-05,0.00028916783,8.65648e-05,0.00013861993,0.00013850736,7.7089964e-05,0.017351214,0.017349461,0.055002276,0.0057872157,0.005787011,0.05528273,2.1924311e-09,2.1924644e-09,4.484453e-09,1.0359669e-06,1.0359024e-06,6.9419553e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002261715,0.011969194,0.015259842,131603,0.10758358,0.2351228,0.0019712113,0.0,0.0002684585,0.0002684585,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
5096000,0.68481314,0.0032942872,-0.01780092,0.72849387,-0.0018119898,0.031842213,-0.07654475,0.0007034034,0.012276349,-0.07067754,-1.3305879e-05,-3.45218e-05,-8.337175e-06,0.00024360411,-0.00020827199,-0.00085022475,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.282419e-10,2.521405e-05,0.00028919525,8.6864944e-05,0.00013090465,0.00013079641,7.724436e-05,0.016709525,0.016707713,0.050997414,0.0057316013,0.0057313866,0.05439477,1.871642e-09,1.8716086e-09,4.2971626e-09,9.992386e-07,9.991851e-07,5.930509e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022718266,0.0073029394,0.009278094,131603,0.10706534,0.23322687,0.013389481,0.0,0.00024839072,0.00024839072,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
5296000,0.6849489,0.0031069377,-0.017510531,0.7283741,-0.008044752,0.028828735,-0.06933359,-0.0004091231,0.011385019,-0.067873284,-1.3424791e-05,-3.655043e-05,-7.4364075e-06,0.00021862866,-0.00020577907,-0.0008878657,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.914387e-10,2.4247076e-05,0.00027803,8.714384e-05,0.00012230038,0.0001221952,7.7422046e-05,0.016016403,0.01601445,0.0471027,0.0056700977,0.005669861,0.05339366,1.5839191e-09,1.5838223e-09,4.1098533e-09,9.584695e-07,9.584201e-07,5.0605433e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021811551,0.005070474,0.005563578,131603,0.10648924,0.23107068,0.014370017,0.0,0.0002303272,0.0002303272,0.0,0.0,0.0,0.0,0,0,0,229,24,0,0,0,0,0,0,0
5496000,0.68513155,0.003107988,-0.017468996,0.72820324,0.00524159,-0.0043148063,-0.03345553,0.012267953,0.0062794825,-0.053545136,-1.3409204e-05,-3.6850226e-05,-6.711856e-06,0.00021375113,-0.00020469452,-0.0009335304,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.6952126e-10,2.4059496e-05,0.00027013928,8.675239e-05,0.00012943168,0.00012932377,7.704347e-05,0.05054177,0.050541647,0.056378387,0.5012837,0.5012837,0.04339627,1.5411497e-09,1.5410697e-09,3.9089962e-09,9.516915e-07,9.5164756e-07,4.414732e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001277221,0.009588035,0.0086842375,131607,1.0012829,0.20831771,0.013146695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
5696000,0.68540764,0.0033316088,-0.017499648,0.72794163,0.0047580563,0.005219266,-0.030374898,0.013350801,0.00438006,-0.046193045,-1.33275635e-05,-3.686471e-05,-5.2231967e-06,0.0002132723,-0.00020484044,-0.0009595054,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.1808075e-10,2.3931047e-05,0.00028396974,8.696644e-05,0.0001398247,0.00013971183,7.71822e-05,0.04364266,0.043642227,0.050639644,0.3369568,0.3369568,0.038378134,1.538287e-09,1.5382398e-09,3.7265657e-09,9.509278e-07,9.508867e-07,4.0301842e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011506137,0.015677957,0.009879356,131607,0.82092243,0.19590338,0.008190633,0.005886237,0.001004006,0.001004006,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
5896000,0.6854464,0.0034699964,-0.017623948,0.7279016,0.0020297214,0.011883673,-0.024554377,0.013211495,0.0045008194,-0.038585186,-1.3362622e-05,-3.689651e-05,-5.4949987e-06,0.00021203377,-0.00020386899,-0.0009809472,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.265503e-10,2.4394121e-05,0.00029159826,8.707303e-05,0.00014991689,0.00014979877,7.728238e-05,0.039852954,0.039852183,0.044736434,0.25608277,0.25608274,0.036914703,1.5270931e-09,1.5270821e-09,3.5471786e-09,9.480065e-07,9.479652e-07,3.781025e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003577411,0.016076706,0.013998271,131607,0.7156574,0.192132,4.4159893e-05,0.002714939,0.00080929673,0.00080929673,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
6096000,0.6854511,0.0035686314,-0.017633146,0.7278964,-0.00491503,0.018000985,-0.026243193,0.008842617,0.0055214837,-0.039505,-1.3568902e-05,-3.7018897e-05,-5.30773e-06,0.00020997012,-0.00020032386,-0.0009864871,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,6.4192024e-10,2.553919e-05,0.00028302518,8.6504115e-05,0.0001591294,0.00015900724,7.6728356e-05,0.038283903,0.038282387,0.038867753,0.20868905,0.208689,0.036870982,1.5035637e-09,1.5035913e-09,3.3580425e-09,9.4185134e-07,9.418077e-07,3.6133198e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014118056,0.017596457,0.020780707,131607,0.646048,0.19201818,0.0005524623,0.008236982,0.0023731296,0.0023731296,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
6296000,0.68564165,0.0037297017,-0.01748889,0.72771955,-0.008508018,0.022389635,-0.019558577,0.0048522023,0.006996122,-0.031989288,-1.3738912e-05,-3.724717e-05,-4.6497416e-06,0.00020620787,-0.00019702368,-0.0009982337,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.835772e-10,2.4753619e-05,0.00026832346,8.647323e-05,0.00016667543,0.00016655067,7.669413e-05,0.038324814,0.038322702,0.033371072,0.17807105,0.17807089,0.037214175,1.4630772e-09,1.4631375e-09,3.1892486e-09,9.311991e-07,9.311508e-07,3.4976028e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048322266,0.014263304,0.018943138,131607,0.5967763,0.19290976,0.010673272,0.01693279,0.0015510259,0.0015510259,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
6495999,0.68571174,0.0037295828,-0.017398555,0.72765577,-0.012890327,0.024269773,-0.022756055,0.0029503785,0.0084547475,-0.030936174,-1.3631069e-05,-3.7596852e-05,-4.6406612e-06,0.0002004494,-0.00019868092,-0.001001773,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.306498e-10,2.3772574e-05,0.0002777692,8.574157e-05,0.00017197893,0.00017185326,7.604729e-05,0.03961445,0.039611373,0.028523054,0.15717259,0.15717229,0.03747017,1.4044171e-09,1.4045056e-09,3.0132365e-09,9.156784e-07,9.1562424e-07,3.4151728e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035105087,0.0142057445,0.020289568,131607,0.56066465,0.19357213,0.016637454,0.015844919,0.0015292098,0.0015292098,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
6703999,0.6857186,0.003686055,-0.017179077,0.7276547,-0.013112346,0.03106719,-0.021350773,0.0012074208,0.011335753,-0.03293659,-1.3440366e-05,-3.8061757e-05,-4.7667268e-06,0.00019276336,-0.0002017784,-0.0010036122,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,4.7868387e-10,2.2103475e-05,0.0002776211,8.523794e-05,0.00017477319,0.00017464877,7.558951e-05,0.04199299,0.04198914,0.024367237,0.14276583,0.1427654,0.03749363,1.3257856e-09,1.3258954e-09,2.8447837e-09,8.9473906e-07,8.9467795e-07,3.3509042e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004586597,0.01554795,0.022766681,131607,0.5343512,0.19363272,0.0012679299,0.01033721,0.0004817379,0.0004817379,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
6904000,0.68577945,0.0036372612,-0.016937178,0.72760326,-0.018266056,0.035083923,-0.02095945,-0.00012197724,0.012813834,-0.032673825,-1.3380291e-05,-3.867141e-05,-4.3887335e-06,0.00018286397,-0.0002025005,-0.0010065463,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.216982e-10,2.2541992e-05,0.00028413252,8.49965e-05,0.00017407553,0.00017395313,7.534544e-05,0.04447725,0.0444724,0.021169642,0.1321523,0.13215174,0.037184544,1.2312575e-09,1.231374e-09,2.6962435e-09,8.6943373e-07,8.693645e-07,3.3002294e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062928157,0.01477236,0.022221234,131607,0.5141051,0.19283295,0.00647594,0.012148918,0.0024507982,0.0024507982,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
7104000,0.6858495,0.003504872,-0.0169001,0.7275388,-0.02099589,0.03880498,-0.019577187,-0.0016593327,0.014089619,-0.0311397,-1.3033932e-05,-3.9415707e-05,-4.072472e-06,0.00017067906,-0.0002079194,-0.0010103687,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.362747e-10,2.332944e-05,0.0002784909,8.408255e-05,0.00017018219,0.00017006129,7.451643e-05,0.04691773,0.046911974,0.018762223,0.12438247,0.12438169,0.036646955,1.1232723e-09,1.123392e-09,2.542985e-09,8.4035315e-07,8.4027585e-07,3.2537926e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008728283,0.013003344,0.019022921,131607,0.49876264,0.19143394,0.028906466,0.013612753,0.0028408777,0.0028408777,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
7304000,0.6860838,0.0033646796,-0.016835798,0.72732,-0.023161821,0.042998597,-0.01860232,-0.0028913443,0.016539538,-0.030811122,-1.2580465e-05,-4.0086645e-05,-3.0658532e-06,0.00015995152,-0.00021482968,-0.0010135011,0.20505196,0.009181093,0.43575272,0.0,0.0,0.0,0.0,0.0,5.561349e-10,2.3736615e-05,0.00028218539,8.370065e-05,0.0001637851,0.0001636678,7.416682e-05,0.049111605,0.049105156,0.017061764,0.118711494,0.11871051,0.03596244,1.0096491e-09,1.009767e-09,2.4086184e-09,8.095773e-07,8.0949115e-07,3.207096e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012652723,0.012733179,0.017806638,131607,0.4872597,0.18963766,0.018209588,0.011424754,0.0031443145,0.0031443145,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
