timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
37696000,2294028,-0.001584287,-0.0060248445,0.0007720865,1311244,-0.14339682,-0.020379525,-0.08246612,197388,0.0,0.0,0.0
38696000,2294028,-0.0015719204,-0.005965516,0.0006233627,1311244,-0.14309567,-0.019644795,-0.078726195,197388,0.0,0.0,0.0
39696000,2294028,-0.0015516839,-0.005916303,0.0004925199,1311244,-0.1432946,-0.01955275,-0.0736171,197388,0.0,0.0,0.0
40696000,2294028,-0.0015278799,-0.005875302,0.00037472494,1311244,-0.14346121,-0.019914951,-0.06815005,197388,0.0,0.0,0.0
41696000,2294028,-0.0014854528,-0.0058373534,0.00025324052,1311244,-0.14261371,-0.019414693,-0.06290321,197388,0.0,0.0,0.0
42696000,2294028,-0.0014386828,-0.0058032167,0.00015897656,1311244,-0.1411076,-0.018328365,-0.058697958,197388,0.0,0.0,0.0
43696000,2294028,-0.0013939278,-0.005779857,9.072591e-05,1311244,-0.13920493,-0.017249499,-0.054989804,197388,0.0,0.0,0.0
44696000,2294028,-0.0013632088,-0.00577453,7.46013e-05,1311244,-0.13848612,-0.016642958,-0.05362829,197388,0.0,0.0,0.0
45696000,2294028,-0.0013368902,-0.0057723485,5.1536023e-05,1311244,-0.13834275,-0.016596364,-0.053246897,197388,0.0,0.0,0.0
46696000,2294028,-0.0013197054,-0.0057745916,2.7909107e-05,1311244,-0.13768545,-0.017085476,-0.05154503,197388,0.0,0.0,0.0
47696000,2294028,-0.001309978,-0.005775619,1.6383634e-05,1311244,-0.13748486,-0.01739225,-0.05077915,197388,0.0,0.0,0.0
48696000,2294028,-0.0012974663,-0.0057735085,1.2338129e-05,1311244,-0.1371652,-0.01783399,-0.049444687,197388,0.0,0.0,0.0
49696000,2294028,-0.001283644,-0.0057621505,6.561256e-06,1311244,-0.13631499,-0.018148847,-0.046811853,197388,0.0,0.0,0.0
50696000,2294028,-0.0012678704,-0.00575886,-1.438931e-05,1311244,-0.13568065,-0.018674584,-0.04352295,197388,0.0,0.0,0.0
51696000,2294028,-0.0012573746,-0.005754041,-4.844485e-05,1311244,-0.1349906,-0.018886652,-0.039955042,197388,0.0,0.0,0.0
52696000,2294028,-0.001240522,-0.005751553,-6.243903e-05,1311244,-0.134615,-0.019071301,-0.035045903,197388,0.0,0.0,0.0
53696000,2294028,-0.0012339278,-0.0057489015,-7.63229e-05,1311244,-0.13439308,-0.018989224,-0.030593218,197388,0.0,0.0,0.0
54696000,2294028,-0.0012225211,-0.005747537,-8.290894e-05,1311244,-0.13426253,-0.018926859,-0.026627889,197388,0.0,0.0,0.0
55696000,2294028,-0.0012148638,-0.005750679,-0.00010815837,1311244,-0.13415904,-0.019034369,-0.022583453,197388,0.0,0.0,0.0
56696000,2294028,-0.0012084406,-0.0057520648,-0.00012353269,1311244,-0.13409474,-0.01906219,-0.01884022,197388,0.0,0.0,0.0
57696000,2294028,-0.0011937805,-0.005752794,-0.00013832544,1311244,-0.13391218,-0.019082153,-0.015244027,197388,0.0,0.0,0.0
58696000,2294028,-0.0011804063,-0.0057618935,-0.0001510596,1311244,-0.13382347,-0.019193402,-0.012831607,197388,0.0,0.0,0.0
59696000,2294028,-0.001176468,-0.005767174,-0.00014937317,1311244,-0.13377422,-0.019120952,-0.011093677,197388,0.0,0.0,0.0
60696000,2294028,-0.0011852228,-0.0057682768,-0.00015369387,1311244,-0.13375467,-0.0190546,-0.0087968465,197388,0.0,0.0,0.0
61696000,2294028,-0.001200419,-0.005778938,-0.00014293258,1311244,-0.13384873,-0.01893195,-0.006871753,197388,0.0,0.0,0.0
62696000,2294028,-0.00122095,-0.005784213,-0.00013748242,1311244,-0.13393946,-0.018840766,-0.004457369,197388,0.0,0.0,0.0
63696000,2294028,-0.0012417281,-0.0057900194,-0.00012336571,1311244,-0.13408786,-0.01872463,-0.002255968,197388,0.0,0.0,0.0
64696000,2294028,-0.0012526661,-0.005794898,-0.000113701855,1311244,-0.13417159,-0.01860604,0.00061636476,197388,0.0,0.0,0.0
65696000,2294028,-0.0012624384,-0.0057937996,-0.00011577106,1311244,-0.13416079,-0.018544372,0.0019529356,197388,0.0,0.0,0.0
66696000,2294028,-0.0012778492,-0.005796765,-0.00011312929,1311244,-0.13416596,-0.018419677,0.0033700268,197388,0.0,0.0,0.0
67696000,2294028,-0.0012862356,-0.0058079446,-0.000100671554,1311244,-0.1342638,-0.018322071,0.0030476796,197388,0.0,0.0,0.0
68696000,2294028,-0.0012980668,-0.005816624,-8.607856e-05,1311244,-0.13434447,-0.018211251,0.00082310406,197388,0.0,0.0,0.0
69696000,2294028,-0.0013016177,-0.005826514,-8.509736e-05,1311244,-0.13429089,-0.018125284,-0.0016330006,197388,0.0,0.0,0.0
70696000,2294028,-0.0013033922,-0.005833137,-6.4810476e-05,1311244,-0.13438106,-0.018016042,-0.0050555184,197388,0.0,0.0,0.0
71696000,2294028,-0.001304481,-0.0058351113,-4.6030513e-05,1311244,-0.13443728,-0.017894132,-0.007306136,197388,0.0,0.0,0.0
72696000,2294028,-0.0013051367,-0.005842223,-3.5210127e-05,1311244,-0.13447963,-0.017796038,-0.00910158,197388,0.0,0.0,0.0
73696000,2294028,-0.0013088945,-0.0058449507,-2.908362e-05,1311244,-0.13448769,-0.017718626,-0.01006733,197388,0.0,0.0,0.0
74696000,2294028,-0.001309478,-0.0058514634,-2.7865117e-05,1311244,-0.13444285,-0.017643673,-0.011162847,197388,0.0,0.0,0.0
75696000,2294028,-0.0013012962,-0.005853558,-3.1653904e-05,1311244,-0.13439754,-0.017650155,-0.012204572,197388,0.0,0.0,0.0
76696000,2294028,-0.001293583,-0.005852606,-2.7140928e-05,1311244,-0.1343833,-0.017624665,-0.012242731,197388,0.0,0.0,0.0
77696000,2294028,-0.0012802725,-0.0058557424,-2.5557336e-05,1311244,-0.13440184,-0.01763288,-0.011096582,197388,0.0,0.0,0.0
78696000,2294028,-0.001264341,-0.0058615035,-2.0209189e-05,1311244,-0.13441227,-0.017606458,-0.009908963,197388,0.0,0.0,0.0
79696000,2294028,-0.0012493986,-0.005871677,-2.2563743e-05,1311244,-0.13438545,-0.017598813,-0.008491994,197388,0.0,0.0,0.0
80696000,2294028,-0.0012455449,-0.005888231,-3.8671507e-05,1311244,-0.13427956,-0.017617553,-0.007256307,197388,0.0,0.0,0.0
81696000,2294028,-0.0012447806,-0.005900896,-3.3921704e-05,1311244,-0.13425452,-0.017561104,-0.0056054215,197388,0.0,0.0,0.0
82696000,2294028,-0.0012477435,-0.0059165633,-3.7430003e-05,1311244,-0.13419627,-0.017534431,-0.0039320225,197388,0.0,0.0,0.0
83696000,2294028,-0.0012478816,-0.0059308526,-4.0486124e-05,1311244,-0.13415582,-0.01751357,-0.0027509774,197388,0.0,0.0,0.0
84696000,2294028,-0.0012597389,-0.005942813,-4.60288e-05,1311244,-0.13407919,-0.0175064,-0.0013676184,197388,0.0,0.0,0.0
85696000,2294028,-0.0012609534,-0.0059492523,-5.3822412e-05,1311244,-0.134018,-0.0175566,0.00027007193,197388,0.0,0.0,0.0
86696000,2294028,-0.0012691111,-0.005951065,-5.1655687e-05,1311244,-0.13396153,-0.017534917,0.0036604416,197388,0.0,0.0,0.0
87696000,2294028,-0.0012780495,-0.0059534376,-6.491625e-05,1311244,-0.13387342,-0.017549913,0.0053828936,197388,0.0,0.0,0.0
88696000,2294028,-0.0012946726,-0.00594949,-6.5518856e-05,1311244,-0.13386418,-0.017374553,0.0075995824,197388,0.0,0.0,0.0
89696000,2294028,-0.0013205365,-0.005935086,-6.978031e-05,1311244,-0.1342412,-0.016178211,0.009580815,197388,0.0,0.0,0.0
90696000,2294028,-0.0013606126,-0.0059174495,-7.909201e-05,1311244,-0.13563502,-0.013118946,0.01118813,197388,0.0,0.0,0.0
91696000,2294028,-0.0014213991,-0.005894743,-7.129696e-05,1311244,-0.1387941,-0.007279681,0.012176227,197388,0.0,0.0,0.0
92696000,2294028,-0.0015030953,-0.0058774785,-4.436151e-05,1311244,-0.14511111,0.003128015,0.012061386,197388,0.0,0.0,0.0
93696000,2294028,-0.0015904858,-0.005892845,2.4356912e-05,1311244,-0.15546967,0.0175879,0.01211319,197388,0.0,0.0,0.0
94696000,2294028,-0.0016642944,-0.0059364215,0.00012254594,1311244,-0.16854529,0.031167315,0.011603382,197388,0.0,0.0,0.0
95696000,2294028,-0.0016965983,-0.005980637,0.00019341563,1311244,-0.17873132,0.04040099,0.008443727,197388,0.0,0.0,0.0
96696000,2294028,-0.0017141119,-0.0060021067,0.00022330324,1311244,-0.1850144,0.054531053,0.0067844414,197388,0.0,0.0,0.0
97696000,2294028,-0.0017243606,-0.0060103964,0.00020962131,1311244,-0.18744165,0.070762284,0.004605077,197388,0.0,0.0,0.0
98696000,2294028,-0.0017334681,-0.0060196007,0.00017754688,1311244,-0.18771535,0.08461371,0.0033456679,197388,0.0,0.0,0.0
99696000,2294028,-0.0017390527,-0.006029115,0.0001409793,1311244,-0.18799554,0.09538387,0.0029065448,197388,0.0,0.0,0.0
100696000,2294028,-0.001738723,-0.006032525,0.00011546757,1311244,-0.19037366,0.102240175,0.0040638624,197388,0.0,0.0,0.0
101696000,2294028,-0.0017329929,-0.006029427,9.690873e-05,1311244,-0.19316356,0.1070478,0.004087945,197388,0.0,0.0,0.0
102696000,2294028,-0.0017224408,-0.0060145627,7.775868e-05,1311244,-0.19654466,0.110923976,0.0030942797,197388,0.0,0.0,0.0
103696000,2294028,-0.0017072059,-0.0059886626,6.197647e-05,1311244,-0.19997174,0.1143659,0.001768159,197388,0.0,0.0,0.0
104696000,2294028,-0.0016868006,-0.0059509627,4.5462657e-05,1311244,-0.20333599,0.11761536,-0.0008914793,197388,0.0,0.0,0.0
105696000,2294028,-0.0016611217,-0.0059205964,3.0279258e-05,1311244,-0.2054045,0.11983605,-0.0026124467,197388,0.0,0.0,0.0
106696000,2294028,-0.0016338886,-0.005884623,2.4625846e-05,1311244,-0.20705308,0.12255668,-0.0049506086,197388,0.0,0.0,0.0
107696000,2294028,-0.00159562,-0.00585263,9.339109e-06,1311244,-0.20795344,0.12438142,-0.0051542153,197388,0.0,0.0,0.0
108696000,2294028,-0.0015655351,-0.005822504,1.4316075e-06,1311244,-0.20782247,0.12635812,-0.0055795587,197388,0.0,0.0,0.0
109696000,2294028,-0.0015298952,-0.005798323,-1.4431329e-05,1311244,-0.20763813,0.12753618,-0.006723861,197388,0.0,0.0,0.0
110696000,2294028,-0.001506,-0.005775626,-2.730469e-05,1311244,-0.20723304,0.12839949,-0.007813834,197388,0.0,0.0,0.0
111696000,2294028,-0.0014864795,-0.0057571596,-3.45602e-05,1311244,-0.20649803,0.12914266,-0.007814574,197388,0.0,0.0,0.0
112696000,2294028,-0.0014611649,-0.005745069,-4.1550946e-05,1311244,-0.20545784,0.12974904,-0.006935357,197388,0.0,0.0,0.0
113696000,2294028,-0.0014469672,-0.005739864,-4.6162757e-05,1311244,-0.20492418,0.13010226,-0.0053272354,197388,0.0,0.0,0.0
114696000,2294028,-0.0014325733,-0.0057410086,-5.174673e-05,1311244,-0.20430984,0.1303029,-0.0027975226,197388,0.0,0.0,0.0
115696000,2294028,-0.0014266309,-0.005739337,-5.944105e-05,1311244,-0.20419018,0.13037482,0.00011601136,197388,0.0,0.0,0.0
116696000,2294028,-0.0014192725,-0.0057381224,-6.87247e-05,1311244,-0.20397955,0.13076866,0.002335387,197388,0.0,0.0,0.0
117696000,2294028,-0.0014176605,-0.005739236,-8.35133e-05,1311244,-0.20439762,0.13152164,0.0038397657,197388,0.0,0.0,0.0
118696000,2294028,-0.0014164033,-0.0057323985,-9.761834e-05,1311244,-0.20466116,0.13293998,0.0047120415,197388,0.0,0.0,0.0
119696000,2294028,-0.001411752,-0.0057262965,-0.000118067655,1311244,-0.20522882,0.13425802,0.0043164603,197388,0.0,0.0,0.0
120696000,2294028,-0.0014131145,-0.005722021,-0.00014382113,1311244,-0.20578285,0.13601956,0.004604822,197388,0.0,0.0,0.0
121696000,2294028,-0.0014100814,-0.0057209535,-0.00017272212,1311244,-0.20669128,0.13725777,0.003449065,197388,0.0,0.0,0.0
122696000,2294028,-0.0013858534,-0.0057029887,-0.00017358341,1311244,-0.20713867,0.13733026,0.0020460165,197388,0.0,0.0,0.0
123696000,2294028,-0.0013827238,-0.005681813,-0.00022761527,1311244,-0.20968622,0.13808595,0.0005772684,197388,0.0,0.0,0.0
124696000,2294028,-0.0013540478,-0.0056776763,-0.0003116846,1311244,-0.21397002,0.13847989,-0.002725392,197388,0.0,0.0,0.0
125696000,2294028,-0.0012849934,-0.0056915516,-0.0003600014,1311244,-0.21813154,0.138792,-0.0075258934,197388,0.0,0.0,0.0
126696000,2294028,-0.0012068332,-0.005729135,-0.00037667152,1311244,-0.22173847,0.14028871,-0.010479803,197388,0.0,0.0,0.0
127696000,2294028,-0.00112216,-0.0058156927,-0.00037831563,1311244,-0.22565536,0.14509688,-0.0139796315,197388,0.0,0.0,0.0
128696000,2294028,-0.0010390768,-0.00590444,-0.00037226756,1311244,-0.23031153,0.15069303,-0.017075444,197388,0.0,0.0,0.0
129696000,2294028,-0.0009801657,-0.0059893606,-0.00037088536,1311244,-0.23441118,0.15677978,-0.019318428,197388,0.0,0.0,0.0
130696000,2294028,-0.00093418034,-0.0060567954,-0.00037083263,1311244,-0.23845729,0.16252634,-0.0208956,197388,0.0,0.0,0.0
131696000,2294028,-0.00089746574,-0.0060938997,-0.00037089377,1311244,-0.24153844,0.16661996,-0.020796655,197388,0.0,0.0,0.0
132696000,2294028,-0.00086568244,-0.006111475,-0.00036473182,1311244,-0.24441871,0.16983104,-0.020625882,197388,0.0,0.0,0.0
133696000,2294028,-0.0008399497,-0.0061215893,-0.00035635944,1311244,-0.24684086,0.17265883,-0.02092009,197388,0.0,0.0,0.0
134696000,2294028,-0.00081984635,-0.006119045,-0.0003406467,1311244,-0.24878846,0.17529626,-0.02230515,197388,-3.6334928e-05,0.00023897678,0.003699417
135696000,2294028,-0.00079485204,-0.0061105546,-0.0003308364,1311244,-0.25018916,0.17709388,-0.022010926,197388,-1.8332505e-05,0.00025597162,0.0037318603
136696000,2294028,-0.0007775625,-0.006097303,-0.00032406958,1311244,-0.2507332,0.17837287,-0.022127796,197388,-2.2318532e-06,0.00027467462,0.003754018
137696000,2294028,-0.00075450644,-0.0060724774,-0.0003127855,1311244,-0.25108844,0.18024355,-0.02267318,197388,1.5366106e-05,0.00030281223,0.0037765927
138696000,2294028,-0.0007300925,-0.0060578417,-0.00030154746,1311244,-0.2516082,0.18165217,-0.022548316,197388,2.2254222e-05,0.00031749342,0.0037860258
139696000,2294028,-0.00071086676,-0.006036238,-0.00028864478,1311244,-0.25217426,0.18263394,-0.020876652,197388,2.6757454e-05,0.00033117633,0.0037880547
140696000,2294028,-0.00068594347,-0.0060142595,-0.00028008397,1311244,-0.2526775,0.18319912,-0.018859295,197388,2.8536639e-05,0.00033651604,0.0037796686
141696000,2294028,-0.0006763486,-0.0059804944,-0.00027548824,1311244,-0.25280178,0.18346162,-0.014873356,197388,3.2988915e-05,0.0003467594,0.0037745475
142696000,2294028,-0.00067610637,-0.0059487117,-0.00025946973,1311244,-0.25354376,0.18392614,-0.010249055,197388,2.6487372e-05,0.00035057866,0.0037603888
143696000,2294028,-0.0006722065,-0.0059092613,-0.0002484783,1311244,-0.2539016,0.18430847,-0.005961603,197388,1.7969682e-05,0.00035114333,0.003739207
144696000,2294028,-0.00067373633,-0.0058816383,-0.00023079933,1311244,-0.25485724,0.18468492,-0.003633104,197388,6.523419e-06,0.0003450717,0.0037174914
145696000,2294028,-0.0006855811,-0.0058536357,-0.00021089488,1311244,-0.25535542,0.18539153,-0.0019913185,197388,1.4522029e-06,0.00034891357,0.003710568
146696000,2294028,-0.00067792967,-0.0058351774,-0.00019974771,1311244,-0.25561276,0.18569896,-0.002713655,197388,-5.8109035e-06,0.00034478086,0.0036957052
147696000,2294028,-0.0006719071,-0.005820087,-0.00019542838,1311244,-0.25608605,0.18580413,-0.0053655948,197388,-1.14783425e-05,0.00033904833,0.003677805
148696000,2294028,-0.0006607312,-0.0058194753,-0.00018748296,1311244,-0.25692025,0.18599717,-0.009108313,197388,-2.5652767e-05,0.00031995538,0.0036268465
149696000,2294028,-0.00064748083,-0.0058279345,-0.00017459856,1311244,-0.25782967,0.18628685,-0.013634111,197388,-3.3477907e-05,0.00030466498,0.0035995971
150696000,2294028,-0.0006359482,-0.0058409064,-0.0001600093,1311244,-0.2586784,0.18669085,-0.01872846,197388,-4.1087467e-05,0.0002961546,0.0035848855
151696000,2294028,-0.00062533794,-0.0058640535,-0.0001439504,1311244,-0.2599596,0.18728855,-0.022425167,197388,-4.732754e-05,0.00027348904,0.0035529253
152696000,2294028,-0.00062937796,-0.0058778916,-0.00014255068,1311244,-0.26020938,0.18866678,-0.024383258,197388,-5.4228414e-05,0.00027556648,0.0035421576
153696000,2294028,-0.00062395306,-0.0058994684,-0.00015010382,1311244,-0.2609156,0.19012058,-0.025395792,197388,-5.074115e-05,0.0002614805,0.0035424395
154696000,2294028,-0.0006251946,-0.0059192977,-0.00016595944,1311244,-0.26132947,0.19183718,-0.025240758,197388,-5.9627044e-05,0.0002712639,0.003549662
155696000,2294028,-0.0006196135,-0.005933189,-0.00019592186,1311244,-0.26186752,0.19406681,-0.0242138,197388,-5.9164096e-05,0.00027782505,0.003568412
156696000,2294028,-0.00062028226,-0.005947954,-0.00020837954,1311244,-0.2626419,0.19581006,-0.024089362,197388,-6.772561e-05,0.00028829172,0.0035667238
157696000,2294028,-0.0006142201,-0.005969906,-0.00021557242,1311244,-0.26348418,0.19746405,-0.022760049,197388,-7.828508e-05,0.00029674254,0.003565283
158696000,2294028,-0.00060818985,-0.005977779,-0.00022184348,1311244,-0.26420397,0.19871466,-0.021835955,197388,-8.3468054e-05,0.00030738008,0.0035641952
159704000,2294028,-0.0006029038,-0.0059976657,-0.00021649117,1311244,-0.26499957,0.19986138,-0.021097766,197388,-9.181162e-05,0.0003187339,0.0035545658
160696000,2294028,-0.00059584965,-0.0060092276,-0.00022592701,1311244,-0.26534915,0.20088825,-0.022128748,197388,-0.000100595345,0.0003387911,0.003557711
161696000,2294028,-0.0005834468,-0.0060178353,-0.00023132826,1311244,-0.26556405,0.20209886,-0.024467116,197388,-0.000109029475,0.00035465127,0.0035523816
162696000,2294028,-0.00057304447,-0.0060352427,-0.0002208963,1311244,-0.2659372,0.20312078,-0.028110228,197388,-0.00011687821,0.00037153202,0.003540574
163696000,2294028,-0.0005664227,-0.006043353,-0.00021054769,1311244,-0.2662558,0.20417216,-0.032008294,197388,-0.00012278206,0.00038347743,0.0035252539
164696000,2294028,-0.00055653753,-0.0060461834,-0.00020182873,1311244,-0.26646838,0.20549299,-0.036380854,197388,-0.00013123728,0.00039877414,0.0035061436
165696000,2294028,-0.0005440921,-0.006049175,-0.00018878779,1311244,-0.26652727,0.20650001,-0.039161127,197388,-0.00013658329,0.00040458958,0.0034872242
166696000,2294028,-0.0005351878,-0.00604908,-0.00017451662,1311244,-0.26663354,0.2076329,-0.04190546,197388,-0.00013953539,0.00040828736,0.0034695072
167696000,2294028,-0.0005305492,-0.006046006,-0.00016392634,1311244,-0.2667184,0.20867622,-0.042859845,197388,-0.00014346343,0.00040684378,0.0034466572
168696000,2294028,-0.00052721763,-0.0060401103,-0.00014633543,1311244,-0.26687577,0.20997901,-0.04369079,197388,-0.00014961821,0.0004145885,0.0034247804
169696000,2294028,-0.00052293384,-0.0060241595,-0.00013355743,1311244,-0.2669394,0.21131209,-0.043789428,197388,-0.0001551602,0.00041522624,0.003401767
170696000,2294028,-0.00051891553,-0.0060017216,-0.00011420137,1311244,-0.2669435,0.21237186,-0.044748507,197388,-0.00015905291,0.00041160703,0.0033796506
171696000,2294028,-0.00052359584,-0.005968289,-0.0001029521,1311244,-0.26702133,0.21351549,-0.044689838,197388,-0.00016400215,0.00040820512,0.0033599252
172696000,2294028,-0.00052410696,-0.005945164,-8.2739214e-05,1311244,-0.2670067,0.21411228,-0.045477256,197388,-0.00016543818,0.00040332237,0.0033453968
173696000,2294028,-0.0005306546,-0.0059334757,-4.8328307e-05,1311244,-0.26707804,0.2147746,-0.04628703,197388,-0.00016291437,0.00039834916,0.003330968
174696000,2294028,-0.00053391076,-0.0059193918,-3.7923233e-05,1311244,-0.26708135,0.21513774,-0.04611409,197388,-0.00016211392,0.00039251248,0.0033224784
175704000,2294028,-0.0005460809,-0.005908816,-1.7522812e-05,1311244,-0.267167,0.21559778,-0.046091214,197388,-0.00016052181,0.00039157784,0.0033155992
176696000,2294028,-0.0005458852,-0.0058961995,-3.721221e-06,1311244,-0.26708046,0.21561292,-0.045482203,197388,-0.00015890646,0.0003872063,0.0033121163
177696000,2294028,-0.0005429762,-0.005888677,1.0091107e-05,1311244,-0.26692018,0.2152581,-0.043503262,197388,-0.00015446513,0.00037749563,0.0033054636
178696000,2294028,-0.0005389426,-0.0058770557,1.9420038e-05,1311244,-0.26675496,0.21492633,-0.041617226,197388,-0.00015245828,0.0003730686,0.0032959515
179696000,2294028,-0.00053912064,-0.0058806357,4.214607e-05,1311244,-0.26660097,0.21490033,-0.038323984,197388,-0.00014460285,0.0003662453,0.003276352
180696000,2294028,-0.0005394998,-0.0058842828,5.408739e-05,1311244,-0.26616764,0.21505141,-0.035249826,197388,-0.00013470885,0.00036008417,0.003264294
181696000,2294028,-0.0005385776,-0.005896443,7.91336e-05,1311244,-0.26552525,0.21565391,-0.032405946,197388,-0.00011171072,0.0003427625,0.0032324295
182696000,2294028,-0.0005346134,-0.0059068594,9.731299e-05,1311244,-0.26482728,0.21678245,-0.029759582,197388,-9.533721e-05,0.0003276952,0.0032427097
183696000,2294028,-0.00053982326,-0.005912911,9.33089e-05,1311244,-0.2645064,0.21804902,-0.02892239,197388,-0.00010218507,0.00032225196,0.0032305722
184696000,2294028,-0.00053416827,-0.0059178374,8.657188e-05,1311244,-0.2647723,0.21885954,-0.027816217,197388,-9.762545e-05,0.0003134682,0.0032190357
185696000,2294028,-0.0005270965,-0.0059200632,7.958434e-05,1311244,-0.26530477,0.21892,-0.027611507,197388,-9.7890705e-05,0.00031290803,0.0032338335
186696000,2294028,-0.00052734563,-0.0059232865,7.289086e-05,1311244,-0.2659986,0.21877746,-0.028483784,197388,-9.907813e-05,0.0003160041,0.0032262192
