timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
13576000,0.24549656,-1.8836716,4.5160785,0.052246783,1.4795017,2.0973916,0.0,0.012108212,0.30756298
14576000,-1.301469,-1.1703024,3.8973398,0.03325598,0.9722519,2.0911226,0.0,-0.043101,0.30653837
15576000,-2.5514305,-0.957852,3.2215965,0.026743805,0.44906425,2.090461,0.0,-0.09070193,0.30623165
16576000,-2.589601,-0.7999775,2.825245,0.022222651,0.38643074,2.088136,0.0,-0.097322024,0.3061995
17576000,-1.6604961,-0.6334559,2.3883219,0.016765412,0.45309448,2.0885582,0.0,-0.057778794,0.305188
18576000,-0.6690943,-0.48844272,2.0495582,0.012835421,0.4264145,2.0876884,0.0,-0.01603309,0.3045373
19576000,-0.024154985,-0.38377112,1.7816727,0.010036998,0.35009956,2.084337,0.0,0.018852817,0.30406022
20576000,0.31254458,-0.3139557,1.5904891,0.008215731,0.39092827,2.0823925,0.0,0.039575018,0.30375785
21576000,0.49024633,-0.26315838,1.4594543,0.0069563724,0.29504204,2.0819085,0.0,0.050168492,0.30355635
22576000,0.572265,-0.2257633,1.3408262,0.0060350825,0.26472282,2.0821917,0.0,0.05795146,0.30338293
23576000,0.63195866,-0.1958103,1.2530556,0.005336484,0.25911903,2.0828407,0.0,0.061565284,0.30325735
24576000,0.6805462,-0.16371597,1.1662478,0.004791027,0.48618317,2.0830338,0.0,0.071354285,0.30341923
25576000,0.7213303,-0.13356045,1.0775592,0.0043136445,0.24585152,2.0822282,0.0,0.07908199,0.30386168
26576000,0.7719147,-0.11822843,0.99002534,0.0039118924,0.036144257,2.0824988,0.0,0.08102586,0.303851
27576000,0.79096705,-0.10859536,0.88947105,0.0039070486,0.038772583,2.0834136,0.0,0.08151994,0.30359897
28576000,0.80289096,-0.10067995,0.81487817,0.003903985,0.14118958,2.0847895,0.0,0.08138718,0.30334938
29576000,0.786254,-0.09403871,0.75421745,0.0038691598,0.051216125,2.0847104,0.0,0.08065988,0.30312815
30576000,0.7210209,-0.10369422,0.7153118,0.003831737,-0.23842049,2.0855176,0.0,0.071360536,0.30256268
31576000,0.7376529,-0.10307029,0.6818687,0.0038202514,0.032907486,2.0875068,0.0,0.06265542,0.30201495
32576000,0.70888066,-0.09460025,0.64268583,0.0038803837,0.11297989,2.0865092,0.0,0.057579163,0.30190372
33576000,0.6641169,-0.087762564,0.6088383,0.0039923876,0.05054283,2.085623,0.0,0.055195164,0.3018602
34576000,0.6107252,-0.08166492,0.58129627,0.004141014,-0.00207901,2.085643,0.0,0.051560342,0.3018319
35576000,0.5776828,-0.076536864,0.5624895,0.004306322,0.011831284,2.0864558,0.0,0.047588654,0.3018125
36576000,0.5428695,-0.07163993,0.545158,0.004482885,0.024806976,2.087389,0.0,0.042510003,0.30177578
37576000,0.5258165,-0.06760554,0.53176296,0.0046577994,0.03825569,2.0884752,0.0,0.037508957,0.30173114
38576000,0.5113243,-0.06326686,0.51735926,0.0048540826,0.037584305,2.0905278,0.0,0.03327824,0.3016898
39576000,0.5036127,-0.058158755,0.50356597,0.005026526,0.003211975,2.091322,0.0,0.02996668,0.301652
40576000,0.5051506,-0.039874773,0.49177536,0.005199305,0.24404907,2.0918348,0.0,0.030041486,0.30175334
41576000,0.5153596,-0.020472031,0.47529513,0.0053027086,0.029212952,2.0914361,0.0,0.027185973,0.30206984
42576000,0.5289198,-0.0116773425,0.45801267,0.005289789,-0.05139351,2.0914798,0.0,0.02349118,0.3021075
43576000,0.5336569,-0.007713008,0.43683335,0.0052069365,-0.014069557,2.0916173,0.0,0.018505882,0.30201656
44576000,0.5286353,-0.006806587,0.41701356,0.005078296,-0.00910759,2.0917022,0.0,0.01602114,0.30190596
45576000,0.5343333,-0.002583371,0.40207615,0.004937876,-0.07399368,2.0916083,0.0,0.01451324,0.30182472
