timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
83696000,0.00046587858,0.03636896,1.5188365,0.0,0.72511965,-0.012350409,0.013347677,0.6883827,0.20181012,0.0,0.0,1,0,0,0,0,0
83720000,0.0004783774,0.03637268,1.5185497,0.0,0.7252185,-0.012345243,0.013355099,0.6882786,0.20178008,0.0,0.0,1,0,0,0,0,0
83744000,0.0004921609,0.03637463,1.5182596,0.0,0.72531825,-0.012338978,0.013362337,0.68817335,0.2017571,0.0,0.0,1,0,0,0,0,0
83768000,0.00050556654,0.03637723,1.5179663,0.0,0.7254193,-0.01233305,0.013369702,0.68806684,0.20173341,0.0,0.0,1,0,0,0,0,0
83792000,0.0005196707,0.036358114,1.5176698,0.0,0.72552156,-0.012319376,0.013369448,0.6879593,0.20178038,0.0,0.0,1,0,0,0,0,0
83816000,0.00053483597,0.036336884,1.5173699,0.0,0.7256249,-0.012304567,0.013368808,0.68785053,0.20184287,0.0,0.0,1,0,0,0,0,0
83840000,0.0005486555,0.036317643,1.5170665,0.0,0.7257294,-0.012290908,0.013368444,0.6877405,0.20189628,0.0,0.0,1,0,0,0,0,0
83864000,0.0005633555,0.036297567,1.5167598,0.0,0.7258351,-0.012276621,0.013368097,0.6876292,0.20195341,0.0,0.0,1,0,0,0,0,0
83888000,0.00057954,0.0363078,1.5164495,0.0,0.72594184,-0.012272189,0.01337928,0.6875164,0.20191646,0.0,0.0,1,0,0,0,0,0
83912000,0.000596807,0.036318634,1.5161356,0.0,0.7260498,-0.012267544,0.013391073,0.6874023,0.20187247,0.0,0.0,1,0,0,0,0,0
83936000,0.00061846926,0.036328733,1.5157541,0.0,0.7261809,-0.012260595,0.013404524,0.6872636,0.20183292,0.0,0.0,1,0,0,0,0,0
83960000,0.00063992536,0.03633828,1.5154321,0.0,0.72629166,-0.012253925,0.013417336,0.6871464,0.20178542,0.0,0.0,1,0,0,0,0,0
83984000,0.0006598355,0.036360014,1.5151063,0.0,0.72640353,-0.012251974,0.0134340655,0.6870279,0.20170432,0.0,0.0,1,0,0,0,0,0
84008000,0.00067842845,0.03638148,1.5147767,0.0,0.7265167,-0.012250378,0.013450267,0.6869079,0.20162967,0.0,0.0,1,0,0,0,0,0
84032000,0.0006993494,0.0364004,1.5144432,0.0,0.7266313,-0.0122470325,0.013466369,0.6867864,0.2015568,0.0,0.0,1,0,0,0,0,0
84056000,0.000718798,0.036420047,1.5141057,0.0,0.7267471,-0.012244439,0.013482252,0.68666357,0.20149633,0.0,0.0,1,0,0,0,0,0
84080000,0.0007382508,0.036439992,1.513764,0.0,0.7268644,-0.012241912,0.013498269,0.6865392,0.20143908,0.0,0.0,1,0,0,0,0,0
84104000,0.0007619538,0.036395714,1.5134183,0.0,0.72698355,-0.012215765,0.013492426,0.6864136,0.20157197,0.0,0.0,1,0,0,0,0,0
84128000,0.00078592764,0.0363554,1.5130683,0.0,0.727104,-0.012190855,0.013488133,0.6862865,0.20169702,0.0,0.0,1,0,0,0,0,0
84152000,0.000811208,0.036314562,1.5127141,0.0,0.72722596,-0.012165262,0.013484116,0.6861578,0.20181626,0.0,0.0,1,0,0,0,0,0
84176000,0.0008361899,0.03627568,1.5122833,0.0,0.72737414,-0.012139936,0.013481164,0.68600124,0.20194787,0.0,0.0,1,0,0,0,0,0
84200000,0.0008616923,0.036222152,1.5119193,0.0,0.7274995,-0.012109848,0.013472649,0.685869,0.20212674,0.0,0.0,1,0,0,0,0,0
84224000,0.00088852743,0.036169127,1.5115508,0.0,0.7276263,-0.012079422,0.01346479,0.6857351,0.20230788,0.0,0.0,1,0,0,0,0,0
84248000,0.000915959,0.036118362,1.5111777,0.0,0.7277548,-0.012049526,0.013457976,0.6855995,0.2024695,0.0,0.0,1,0,0,0,0,0
84272000,0.00094204326,0.036068253,1.5107998,0.0,0.7278848,-0.012020315,0.013450954,0.68546206,0.2026138,0.0,0.0,1,0,0,0,0,0
84296000,0.00097005506,0.03612302,1.5104171,0.0,0.7280158,-0.012026312,0.013482789,0.6853223,0.20244876,0.0,0.0,1,0,0,0,0,0
84320000,0.0009987191,0.036176093,1.5100296,0.0,0.72814834,-0.012031445,0.013514261,0.68518066,0.20229152,0.0,0.0,1,0,0,0,0,0
84344000,0.0010302957,0.036227714,1.5096369,0.0,0.72828275,-0.012034975,0.013546236,0.68503714,0.20213819,0.0,0.0,1,0,0,0,0,0
84368000,0.0010625406,0.03627849,1.5092392,0.0,0.7284189,-0.012037926,0.013578164,0.68489176,0.20198733,0.0,0.0,1,0,0,0,0,0
84392000,0.0010920377,0.036305413,1.5088364,0.0,0.72855675,-0.012033663,0.013600494,0.68474466,0.20191249,0.0,0.0,1,0,0,0,0,0
84416000,0.0011302852,0.036332555,1.5083458,0.0,0.7287247,-0.012025682,0.013626426,0.68456554,0.20184427,0.0,0.0,1,0,0,0,0,0
84440000,0.0011625873,0.036357988,1.5079312,0.0,0.72886664,-0.012019787,0.013649239,0.684414,0.20177984,0.0,0.0,1,0,0,0,0,0
84464000,0.0011969017,0.036382105,1.507511,0.0,0.7290105,-0.012012663,0.013672296,0.6842605,0.20171285,0.0,0.0,1,0,0,0,0,0
84488000,0.001235493,0.036334533,1.5070851,0.0,0.72915673,-0.0119794095,0.013670712,0.6841053,0.20185474,0.0,0.0,1,0,0,0,0,0
84512000,0.0012748549,0.036285527,1.5066534,0.0,0.72930497,-0.011945346,0.013668888,0.6839479,0.20197582,0.0,0.0,1,0,0,0,0,0
84536000,0.0013161844,0.036238432,1.5062159,0.0,0.72945505,-0.011911181,0.013668455,0.6837884,0.20210347,0.0,0.0,1,0,0,0,0,0
84560000,0.0013563837,0.036192223,1.5057724,0.0,0.7296073,-0.0118776895,0.01366798,0.68362665,0.20222709,0.0,0.0,1,0,0,0,0,0
84584000,0.0013974176,0.036225934,1.5053228,0.0,0.7297609,-0.011871165,0.013696972,0.68346214,0.20211658,0.0,0.0,1,0,0,0,0,0
84608000,0.0014415677,0.036256295,1.5048668,0.0,0.72991675,-0.011862302,0.013725842,0.68329525,0.2020213,0.0,0.0,1,0,0,0,0,0
84632000,0.0014853544,0.036284927,1.5044045,0.0,0.7300747,-0.011852924,0.013753991,0.683126,0.20191947,0.0,0.0,1,0,0,0,0,0
84656000,0.0015392713,0.03631126,1.5038412,0.0,0.73026735,-0.011838355,0.013785356,0.6829198,0.20183542,0.0,0.0,1,0,0,0,0,0
84680000,0.0015919151,0.036336493,1.5033644,0.0,0.73043025,-0.011824455,0.013815362,0.6827452,0.20175159,0.0,0.0,1,0,0,0,0,0
84704000,0.0016406269,0.036371857,1.5028808,0.0,0.7305954,-0.011815391,0.013847765,0.68256795,0.20164049,0.0,0.0,1,0,0,0,0,0
84728000,0.0016928304,0.036406264,1.5023901,0.0,0.7307629,-0.011804658,0.013881045,0.6823881,0.2015338,0.0,0.0,1,0,0,0,0,0
84752000,0.0017456986,0.03643898,1.5018924,0.0,0.73093283,-0.0117930425,0.013913973,0.6822057,0.20143288,0.0,0.0,1,0,0,0,0,0
84776000,0.0017970231,0.036469426,1.5013874,0.0,0.73110515,-0.011781148,0.0139455795,0.6820205,0.20135248,0.0,0.0,1,0,0,0,0,0
84800000,0.0018546936,0.036573637,1.5008749,0.0,0.73127955,-0.011792017,0.014006363,0.681832,0.20104277,0.0,0.0,1,0,0,0,0,0
84824000,0.0019128182,0.03667327,1.5003549,0.0,0.7314565,-0.011801074,0.0140656745,0.6816408,0.20074815,0.0,0.0,1,0,0,0,0,0
84848000,0.001977488,0.03677013,1.499827,0.0,0.7316362,-0.011806709,0.014126256,0.6814467,0.20045829,0.0,0.0,1,0,0,0,0,0
84872000,0.0020492051,0.03686219,1.499183,0.0,0.73185533,-0.011807274,0.01418817,0.68120986,0.20017308,0.0,0.0,1,0,0,0,0,0
84896000,0.0021116151,0.036830686,1.4986374,0.0,0.7320417,-0.011769832,0.014201111,0.68101,0.2002632,0.0,0.0,1,0,0,0,0,0
84920000,0.0021832,0.036798526,1.4980835,0.0,0.73223096,-0.011728741,0.014216965,0.6808069,0.20035586,0.0,0.0,1,0,0,0,0,0
84944000,0.0022497163,0.036766715,1.4975209,0.0,0.732423,-0.011689558,0.01423125,0.6806007,0.20045057,0.0,0.0,1,0,0,0,0,0
84968000,0.002321537,0.036734037,1.4969497,0.0,0.73261803,-0.011648067,0.014247053,0.6803912,0.2005504,0.0,0.0,1,0,0,0,0,0
84992000,0.0023916685,0.03667233,1.4963694,0.0,0.7328162,-0.011597249,0.014251673,0.68017846,0.20073152,0.0,0.0,1,0,0,0,0,0
85016000,0.0024727834,0.03661147,1.49578,0.0,0.7330175,-0.011542625,0.014260362,0.6799623,0.20090702,0.0,0.0,1,0,0,0,0,0
85040000,0.0025517251,0.036553275,1.4951811,0.0,0.7332219,-0.011489635,0.014269314,0.6797426,0.20108488,0.0,0.0,1,0,0,0,0,0
85064000,0.0026334056,0.036495306,1.4945728,0.0,0.73342943,-0.011435643,0.014279301,0.67951936,0.20125198,0.0,0.0,1,0,0,0,0,0
85088000,0.0027184626,0.03652,1.4939544,0.0,0.7336399,-0.011408417,0.014320785,0.6792918,0.20116568,0.0,0.0,1,0,0,0,0,0
85112000,0.0028215514,0.036545005,1.4931991,0.0,0.7338968,-0.011373667,0.014369266,0.6790138,0.2010841,0.0,0.0,1,0,0,0,0,0
85136000,0.002911805,0.036569517,1.4925584,0.0,0.7341145,-0.011344255,0.014412536,0.67877775,0.20100388,0.0,0.0,1,0,0,0,0,0
85160000,0.003008151,0.036593527,1.4919069,0.0,0.7343361,-0.011312332,0.014457734,0.6785378,0.20092788,0.0,0.0,1,0,0,0,0,0
85184000,0.0031029952,0.036641423,1.4912444,0.0,0.734561,-0.011288952,0.014511237,0.6782935,0.20078361,0.0,0.0,1,0,0,0,0,0
85208000,0.0032067366,0.03668429,1.4905709,0.0,0.7347897,-0.011260484,0.014565957,0.678045,0.2006596,0.0,0.0,1,0,0,0,0,0
85232000,0.003311359,0.036724076,1.4898858,0.0,0.7350223,-0.011230527,0.01461989,0.67779225,0.20053512,0.0,0.0,1,0,0,0,0,0
85256000,0.0034145603,0.036762405,1.489189,0.0,0.73525876,-0.01120048,0.014672854,0.6775352,0.20041996,0.0,0.0,1,0,0,0,0,0
85280000,0.003531636,0.036798477,1.4884801,0.0,0.73549926,-0.011164442,0.0147297345,0.6772734,0.20032418,0.0,0.0,1,0,0,0,0,0
85304000,0.0036457442,0.036651053,1.4877589,0.0,0.735745,-0.011067243,0.014718155,0.67700833,0.20078492,0.0,0.0,1,0,0,0,0,0
85328000,0.003766118,0.03650821,1.4870248,0.0,0.735995,-0.010969206,0.014710384,0.6767383,0.2012251,0.0,0.0,1,0,0,0,0,0
85352000,0.0039118496,0.03636822,1.4861267,0.0,0.73630047,-0.010861599,0.014713062,0.67640764,0.20165291,0.0,0.0,1,0,0,0,0,0
85376000,0.0040428,0.036233522,1.4853635,0.0,0.73656,-0.010762217,0.014711871,0.67612654,0.20205444,0.0,0.0,1,0,0,0,0,0
85400000,0.0041728234,0.03621964,1.4845864,0.0,0.7368234,-0.010703907,0.014754877,0.67583936,0.20209214,0.0,0.0,1,0,0,0,0,0
85424000,0.004312314,0.036206156,1.483795,0.0,0.7370916,-0.010642104,0.014801256,0.6755469,0.20214033,0.0,0.0,1,0,0,0,0,0
85448000,0.0044611134,0.03619308,1.4829892,0.0,0.7373646,-0.010576866,0.014850962,0.67524886,0.2021912,0.0,0.0,1,0,0,0,0,0
85472000,0.004612233,0.036180813,1.4821682,0.0,0.7376426,-0.010510891,0.014901776,0.6749451,0.20225117,0.0,0.0,1,0,0,0,0,0
85496000,0.0047763055,0.03612474,1.4813318,0.0,0.737926,-0.010425206,0.014940829,0.6746357,0.2024351,0.0,0.0,1,0,0,0,0,0
85520000,0.0049455212,0.036073927,1.4804795,0.0,0.7382147,-0.010339247,0.014983569,0.6743203,0.20259815,0.0,0.0,1,0,0,0,0,0
85544000,0.0050981767,0.036024388,1.4796108,0.0,0.73850846,-0.01025967,0.0150212115,0.6739987,0.2027573,0.0,0.0,1,0,0,0,0,0
85568000,0.005245126,0.035977736,1.4785461,0.0,0.7388682,-0.010181672,0.015058931,0.6736047,0.20290491,0.0,0.0,1,0,0,0,0,0
85592000,0.005373823,0.036032565,1.4776398,0.0,0.7391737,-0.010145741,0.01512713,0.67326844,0.20275158,0.0,0.0,1,0,0,0,0,0
85616000,0.005508061,0.036086045,1.4767156,0.0,0.73948514,-0.010107111,0.015196754,0.6729254,0.20260203,0.0,0.0,1,0,0,0,0,0
85640000,0.005650636,0.036139302,1.4757729,0.0,0.73980266,-0.010065121,0.01526916,0.6725753,0.2024605,0.0,0.0,1,0,0,0,0,0
85664000,0.005787532,0.036190882,1.4748111,0.0,0.74012643,-0.010024455,0.015339098,0.6722181,0.2023144,0.0,0.0,1,0,0,0,0,0
85688000,0.005938025,0.036167257,1.4738297,0.0,0.74045706,-0.0099532725,0.015385823,0.67185384,0.20238847,0.0,0.0,1,0,0,0,0,0
85712000,0.0061010695,0.036142882,1.4728281,0.0,0.7407943,-0.009876992,0.015436519,0.67148185,0.20246083,0.0,0.0,1,0,0,0,0,0
85736000,0.006270328,0.03611662,1.4718058,0.0,0.74113846,-0.009797564,0.01548863,0.6711019,0.20252639,0.0,0.0,1,0,0,0,0,0
85760000,0.0064358762,0.036092326,1.4707619,0.0,0.7414896,-0.009719954,0.015540254,0.67071396,0.20258391,0.0,0.0,1,0,0,0,0,0
85784000,0.006635371,0.03608359,1.4694799,0.0,0.74192035,-0.009633059,0.015610097,0.670237,0.20260361,0.0,0.0,1,0,0,0,0,0
85808000,0.006802138,0.03607462,1.4683863,0.0,0.74228764,-0.009559622,0.015667884,0.66983,0.20263097,0.0,0.0,1,0,0,0,0,0
85832000,0.0069884765,0.03606707,1.4672688,0.0,0.7426627,-0.009479145,0.015732788,0.66941375,0.20265004,0.0,0.0,1,0,0,0,0,0
85856000,0.007172137,0.03606115,1.4661269,0.0,0.7430457,-0.009399946,0.015797433,0.6689882,0.20267224,0.0,0.0,1,0,0,0,0,0
85880000,0.007358533,0.036052607,1.4649595,0.0,0.74343693,-0.00931858,0.01586205,0.66855294,0.20269382,0.0,0.0,1,0,0,0,0,0
85904000,0.0075509297,0.036044393,1.463766,0.0,0.7438367,-0.009234812,0.015928824,0.6681077,0.20270023,0.0,0.0,1,0,0,0,0,0
85928000,0.007745319,0.03603901,1.4625453,0.0,0.7442453,-0.009150954,0.015997345,0.6676521,0.20269558,0.0,0.0,1,0,0,0,0,0
85952000,0.0079530645,0.03603323,1.4612966,0.0,0.74466294,-0.009061688,0.016070208,0.6671856,0.20269051,0.0,0.0,1,0,0,0,0,0
85976000,0.008174467,0.0360293,1.4600188,0.0,0.7450901,-0.008967625,0.016148336,0.666708,0.20268127,0.0,0.0,1,0,0,0,0,0
86000000,0.008396513,0.036021866,1.4587109,0.0,0.74552697,-0.008871816,0.016225392,0.6662189,0.20269388,0.0,0.0,1,0,0,0,0,0
86024000,0.008664113,0.036013644,1.4571004,0.0,0.74606436,-0.00875619,0.016318524,0.6656163,0.20271811,0.0,0.0,1,0,0,0,0,0
86048000,0.008898514,0.03600502,1.4557226,0.0,0.74652386,-0.008654581,0.016399283,0.6651002,0.20274511,0.0,0.0,1,0,0,0,0,0
86072000,0.009145941,0.035995383,1.4543111,0.0,0.74699414,-0.008547391,0.016484004,0.6645713,0.20276889,0.0,0.0,1,0,0,0,0,0
86096000,0.009399127,0.035961196,1.4528649,0.0,0.7474758,-0.008429491,0.016561469,0.66402906,0.20287779,0.0,0.0,1,0,0,0,0,0
86120000,0.009665488,0.035927378,1.4513824,0.0,0.74796903,-0.008306376,0.016643425,0.6634729,0.20297354,0.0,0.0,1,0,0,0,0,0
86144000,0.009947024,0.035892863,1.4498624,0.0,0.7484744,-0.008176921,0.016730137,0.6629021,0.20305866,0.0,0.0,1,0,0,0,0,0
86168000,0.010243474,0.035859685,1.4483032,0.0,0.7489924,-0.008041869,0.016822256,0.6623162,0.20313802,0.0,0.0,1,0,0,0,0,0
86192000,0.010535052,0.035842653,1.4467037,0.0,0.74952304,-0.007913502,0.01691877,0.6617147,0.20317629,0.0,0.0,1,0,0,0,0,0
86216000,0.010842055,0.035825986,1.445062,0.0,0.7500672,-0.0077789654,0.01702049,0.6610967,0.20320943,0.0,0.0,1,0,0,0,0,0
86240000,0.011160297,0.035809312,1.4433765,0.0,0.7506254,-0.007639671,0.017125875,0.66046184,0.20324978,0.0,0.0,1,0,0,0,0,0
86264000,0.0115533015,0.035792194,1.4412937,0.0,0.7513144,-0.0074685505,0.017257024,0.6596765,0.2032778,0.0,0.0,1,0,0,0,0,0
86288000,0.011903209,0.035843555,1.4395056,0.0,0.751905,-0.0073384973,0.017398294,0.65900105,0.20310372,0.0,0.0,1,0,0,0,0,0
86312000,0.0122615015,0.0358974,1.4376677,0.0,0.75251126,-0.0072054258,0.017543219,0.6583063,0.20292416,0.0,0.0,1,0,0,0,0,0
86336000,0.012637391,0.03594818,1.4357779,0.0,0.7531341,-0.0070639965,0.017692726,0.65759116,0.20275441,0.0,0.0,1,0,0,0,0,0
86360000,0.013028695,0.03599609,1.4338341,0.0,0.7537739,-0.006915061,0.017846154,0.65685505,0.20259187,0.0,0.0,1,0,0,0,0,0
86384000,0.0134389885,0.03604257,1.4318339,0.0,0.75443166,-0.006757691,0.018005185,0.6560967,0.20244092,0.0,0.0,1,0,0,0,0,0
86408000,0.013873514,0.036085762,1.4297746,0.0,0.75510806,-0.006589249,0.018170815,0.6553153,0.20229393,0.0,0.0,1,0,0,0,0,0
86432000,0.014311489,0.03612749,1.427654,0.0,0.7558037,-0.0064181266,0.018336887,0.65450996,0.20215246,0.0,0.0,1,0,0,0,0,0
86456000,0.014773922,0.036167745,1.425469,0.0,0.75651956,-0.006236332,0.018510254,0.65367925,0.20201033,0.0,0.0,1,0,0,0,0,0
86480000,0.015347972,0.036204718,1.422758,0.0,0.7574066,-0.00600591,0.018720014,0.65264755,0.20187786,0.0,0.0,1,0,0,0,0,0
86504000,0.015863566,0.03612308,1.4204209,0.0,0.7581705,-0.005761963,0.0188641,0.65175784,0.20209125,0.0,0.0,1,0,0,0,0,0
86528000,0.016379492,0.036041413,1.4180094,0.0,0.7589576,-0.0055168453,0.019007944,0.6508391,0.2023114,0.0,0.0,1,0,0,0,0,0
86552000,0.01694176,0.0359607,1.41552,0.0,0.759769,-0.0052533494,0.019166851,0.64988923,0.20252466,0.0,0.0,1,0,0,0,0,0
86576000,0.017526258,0.035881132,1.4129487,0.0,0.7606057,-0.004980591,0.019332979,0.64890707,0.20272338,0.0,0.0,1,0,0,0,0,0
86600000,0.018145984,0.035950128,1.4102917,0.0,0.76146835,-0.004741313,0.0195666,0.6478894,0.20248121,0.0,0.0,1,0,0,0,0,0
86624000,0.01879672,0.03601785,1.4075444,0.0,0.76235884,-0.004488295,0.019809362,0.6468357,0.20223725,0.0,0.0,1,0,0,0,0,0
86648000,0.019460812,0.036081336,1.4047024,0.0,0.7632784,-0.0042272047,0.02005436,0.6457445,0.20200634,0.0,0.0,1,0,0,0,0,0
86672000,0.020171331,0.036141973,1.4017606,0.0,0.7642287,-0.003945755,0.020312726,0.6446134,0.2017825,0.0,0.0,1,0,0,0,0,0
86696000,0.02104453,0.03618749,1.3980913,0.0,0.76541144,-0.0035889465,0.020618167,0.64320076,0.20159936,0.0,0.0,1,0,0,0,0,0
86720000,0.021828905,0.03623052,1.3949109,0.0,0.7664345,-0.0032693902,0.02089211,0.6419743,0.20143393,0.0,0.0,1,0,0,0,0,0
86744000,0.022672402,0.036270276,1.3916125,0.0,0.76749337,-0.0029239831,0.021182938,0.6407001,0.20127317,0.0,0.0,1,0,0,0,0,0
86768000,0.023556462,0.036306966,1.3881893,0.0,0.76859,-0.0025597168,0.021484634,0.6393757,0.20112681,0.0,0.0,1,0,0,0,0,0
86792000,0.024502251,0.03638487,1.3846345,0.0,0.7697261,-0.0021823915,0.021820828,0.63799757,0.20085767,0.0,0.0,1,0,0,0,0,0
86816000,0.025497321,0.03646275,1.3809401,0.0,0.770904,-0.0017833319,0.022171548,0.6365629,0.20058951,0.0,0.0,1,0,0,0,0,0
86840000,0.026546657,0.03653684,1.377098,0.0,0.772126,-0.0013591638,0.022536725,0.6350682,0.20033765,0.0,0.0,1,0,0,0,0,0
86864000,0.027659362,0.036606707,1.3730992,0.0,0.7733947,-0.0009059664,0.022918865,0.63350976,0.20009273,0.0,0.0,1,0,0,0,0,0
86888000,0.02882402,0.03653752,1.3689342,0.0,0.7747128,-0.00038522575,0.023261879,0.63188505,0.2002677,0.0,0.0,1,0,0,0,0,0
86912000,0.030313807,0.036470003,1.3637019,0.0,0.77636343,0.000275217,0.023705782,0.6298395,0.2004503,0.0,0.0,1,0,0,0,0,0
86936000,0.031666905,0.0364049,1.3591331,0.0,0.77779996,0.0008760495,0.024104696,0.6280489,0.20062637,0.0,0.0,1,0,0,0,0,0
86960000,0.033089872,0.03634001,1.3543613,0.0,0.7792955,0.0015083458,0.024522783,0.62617487,0.20080471,0.0,0.0,1,0,0,0,0,0
86984000,0.03461096,0.036329757,1.3493731,0.0,0.7808534,0.0021665776,0.02498969,0.62421054,0.20083496,0.0,0.0,1,0,0,0,0,0
87008000,0.036224384,0.036319714,1.3441534,0.0,0.78247774,0.0028661517,0.025481928,0.62215024,0.2008678,0.0,0.0,1,0,0,0,0,0
87032000,0.03796315,0.036308877,1.3386865,0.0,0.78417265,0.0036209049,0.026008766,0.61998683,0.2009078,0.0,0.0,1,0,0,0,0,0
87056000,0.039830327,0.03629603,1.3329542,0.0,0.7859426,0.004433154,0.026569936,0.61771244,0.20094532,0.0,0.0,1,0,0,0,0,0
87080000,0.04181111,0.03628257,1.3269374,0.0,0.7877925,0.0052974364,0.0271606,0.61531883,0.20097554,0.0,0.0,1,0,0,0,0,0
87104000,0.04393673,0.03621388,1.3206149,0.0,0.7897277,0.006243673,0.027767915,0.61279714,0.2011824,0.0,0.0,1,0,0,0,0,0
87128000,0.046681546,0.03614344,1.3125912,0.0,0.7921702,0.007463705,0.028551385,0.60958624,0.20138627,0.0,0.0,1,0,0,0,0,0
87152000,0.049191777,0.036073375,1.3055103,0.0,0.7943133,0.008582987,0.029258527,0.60674256,0.2015756,0.0,0.0,1,0,0,0,0,0
87176000,0.051875457,0.036005948,1.29804,0.0,0.7965616,0.0097814575,0.030009566,0.60373276,0.20176688,0.0,0.0,1,0,0,0,0,0
87200000,0.054822687,0.035985816,1.2901483,0.0,0.7989222,0.011083163,0.030847698,0.60054046,0.20181724,0.0,0.0,1,0,0,0,0,0
87224000,0.058014162,0.03596999,1.2817993,0.0,0.8014032,0.012495414,0.03174776,0.5971505,0.20185915,0.0,0.0,1,0,0,0,0,0
87248000,0.061428137,0.035954367,1.2729536,0.0,0.8040137,0.014012812,0.032699134,0.59354556,0.20191205,0.0,0.0,1,0,0,0,0,0
87272000,0.065180704,0.035941754,1.263567,0.0,0.8067625,0.015683591,0.033734433,0.58970344,0.20195904,0.0,0.0,1,0,0,0,0,0
87296000,0.06921766,0.03597779,1.25359,0.0,0.8096607,0.017475428,0.03485245,0.58560187,0.20186609,0.0,0.0,1,0,0,0,0,0
87320000,0.07368303,0.03600986,1.2429675,0.0,0.8127182,0.019465547,0.03606992,0.5812136,0.20178142,0.0,0.0,1,0,0,0,0,0
87344000,0.07952134,0.036041234,1.2292801,0.0,0.8166159,0.022086814,0.037628878,0.57553,0.20170087,0.0,0.0,1,0,0,0,0,0
87368000,0.084934115,0.0360707,1.2170074,0.0,0.8200689,0.024528384,0.039048582,0.5704039,0.201626,0.0,0.0,1,0,0,0,0,0
87392000,0.09091579,0.03604522,1.203861,0.0,0.82372254,0.02725548,0.040565673,0.5648829,0.20172247,0.0,0.0,1,0,0,0,0,0
87416000,0.09745661,0.03602271,1.1897492,0.0,0.82759315,0.030254055,0.042191178,0.55892235,0.20182207,0.0,0.0,1,0,0,0,0,0
87440000,0.10472,0.0360032,1.1745683,0.0,0.8316951,0.03359952,0.043958902,0.552469,0.20193267,0.0,0.0,1,0,0,0,0,0
87464000,0.1127493,0.035984665,1.1581993,0.0,0.8360456,0.037319962,0.04586491,0.5454643,0.20205003,0.0,0.0,1,0,0,0,0,0
87488000,0.12172812,0.035917643,1.1405072,0.0,0.8406597,0.04151678,0.047919903,0.5378396,0.20230627,0.0,0.0,1,0,0,0,0,0
87512000,0.13163032,0.035852697,1.1213374,0.0,0.8455572,0.046178423,0.050114647,0.5295177,0.20255795,0.0,0.0,1,0,0,0,0,0
87536000,0.14267126,0.03579037,1.1005127,0.0,0.85075337,0.051411327,0.052478295,0.52040523,0.20281237,0.0,0.0,1,0,0,0,0,0
87560000,0.15762202,0.035729855,1.0730503,0.0,0.85740435,0.05855351,0.055542585,0.50827575,0.20306596,0.0,0.0,1,0,0,0,0,0
87584000,0.19532114,0.03570235,0.99542254,0.0,0.8751823,0.07718079,0.062153056,0.4735358,0.20323655,0.0,0.0,1,0,0,0,0,0
87608000,0.21817037,0.035676166,0.96634495,0.0,0.8810241,0.0881532,0.066272825,0.46003625,0.20341352,0.0,0.0,1,0,0,0,0,0
87632000,0.23712909,0.035652544,0.9345947,0.0,0.8873301,0.09761502,0.069079384,0.44535893,0.20360264,0.0,0.0,1,0,0,0,0,0
87656000,0.25802815,0.035632096,0.8998596,0.0,0.893849,0.10815046,0.07185291,0.42915553,0.20380491,0.0,0.0,1,0,0,0,0,0
87680000,0.2808534,0.03561181,0.8617945,0.0,0.9005458,0.119787715,0.07447063,0.41124478,0.2040365,0.0,0.0,1,0,0,0,0,0
87704000,0.3057482,0.035672054,0.82002425,0.0,0.9073585,0.13260908,0.07685807,0.39141807,0.20405373,0.0,0.0,1,0,0,0,0,0
87728000,0.33259332,0.035732735,0.7741491,0.0,0.9142131,0.14660951,0.07879039,0.36947557,0.20411673,0.0,0.0,1,0,0,0,0,0
87752000,0.36704344,0.03579257,0.7131002,0.0,0.92236215,0.16484691,0.080176085,0.3400666,0.20421997,0.0,0.0,1,0,0,0,0,0
87776000,0.39743316,0.03585278,0.65675557,0.0,0.9289312,0.18116565,0.08029019,0.3127608,0.20436814,0.0,0.0,1,0,0,0,0,0
87800000,0.42855686,0.035895474,0.595057,0.0,0.93516713,0.1981261,0.07909369,0.28275898,0.20462427,0.0,0.0,1,0,0,0,0,0
87824000,0.45943207,0.03593882,0.5277437,0.0,0.940943,0.21522078,0.076270305,0.24997804,0.20494896,0.0,0.0,1,0,0,0,0,0
87848000,0.48895055,0.035980064,0.45470855,0.0,0.9461244,0.2318461,0.07155377,0.21442074,0.20535746,0.0,0.0,1,0,0,0,0,0
87872000,0.51565975,0.036021236,0.3760684,0.0,0.95060617,0.24719246,0.06476311,0.1762088,0.20585564,0.0,0.0,1,0,0,0,0,0
87896000,0.5380611,0.036051624,0.29223326,0.0,0.95429885,0.26039195,0.055884324,0.13559727,0.2061522,0.0,0.0,1,0,0,0,0,0
87920000,0.5546201,0.036077645,0.20395608,0.0,0.9571456,0.27053672,0.04512416,0.0929836,0.20634955,0.0,0.0,1,0,0,0,0,0
87944000,0.5641003,0.03610578,0.11234244,0.0,0.95909774,0.2768677,0.032934383,0.048898183,0.20657638,0.0,0.0,1,0,0,0,0,0
87968000,0.56488293,0.03613441,-0.0,0.0,0.9602211,0.27865574,0.0173504,-0.005035078,0.2068359,0.0,0.0,1,0,0,0,0,0
