timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
12552000,0.032735232,0.042471435,-0.0027261004,1.0,0.0,0.0
12556000,0.032725997,0.04252383,-0.0027261004,1.0,0.0,0.0
12564000,0.032730523,0.042596485,-0.0027261004,1.0,0.0,0.0
12572000,0.03278082,0.042595115,-0.0027261004,1.0,0.0,0.0
12576000,0.03281049,0.042572774,-0.0027261004,1.0,0.0,0.0
12580000,0.032817494,0.042539183,-0.0027261004,1.0,0.0,0.0
12588000,0.0328596,0.042528868,-0.0027261004,1.0,0.0,0.0
12596000,0.032825794,0.04255864,-0.0027261004,1.0,0.0,0.0
12600000,0.032799378,0.042559255,-0.0027261004,1.0,0.0,0.0
12604000,0.03277243,0.042501852,-0.0027261004,1.0,0.0,0.0
12608000,0.03273917,0.04238906,-0.0027261004,1.0,0.0,0.0
12612000,0.032749467,0.042345483,-0.0027261004,1.0,0.0,0.0
12616000,0.032768134,0.042339485,-0.0027261004,1.0,0.0,0.0
12620000,0.03278583,0.0423004,-0.0027261004,1.0,0.0,0.0
12624000,0.03282632,0.042317096,-0.0027261004,1.0,0.0,0.0
12628000,0.03284985,0.042324483,-0.0027261004,1.0,0.0,0.0
12632000,0.032857075,0.042316686,-0.0027261004,1.0,0.0,0.0
12636000,0.032858405,0.042361643,-0.0027261004,1.0,0.0,0.0
12644000,0.032808132,0.042439934,-0.0027261004,1.0,0.0,0.0
12648000,0.032789167,0.042449232,-0.0027261004,1.0,0.0,0.0
12652000,0.03275646,0.04242034,-0.0027261004,1.0,0.0,0.0
12660000,0.032772623,0.042349637,-0.0027261004,1.0,0.0,0.0
12668000,0.032781478,0.042293772,-0.0027261004,1.0,0.0,0.0
12672000,0.032752708,0.042315997,-0.0027261004,1.0,0.0,0.0
12676000,0.032725714,0.042312004,-0.0027261004,1.0,0.0,0.0
12680000,0.03271157,0.04226683,-0.0027261004,1.0,0.0,0.0
12684000,0.03275607,0.0421593,-0.0027261004,1.0,0.0,0.0
12688000,0.032806765,0.042057924,-0.0027261004,1.0,0.0,0.0
12692000,0.032828256,0.042004682,-0.0027261004,1.0,0.0,0.0
12700000,0.032890894,0.041901678,-0.0027261004,1.0,0.0,0.0
12704000,0.032937106,0.041877035,-0.0027261004,1.0,0.0,0.0
12708000,0.03294558,0.041845746,-0.0027261004,1.0,0.0,0.0
12716000,0.032964084,0.041794147,-0.0027261004,1.0,0.0,0.0
12720000,0.033026688,0.041762393,-0.0027261004,1.0,0.0,0.0
12724000,0.033074245,0.041702125,-0.0027261004,1.0,0.0,0.0
12732000,0.03310969,-0.5859821,-0.0027261004,1.0,0.0,0.0
12740000,0.03312254,-0.5860168,-0.0027261004,1.0,0.0,0.0
12744000,0.03314897,-0.58604586,-0.0027261004,1.0,0.0,0.0
12748000,0.03311797,-0.5860823,-0.0027261004,1.0,0.0,0.0
12752000,0.033098903,-0.5861143,-0.0027261004,1.0,0.0,0.0
12756000,0.033096634,-0.55758363,-0.0027261004,1.0,0.0,0.0
12760000,0.03306286,-0.55758095,-0.0027261004,1.0,0.0,0.0
12764000,0.03302027,-0.55760795,-0.0027261004,1.0,0.0,0.0
12768000,0.032975126,-0.5576236,-0.0027261004,1.0,0.0,0.0
12772000,0.032861557,-0.5576131,-0.0027261004,1.0,0.0,0.0
12776000,0.032741185,-0.557582,-0.0027261004,1.0,0.0,0.0
12780000,0.032621942,-0.5306099,-0.0027261004,1.0,0.0,0.0
12784000,0.032450013,-0.5305824,-0.0027261004,1.0,0.0,0.0
12788000,0.032260004,-0.5305605,-0.0027261004,1.0,0.0,0.0
12792000,0.032032695,-0.5305138,-0.0027261004,1.0,0.0,0.0
12796000,0.031748913,-0.53044236,-0.0027261004,1.0,0.0,0.0
12800000,0.031435158,-0.53039616,-0.0027261004,1.0,0.0,0.0
12804000,0.031105246,-0.5050911,-0.0027261004,1.0,0.0,0.0
12808000,0.030730346,-0.5051334,-0.0027261004,1.0,0.0,0.0
12812000,0.030329797,-0.5052071,-0.0027261004,1.0,0.0,0.0
12816000,0.02990856,-0.5052772,-0.0027261004,1.0,0.0,0.0
12820000,0.029441286,-0.50534797,-0.0027261004,1.0,0.0,0.0
12824000,0.028929442,-0.5054158,-0.0027261004,1.0,0.0,0.0
12828000,0.028393455,-0.4815966,-0.0027261004,1.0,0.0,0.0
12832000,0.027815172,-0.48172188,-0.0027261004,1.0,0.0,0.0
12836000,0.027174484,-0.48189038,-0.0027261004,1.0,0.0,0.0
12840000,0.026484478,-0.48206025,-0.0027261004,1.0,0.0,0.0
12844000,0.025751825,-0.48214328,-0.0027261004,1.0,0.0,0.0
12848000,0.025020445,-0.48220396,-0.0027261004,1.0,0.0,0.0
12852000,0.02424769,-0.45957288,-0.0027261004,1.0,0.0,0.0
12856000,0.02339312,-0.45965704,-0.0027261004,1.0,0.0,0.0
12860000,0.022450337,-0.45971712,-0.0027261004,1.0,0.0,0.0
12864000,0.021457851,-0.4597953,-0.0027261004,1.0,0.0,0.0
12868000,0.02044834,-0.4598945,-0.0027261004,1.0,0.0,0.0
12872000,0.01941996,-0.4600099,-0.0027261004,1.0,0.0,0.0
12876000,0.018383756,-0.4383848,-0.0027261004,1.0,0.0,0.0
12880000,0.017321652,-0.43847945,-0.0027261004,1.0,0.0,0.0
12884000,0.016208995,-0.4385907,-0.0027261004,1.0,0.0,0.0
12888000,0.01502666,-0.43871552,-0.0027261004,1.0,0.0,0.0
12892000,0.013825971,-0.4387979,-0.0027261004,1.0,0.0,0.0
12896000,0.012559641,-0.43891189,-0.0027261004,1.0,0.0,0.0
12900000,0.011259768,-0.418345,-0.0027261004,1.0,0.0,0.0
12904000,0.009933794,-0.41849658,-0.0027261004,1.0,0.0,0.0
12908000,0.008536559,-0.418652,-0.0027261004,1.0,0.0,0.0
12912000,0.0070947967,-0.4188069,-0.0027261004,1.0,0.0,0.0
12916000,0.00559971,-0.41891697,-0.0027261004,1.0,0.0,0.0
12920000,0.004055749,-0.41897458,-0.0027261004,1.0,0.0,0.0
12924000,0.0024745394,-0.3991616,-0.0027261004,1.0,0.0,0.0
12928000,0.00087101065,-0.3991931,-0.0027261004,1.0,0.0,0.0
12932000,-0.0007399071,-0.399252,-0.0027261004,1.0,0.0,0.0
12936000,-0.0023961142,-0.39932165,-0.0027261004,1.0,0.0,0.0
12940000,-0.0040950035,-0.39939702,-0.0027261004,1.0,0.0,0.0
12944000,-0.005816356,-0.39945173,-0.0027261004,1.0,0.0,0.0
12948000,-0.0075782198,-0.3803873,-0.0027261004,1.0,0.0,0.0
12952000,-0.009387147,-0.38043636,-0.0027261004,1.0,0.0,0.0
12956000,-0.0112437075,-0.38042378,-0.0027261004,1.0,0.0,0.0
12960000,-0.013110884,-0.38043407,-0.0027261004,1.0,0.0,0.0
12964000,-0.01499871,-0.38045672,-0.0027261004,1.0,0.0,0.0
12968000,-0.016929587,-0.3804537,-0.0027261004,1.0,0.0,0.0
12972000,-0.01887519,-0.36196333,-0.0027261004,1.0,0.0,0.0
12976000,-0.0208711,-0.361927,-0.0027261004,1.0,0.0,0.0
12980000,-0.022840295,-0.36185685,-0.0027261004,1.0,0.0,0.0
12988000,-0.026796782,-0.3616133,-0.0027261004,1.0,0.0,0.0
12992000,-0.02882868,-0.3614589,-0.0027261004,1.0,0.0,0.0
12996000,-0.030874642,-0.34350154,-0.0027261004,1.0,0.0,0.0
13000000,-0.03290028,-0.3433365,-0.0027261004,1.0,0.0,0.0
13004000,-0.03489763,-0.34311682,-0.0027261004,1.0,0.0,0.0
13008000,-0.0369162,-0.3428725,-0.0027261004,1.0,0.0,0.0
13012000,-0.038952027,-0.34263554,-0.0027261004,1.0,0.0,0.0
13016000,-0.040978123,-0.3423644,-0.0027261004,1.0,0.0,0.0
13020000,-0.04301807,-0.3248229,-0.0027261004,1.0,0.0,0.0
13024000,-0.045049958,-0.32451442,-0.0027261004,1.0,0.0,0.0
13028000,-0.047102235,-0.32425043,-0.0027261004,1.0,0.0,0.0
13032000,-0.049137708,-0.32401347,-0.0027261004,1.0,0.0,0.0
13036000,-0.051159523,-0.3237427,-0.0027261004,1.0,0.0,0.0
13040000,-0.0532089,-0.32344753,-0.0027261004,1.0,0.0,0.0
13044000,-0.055262357,-0.3064314,-0.0027261004,1.0,0.0,0.0
13048000,-0.057297323,-0.3061448,-0.0027261004,1.0,0.0,0.0
13052000,-0.05933853,-0.30583373,-0.0027261004,1.0,0.0,0.0
13056000,-0.06141924,-0.30555806,-0.0027261004,1.0,0.0,0.0
13060000,-0.063488044,-0.3052799,-0.0027261004,1.0,0.0,0.0
13064000,-0.065533526,-0.304965,-0.0027261004,1.0,0.0,0.0
13068000,-0.0675629,-0.2883008,-0.0027261004,1.0,0.0,0.0
13072000,-0.069583684,-0.28796092,-0.0027261004,1.0,0.0,0.0
13076000,-0.07156598,-0.28766105,-0.0027261004,1.0,0.0,0.0
13080000,-0.07353066,-0.2873622,-0.0027261004,1.0,0.0,0.0
13084000,-0.07549946,-0.2870235,-0.0027261004,1.0,0.0,0.0
13088000,-0.07746908,-0.28663832,-0.0027261004,1.0,0.0,0.0
13092000,-0.07938851,-0.2704202,-0.0027261004,1.0,0.0,0.0
13096000,-0.081272885,-0.2701105,-0.0027261004,1.0,0.0,0.0
13100000,-0.083169706,-0.2698658,-0.0027261004,1.0,0.0,0.0
13104000,-0.08505389,-0.26961157,-0.0027261004,1.0,0.0,0.0
13108000,-0.08690525,-0.26933348,-0.0027261004,1.0,0.0,0.0
13116000,-0.090498656,-0.2532915,-0.0027261004,1.0,0.0,0.0
13120000,-0.09226968,-0.25304794,-0.0027261004,1.0,0.0,0.0
13124000,-0.09407014,-0.252786,-0.0027261004,1.0,0.0,0.0
13128000,-0.09588743,-0.25255898,-0.0027261004,1.0,0.0,0.0
13132000,-0.09768029,-0.25241062,-0.0027261004,1.0,0.0,0.0
13140000,-0.10118968,-0.23698646,-0.0027261004,1.0,0.0,0.0
13144000,-0.10291126,-0.23688607,-0.0027261004,1.0,0.0,0.0
13148000,-0.104624204,-0.23677573,-0.0027261004,1.0,0.0,0.0
13152000,-0.10633133,-0.23672144,-0.0027261004,1.0,0.0,0.0
13156000,-0.108039565,-0.23665284,-0.0027261004,1.0,0.0,0.0
13160000,-0.10969785,-0.23661904,-0.0027261004,1.0,0.0,0.0
13164000,-0.11132923,-0.22181535,-0.0027261004,1.0,0.0,0.0
13172000,-0.11459996,-0.22188003,-0.0027261004,1.0,0.0,0.0
13176000,-0.11622012,-0.22199379,-0.0027261004,1.0,0.0,0.0
13180000,-0.117806636,-0.2221412,-0.0027261004,1.0,0.0,0.0
13184000,-0.11936816,-0.22232386,-0.0027261004,1.0,0.0,0.0
13188000,-0.120920785,-0.2080252,-0.0027261004,1.0,0.0,0.0
13196000,-0.12406429,-0.20850044,-0.0027261004,1.0,0.0,0.0
13200000,-0.12561446,-0.20871593,-0.0027261004,1.0,0.0,0.0
13204000,-0.12713462,-0.20902768,-0.0027261004,1.0,0.0,0.0
13212000,-0.13017017,-0.1955096,-0.0027261004,1.0,0.0,0.0
13216000,-0.13165861,-0.19592552,-0.0027261004,1.0,0.0,0.0
13220000,-0.13310336,-0.19635089,-0.0027261004,1.0,0.0,0.0
13224000,-0.13454434,-0.19685824,-0.0027261004,1.0,0.0,0.0
13228000,-0.1360278,-0.19740577,-0.0027261004,1.0,0.0,0.0
13232000,-0.13747175,-0.1979706,-0.0027261004,1.0,0.0,0.0
13236000,-0.13890065,-0.18443379,-0.0027261004,1.0,0.0,0.0
13240000,-0.14033864,-0.1850014,-0.0027261004,1.0,0.0,0.0
13244000,-0.14173652,-0.18557754,-0.0027261004,1.0,0.0,0.0
13248000,-0.14312692,-0.18614422,-0.0027261004,1.0,0.0,0.0
13252000,-0.14452825,-0.18676072,-0.0027261004,1.0,0.0,0.0
13256000,-0.14591873,-0.18736579,-0.0027261004,1.0,0.0,0.0
13260000,-0.14732276,-0.17409778,-0.0027261004,1.0,0.0,0.0
13264000,-0.1487156,-0.17479074,-0.0027261004,1.0,0.0,0.0
13268000,-0.15005505,-0.175257,-0.0027261004,1.0,0.0,0.0
13276000,-0.15263076,-0.17570591,-0.0027261004,1.0,0.0,0.0
13284000,-0.15521097,-0.16258731,-0.0027261004,1.0,0.0,0.0
13288000,-0.1565143,-0.1629425,-0.0027261004,1.0,0.0,0.0
13292000,-0.15776385,-0.16335197,-0.0027261004,1.0,0.0,0.0
13296000,-0.15903245,-0.16379744,-0.0027261004,1.0,0.0,0.0
13300000,-0.16032463,-0.16429591,-0.0027261004,1.0,0.0,0.0
13304000,-0.16158293,-0.16485116,-0.0027261004,1.0,0.0,0.0
13308000,-0.16283466,-0.15189213,-0.0027261004,1.0,0.0,0.0
13316000,-0.16534302,-0.15313986,-0.0027261004,1.0,0.0,0.0
13320000,-0.1665661,-0.15383747,-0.0027261004,1.0,0.0,0.0
13324000,-0.16777082,-0.1545894,-0.0027261004,1.0,0.0,0.0
13328000,-0.16900481,-0.15538737,-0.0027261004,1.0,0.0,0.0
13332000,-0.17022705,-0.14283426,-0.0027261004,1.0,0.0,0.0
13340000,-0.17253922,-0.1446398,-0.0027261004,1.0,0.0,0.0
13348000,-0.17482388,-0.14654784,-0.0027261004,1.0,0.0,0.0
13356000,-0.17709228,-0.13530868,-0.0027261004,1.0,0.0,0.0
13364000,-0.17930588,-0.13749124,-0.0027261004,1.0,0.0,0.0
13372000,-0.18153119,-0.13977692,-0.0027261004,1.0,0.0,0.0
13376000,-0.18264307,-0.14098528,-0.0027261004,1.0,0.0,0.0
13380000,-0.1837622,-0.1290967,-0.0027261004,1.0,0.0,0.0
13384000,-0.18485944,-0.13041617,-0.0027261004,1.0,0.0,0.0
13388000,-0.18593273,-0.1317605,-0.0027261004,1.0,0.0,0.0
13392000,-0.18701415,-0.1331693,-0.0027261004,1.0,0.0,0.0
13396000,-0.18806233,-0.13460098,-0.0027261004,1.0,0.0,0.0
13400000,-0.18910296,-0.13604034,-0.0027261004,1.0,0.0,0.0
13404000,-0.1901477,-0.12442637,-0.0027261004,1.0,0.0,0.0
13412000,-0.19214356,-0.12740949,-0.0027261004,1.0,0.0,0.0
13420000,-0.19413446,-0.13050617,-0.0027261004,1.0,0.0,0.0
13424000,-0.19511093,-0.13202895,-0.0027261004,1.0,0.0,0.0
13428000,-0.19608875,-0.120598346,-0.0027261004,1.0,0.0,0.0
13432000,-0.19709326,-0.12217912,-0.0027261004,1.0,0.0,0.0
13436000,-0.19804193,-0.123817205,-0.0027261004,1.0,0.0,0.0
13440000,-0.19896571,-0.12546724,-0.0027261004,1.0,0.0,0.0
13444000,-0.19990522,-0.12712085,-0.0027261004,1.0,0.0,0.0
13448000,-0.20085344,-0.12883642,-0.0027261004,1.0,0.0,0.0
13452000,-0.2017847,-0.11761652,-0.0027261004,1.0,0.0,0.0
13456000,-0.20272388,-0.11927369,-0.0027261004,1.0,0.0,0.0
13460000,-0.20367111,-0.12098274,-0.0027261004,1.0,0.0,0.0
13464000,-0.20461498,-0.122687146,-0.0027261004,1.0,0.0,0.0
13468000,-0.20556699,-0.12442904,-0.0027261004,1.0,0.0,0.0
13472000,-0.20645805,-0.12616894,-0.0027261004,1.0,0.0,0.0
13476000,-0.20736843,-0.11504906,-0.0027261004,1.0,0.0,0.0
13480000,-0.20830058,-0.1167681,-0.0027261004,1.0,0.0,0.0
13484000,-0.20917682,-0.11849066,-0.0027261004,1.0,0.0,0.0
13488000,-0.21005216,-0.120205075,-0.0027261004,1.0,0.0,0.0
13492000,-0.21092291,-0.12194986,-0.0027261004,1.0,0.0,0.0
13496000,-0.21178567,-0.12371726,-0.0027261004,1.0,0.0,0.0
13500000,-0.21263167,-0.11269285,-0.0027261004,1.0,0.0,0.0
13504000,-0.21344163,-0.11444507,-0.0027261004,1.0,0.0,0.0
13508000,-0.21421954,-0.11617236,-0.0027261004,1.0,0.0,0.0
13512000,-0.21497636,-0.11790531,-0.0027261004,1.0,0.0,0.0
13516000,-0.21573487,-0.11968159,-0.0027261004,1.0,0.0,0.0
13520000,-0.21648373,-0.121405154,-0.0027261004,1.0,0.0,0.0
13524000,-0.21723507,-0.11038622,-0.0027261004,1.0,0.0,0.0
13532000,-0.21875623,-0.113842174,-0.0027261004,1.0,0.0,0.0
13536000,-0.21950363,-0.11555265,-0.0027261004,1.0,0.0,0.0
13540000,-0.2202171,-0.117290206,-0.0027261004,1.0,0.0,0.0
13544000,-0.22093038,-0.11899424,-0.0027261004,1.0,0.0,0.0
13548000,-0.22164243,-0.10798973,-0.0027261004,1.0,0.0,0.0
13552000,-0.22234538,-0.10968058,-0.0027261004,1.0,0.0,0.0
13556000,-0.22305596,-0.1113186,-0.0027261004,1.0,0.0,0.0
13560000,-0.2237668,-0.1129405,-0.0027261004,1.0,0.0,0.0
13564000,-0.2244625,-0.11457463,-0.0027261004,1.0,0.0,0.0
13568000,-0.22512926,-0.11615942,-0.0027261004,1.0,0.0,0.0
13572000,-0.2257819,-0.10510213,-0.0027261004,1.0,0.0,0.0
13576000,-0.2264453,-0.1067035,-0.0027261004,1.0,0.0,0.0
13580000,-0.22710894,-0.10827702,-0.0027261004,1.0,0.0,0.0
13584000,-0.22772415,-0.1098745,-0.0027261004,1.0,0.0,0.0
13588000,-0.22833,-0.11142964,-0.0027261004,1.0,0.0,0.0
13592000,-0.22893988,-0.11295137,-0.0027261004,1.0,0.0,0.0
13596000,-0.22953215,-0.101880446,-0.0027261004,1.0,0.0,0.0
13600000,-0.23009682,-0.10340263,-0.0027261004,1.0,0.0,0.0
13604000,-0.2306623,-0.10490433,-0.0027261004,1.0,0.0,0.0
13608000,-0.2312618,-0.10643885,-0.0027261004,1.0,0.0,0.0
13612000,-0.23184556,-0.107960925,-0.0027261004,1.0,0.0,0.0
13616000,-0.23243904,-0.10945662,-0.0027261004,1.0,0.0,0.0
13620000,-0.23303114,-0.0983161,-0.0027261004,1.0,0.0,0.0
13624000,-0.23356657,-0.09976303,-0.0027261004,1.0,0.0,0.0
13628000,-0.23411125,-0.101220384,-0.0027261004,1.0,0.0,0.0
13632000,-0.23466446,-0.10266339,-0.0027261004,1.0,0.0,0.0
13636000,-0.23520687,-0.10408302,-0.0027261004,1.0,0.0,0.0
13640000,-0.23576729,-0.105477825,-0.0027261004,1.0,0.0,0.0
13644000,-0.23629393,-0.09425702,-0.0027261004,1.0,0.0,0.0
13648000,-0.23678131,-0.09557673,-0.0027261004,1.0,0.0,0.0
13652000,-0.2372759,-0.09692286,-0.0027261004,1.0,0.0,0.0
13656000,-0.23778918,-0.09830543,-0.0027261004,1.0,0.0,0.0
13660000,-0.23830111,-0.09968585,-0.0027261004,1.0,0.0,0.0
13664000,-0.23877129,-0.10103283,-0.0027261004,1.0,0.0,0.0
13668000,-0.23924226,-0.08972192,-0.0027261004,1.0,0.0,0.0
13672000,-0.23975685,-0.091013476,-0.0027261004,1.0,0.0,0.0
13676000,-0.24026598,-0.092334524,-0.0027261004,1.0,0.0,0.0
13680000,-0.24075072,-0.09364289,-0.0027261004,1.0,0.0,0.0
13684000,-0.24122544,-0.09490953,-0.0027261004,1.0,0.0,0.0
13688000,-0.24167548,-0.09616952,-0.0027261004,1.0,0.0,0.0
13692000,-0.24210088,-0.084899716,-0.0027261004,1.0,0.0,0.0
13696000,-0.24253616,-0.08618779,-0.0027261004,1.0,0.0,0.0
13700000,-0.24295771,-0.08740797,-0.0027261004,1.0,0.0,0.0
13704000,-0.24337046,-0.088649765,-0.0027261004,1.0,0.0,0.0
13708000,-0.24378398,-0.089895,-0.0027261004,1.0,0.0,0.0
13712000,-0.24417047,-0.09109781,-0.0027261004,1.0,0.0,0.0
13716000,-0.24454816,-0.07969536,-0.0027261004,1.0,0.0,0.0
13720000,-0.2449493,-0.080919765,-0.0027261004,1.0,0.0,0.0
13724000,-0.24537879,-0.082155935,-0.0027261004,1.0,0.0,0.0
13728000,-0.24579242,-0.08337707,-0.0027261004,1.0,0.0,0.0
13732000,-0.24618521,-0.08454446,-0.0027261004,1.0,0.0,0.0
13736000,-0.24656989,-0.08569014,-0.0027261004,1.0,0.0,0.0
13740000,-0.24697065,-0.07423436,-0.0027261004,1.0,0.0,0.0
13744000,-0.2473917,-0.07537685,-0.0027261004,1.0,0.0,0.0
13748000,-0.24779479,-0.07649245,-0.0027261004,1.0,0.0,0.0
13756000,-0.24858275,-0.07877117,-0.0027261004,1.0,0.0,0.0
13760000,-0.2489221,-0.07994252,-0.0027261004,1.0,0.0,0.0
13764000,-0.2492737,-0.06852166,-0.0027261004,1.0,0.0,0.0
13772000,-0.25001016,-0.070921525,-0.0027261004,1.0,0.0,0.0
13780000,-0.2507018,-0.073303714,-0.0027261004,1.0,0.0,0.0
13788000,-0.2513888,-0.06293203,-0.0027261004,1.0,0.0,0.0
13792000,-0.25172713,-0.06414063,-0.0027261004,1.0,0.0,0.0
13796000,-0.25209755,-0.06531921,-0.0027261004,1.0,0.0,0.0
13804000,-0.2528308,-0.06769113,-0.0027261004,1.0,0.0,0.0
13812000,-0.25346425,-0.05732295,-0.0027261004,1.0,0.0,0.0
