timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
243376000,0.007788971,0.009404182,-0.027961373,0.0072784424,0.110809326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.04135132,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.0002960479,0.00038264692,-7.426739e-05,0.0,0.0,0.09640503,0.0035648854,0.0
243576000,-0.016529128,0.031910896,-0.08353615,0.007827759,0.10626221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.115600586,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.0013394039,0.0012573302,-0.0024739504,0.0,0.0,0.11018467,0.0034886631,0.0
243776000,0.0017358363,-0.018273354,0.000608325,0.011123657,0.106292725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.016906738,0.0,0.0,nan,0.0,0.0,-0.01589775,0.00038346183,0.0020183176,0.0021988451,0.0,0.0,0.06979942,0.0033177,0.0
243976000,0.0068314075,0.011449814,-0.019681096,-0.0016174316,0.10925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.040802002,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.001992613,0.00081063807,0.0033695102,0.0,0.0,-0.026378632,0.003682787,0.0
244176000,0.021687537,0.017991066,-0.0006479025,0.010101318,0.062561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.0063171387,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.001237452,-0.0019529611,0.00029039383,0.0,0.0,0.11203766,0.0037013656,0.0
244376000,-0.012912899,0.011808395,0.014876485,-0.0056915283,0.15057373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.105773926,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.0012046872,0.0012425333,0.003415078,0.0,0.0,0.100320816,0.004038395,0.0
244576000,-0.01039651,0.006009102,0.017864704,-0.003250122,0.057647705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.074920654,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.002455763,-0.00014048815,0.0015583038,0.0,0.0,0.051535606,0.0046398942,0.0
244776000,-0.0007903725,-0.0022029877,-0.051804543,-0.0028686523,0.10366821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.004486084,0.0,0.0,nan,0.0,0.0,-0.01589775,0.0034297407,0.0026456416,0.0020387173,0.0,0.0,0.03645706,0.0044164206,0.0
244976000,-0.013840571,0.017064095,0.001196146,-0.0042419434,0.10702515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.010498047,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.00012760144,0.0004994273,0.001170665,0.0,0.0,0.13758564,0.0045165583,0.0
245176000,0.013606116,-0.0040216446,0.001268506,-0.005508423,0.10229492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.04168701,0.0,0.0,nan,0.0,0.0,-0.01589775,-0.0010049883,-0.0004724264,-0.0012017787,0.0,0.0,0.19309711,0.0041633025,0.0
245376000,-0.016623557,0.03229618,0.00022923946,-0.007797241,0.0524292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.1149292,0.0,0.0,nan,0.0,0.0,-0.01589775,0.0012476975,-0.0006406903,0.001091063,0.0,0.0,0.062459946,0.004456625,0.0
