timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,id,is_powering_off,warning
88008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
89004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
90000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
91008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
92004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
93000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
94008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
95004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
96000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
97008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
98004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
99000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
100008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
101004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
102000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
103008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
104004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
105000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
106008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
107004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
108000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
109008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
110004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
111000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
112008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
113004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
114000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
115008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
116004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
117000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
118008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
119004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
120000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
121008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
122004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
123000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
124008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
125004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
126000000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
127007999,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
128004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
129012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
130007999,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
131004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
132012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
133008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
134004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
135012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
136008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
137004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
138012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
139008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
140004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
141012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
142008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
143004000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
144012000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
145008000,11.325001,11.325036,-1.0,-1.0,0.0,0.0,0.50002146,1.0728443,nan,3,0.0,0.0,0.0,0.0,0.0,65535,0,0,0,0,1,1,0,1,0,0
