timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
804000,0.0,0.0,488.1152,0.0,0.0,0.0,0.0,1,0,0
6336000,47.39774191455771,8.54559399193192,488.1334,0.0016187434,-0.00060727145,-0.018199895,1.630626,1,1,0
12240000,47.39774195452354,8.545594068754275,488.1124,0.00606274,0.0051750243,0.002793891,1.6131047,1,1,0
258707999,47.3999319094992,8.548680882152711,488.1447,243.52255,232.33502,-0.029499276,-1.5677193,1,1,0
