timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
11972000,4.162634e-06,1.19529695e-05,8.277578e-07,0.0
11980000,4.1271037e-06,1.2265899e-05,2.0679588e-06,0.0
11988000,3.923535e-06,1.1844242e-05,1.952499e-06,0.0
11992000,3.9546944e-06,1.1560579e-05,1.796958e-06,0.0
11996000,3.835197e-06,1.1233792e-05,1.8411768e-06,0.0
12004000,3.7186906e-06,1.1844208e-05,1.783812e-06,0.0
12012000,3.988599e-06,1.1472317e-05,5.1153984e-07,0.0
12020000,4.3780683e-06,1.0534387e-05,1.2601016e-06,0.0
12024000,4.3306227e-06,1.0223661e-05,1.8943349e-06,0.0
12028000,4.437781e-06,1.0443326e-05,2.0503983e-06,0.0
12032000,4.706417e-06,1.1060633e-05,1.3203821e-06,0.0
12036000,4.921252e-06,1.1562105e-05,9.379769e-08,0.0
12040000,4.934722e-06,1.1859657e-05,-2.8576378e-07,0.0
12044000,4.6979108e-06,1.1871579e-05,-1.7295142e-07,0.0
12052000,4.5665943e-06,1.1456754e-05,-7.49909e-07,0.0
12056000,4.8490206e-06,1.1271731e-05,-4.76085e-07,0.0
12060000,5.0114863e-06,1.151497e-05,2.1682663e-07,0.0
12064000,4.886142e-06,1.2069911e-05,6.797032e-07,0.0
12068000,4.5861557e-06,1.2253187e-05,8.203812e-07,0.0
12072000,4.2163383e-06,1.1944027e-05,1.3618467e-06,0.0
12076000,3.923172e-06,1.1320228e-05,1.5130594e-06,0.0
12084000,3.6685278e-06,1.0820668e-05,3.6473554e-07,0.0
12092000,3.7657733e-06,1.2145471e-05,-1.0572963e-06,0.0
12096000,3.9406873e-06,1.1850926e-05,-1.6084265e-06,0.0
12100000,4.183569e-06,1.1577935e-05,-1.4621646e-06,0.0
12108000,4.604117e-06,1.1633136e-05,3.004582e-07,0.0
12116000,4.7822186e-06,1.08711365e-05,2.2032141e-07,0.0
12124000,4.140522e-06,1.0795136e-05,-1.4351542e-06,0.0
12128000,4.0264276e-06,1.0904863e-05,-2.151485e-06,0.0
12132000,4.236387e-06,1.10205265e-05,-1.8334231e-06,0.0
