timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11984000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12984000,0.01958845,-0.036767058,0.07741183,0.13774991,0.13768768,2.1339014,1.0,0.044882186,0.09021939
13984000,0.032202087,-0.06615957,0.07493607,0.09818959,0.10936546,2.0654607,1.0,-0.0054583936,0.09013342
14984000,0.042801153,-0.1025757,0.08125207,0.08821762,0.120370865,2.035339,1.0,-0.011944965,0.090150975
15984000,0.043525204,-0.13364309,0.08896519,0.08548725,0.05643654,2.0185318,1.0,-0.019247426,0.090194136
16984000,0.03251523,-0.14891776,0.09673735,0.083384156,0.045907974,2.0127044,1.0,-0.025596049,0.09023257
17984000,0.021031171,-0.14796841,0.10336891,0.082075894,-0.04101944,2.0106635,1.0,-0.02197833,0.09025395
18984000,0.019771839,-0.1278658,0.10791388,0.08129161,-0.13679123,2.009931,1.0,-0.021464476,0.090268865
19984000,0.020387286,-0.10749594,0.11070349,0.08082885,-0.15267181,2.009146,1.0,-0.023719931,0.09027965
20984000,0.024079828,-0.08245541,0.112335324,0.08054121,-0.06941414,2.0083327,1.0,-0.027108943,0.09028863
21984000,0.025942165,-0.05913095,0.11320864,0.08032819,-0.071056366,2.0076406,1.0,-0.030410517,0.09029644
22984000,0.026884371,-0.036115397,0.11352439,0.08011105,-0.12161255,2.0071855,1.0,-0.032066964,0.09030351
23984000,0.019496243,-0.02352723,0.11340636,0.07984721,-0.093811035,2.0068126,1.0,-0.033530418,0.090313934
24984000,-0.0007315574,-0.02210904,0.112453215,0.078187235,0.03725624,2.0096526,1.0,-0.038780507,0.09039065
25984000,-0.026019812,-0.02469896,0.11028317,0.075314164,-0.032037735,2.0112898,1.0,-0.03594463,0.09042599
26984000,-0.047653377,-0.025000142,0.10742744,0.072739765,0.01630783,2.0116496,1.0,-0.032162756,0.09042999
27984000,-0.06252443,-0.020155055,0.10457564,0.07076754,-0.047094345,2.011173,1.0,-0.029422121,0.09042347
28984000,-0.07681283,-0.016737914,0.10222201,0.069345504,-0.021240234,2.0100937,1.0,-0.027805636,0.09041588
29984000,-0.092634246,-0.016186286,0.10052752,0.06836687,-0.0031147003,2.0088022,1.0,-0.027504291,0.09040515
30984000,-0.10652071,-0.019048352,0.10317507,0.07192806,0.042850494,2.0087025,1.0,-0.022093555,0.090297125
31984000,-0.11645024,-0.021874195,0.10511424,0.07451688,0.09758186,2.0055335,1.0,-0.019687006,0.09029894
32984000,-0.13052244,-0.029181378,0.10552831,0.07560409,0.062833786,2.0039072,1.0,-0.0167284,0.09030244
33984000,-0.1540029,-0.04838925,0.105699934,0.07654718,0.14273643,2.003943,1.0,-0.0146582145,0.09030816
34984000,-0.17443892,-0.06522768,0.10533174,0.07713756,0.022493362,2.0045414,1.0,-0.01218719,0.09031221
35984000,-0.1943103,-0.08287136,0.10449629,0.0774158,0.11386299,2.0051405,1.0,-0.0073857545,0.09031347
36984000,-0.21050179,-0.09864171,0.10333423,0.077462286,0.12158775,2.0056422,1.0,-0.0023790598,0.090313934
37984000,-0.21451293,-0.10305491,0.10198431,0.07735124,-0.004377365,2.00593,1.0,0.0017013401,0.09031354
38984000,-0.21084432,-0.10078296,0.10061041,0.077160805,0.040546417,2.0059738,1.0,0.0053841793,0.0903135
39984000,-0.20353106,-0.0958096,0.099284016,0.07692178,-0.057626724,2.0059502,1.0,0.00785133,0.090315826
40984000,-0.189956,-0.084665656,0.09742719,0.07530522,-0.11139679,2.0098305,1.0,0.011434509,0.09039909
41984000,-0.16928843,-0.0689629,0.09474155,0.07233903,-0.16706276,2.0118535,1.0,0.01825052,0.09042851
42984000,-0.14944707,-0.05735661,0.09194264,0.069756396,0.0113220215,2.012051,1.0,0.021902379,0.09042516
43984000,-0.11860343,-0.034778014,0.08946892,0.0678429,-0.0784893,2.0115168,1.0,0.024384473,0.09041377
44984000,-0.08936937,-0.014498444,0.08753751,0.06652688,-0.039557457,2.010599,1.0,0.025157949,0.09040252
45984000,-0.061109576,0.005205157,0.08616957,0.06566942,0.019381523,2.0094557,1.0,0.02371566,0.090395555
46984000,-0.0448825,0.011885903,0.085256614,0.06512863,0.07874489,2.008515,1.0,0.023215773,0.09039252
47984000,-0.023682702,0.025423482,0.0846638,0.06479697,0.0020523071,2.0075607,1.0,0.020583466,0.09039179
48984000,-0.019090954,0.021246621,0.08430954,0.06461461,0.009253502,2.0068634,1.0,0.018144459,0.09039242
49984000,-0.014181164,0.018047843,0.08399298,0.064478815,0.051908493,2.0066514,1.0,0.01774503,0.090392694
50984000,-0.0022887494,0.023313329,0.08361053,0.06434467,0.06258106,2.0066233,1.0,0.01832259,0.09039165
51984000,0.00845306,0.026952153,0.08315058,0.064208634,0.107494354,2.0066235,1.0,0.018602896,0.09039086
52984000,0.022264488,0.034256294,0.0826264,0.06406762,-0.004712105,2.0066283,1.0,0.018717887,0.09038974
53984000,0.03383244,0.039109495,0.082064055,0.06392548,-0.01686287,2.0065851,1.0,0.018744834,0.090389304
54984000,0.044691443,0.043390587,0.0814682,0.063776806,-0.077194214,2.0065694,1.0,0.018568205,0.090388976
55984000,0.04934757,0.040362295,0.08085168,0.06362668,-0.0003004074,2.0065556,1.0,0.019401232,0.090388544
56984000,0.059401758,0.04366543,0.08022977,0.063482285,0.14643669,2.0065022,1.0,0.019249186,0.090387
57984000,0.07359487,0.051719263,0.07960959,0.06335083,-0.040572166,2.0064898,1.0,0.01906539,0.09038497
58984000,0.08420683,0.05569518,0.07897373,0.06321929,0.022080421,2.006546,1.0,0.019817298,0.090382956
59984000,0.091778,0.05578558,0.07833609,0.06308971,0.027347565,2.0065582,1.0,0.02160828,0.09038166
60984000,0.11031047,0.06790107,0.07771423,0.06297386,0.0234375,2.0065162,1.0,0.022309741,0.090378575
61984000,0.122365266,0.0729281,0.07712953,0.06288366,0.0026197433,2.006407,1.0,0.021600805,0.090376936
62984000,0.12922198,0.07324948,0.07735757,0.063536584,0.0468235,2.007105,1.0,0.021355262,0.090379536
63984000,0.12845282,0.0660794,0.07816681,0.06471045,0.07604027,2.0084393,1.0,0.021194747,0.09038585
64984000,0.13408746,0.06614955,0.078547336,0.06545748,0.04058647,2.0093749,1.0,0.020977525,0.09038857
65984000,0.14331551,0.069843896,0.077774696,0.06509172,-0.040019035,2.009047,1.0,0.019763738,0.090384714
66984000,0.1531289,0.07395367,0.076275736,0.064045,0.060747147,2.0080333,1.0,0.018895408,0.090376884
67984000,0.16782844,0.08372211,0.07515355,0.06337416,-0.015016556,2.0074592,1.0,0.017950153,0.0903718
68984000,0.17077005,0.08124601,0.07428002,0.06293817,0.044433594,2.0070434,1.0,0.016465498,0.090367965
69984000,0.17412423,0.07962722,0.07355298,0.06263674,0.030955315,2.006837,1.0,0.015286823,0.09036538
70984000,0.177923,0.07895366,0.072918355,0.062423106,-0.0020151138,2.0067492,1.0,0.014003047,0.09036153
71984000,0.17941917,0.076213546,0.07233233,0.06226259,-0.041770935,2.0067682,1.0,0.012980083,0.0903584
72984000,0.17912218,0.07195409,0.071773045,0.062126275,0.04605198,2.0068386,1.0,0.012625976,0.09035572
73984000,0.18201333,0.071201645,0.071245104,0.062010765,-0.04481411,2.0067718,1.0,0.012147015,0.090353616
74984000,0.18252192,0.06811396,0.07076732,0.061924595,-0.004527092,2.0067062,1.0,0.011607245,0.09035157
75984000,0.18029465,0.06236443,0.0703272,0.061858136,0.040390015,2.006666,1.0,0.010428274,0.09034956
76984000,0.18636055,0.06604188,0.06990301,0.061798144,-0.14224148,2.0067277,1.0,0.009364143,0.09034698
77984000,0.18455105,0.061496325,0.069481805,0.061742954,0.027213097,2.0068169,1.0,0.008914391,0.090344
78984000,0.18971533,0.06447334,0.06903744,0.06167462,0.06717205,2.0070567,1.0,0.009582576,0.09034029
79984000,0.19465925,0.066838615,0.0685668,0.06158928,-0.029651642,2.007231,1.0,0.011065398,0.09033789
80984000,0.20498827,0.07487588,0.06811339,0.061513748,-0.0033369064,2.0072477,1.0,0.011048746,0.09033459
81984000,0.21269691,0.080221914,0.067681216,0.061447814,-0.056153297,2.0073056,1.0,0.010675665,0.09033212
82984000,0.21336867,0.07812757,0.06726379,0.06138337,0.06571293,2.0074327,1.0,0.0108509865,0.090329826
83984000,0.21378377,0.07592918,0.06687127,0.061320797,0.059248924,2.0071766,1.0,0.009486488,0.09032976
84984000,0.21137273,0.0707336,0.06663711,0.061337747,-0.012684822,2.0064936,1.0,0.00970051,0.09033177
85984000,0.20989919,0.06670526,0.06657287,0.061436858,0.023293495,2.0057223,1.0,0.0086309295,0.09033531
86984000,0.20487797,0.058958575,0.06665288,0.06160675,0.044078827,2.0048802,1.0,0.008160757,0.0903397
87984000,0.20383498,0.05608989,0.06706399,0.061958726,0.006931305,2.0017288,1.0,0.00267099,0.090346046
88984000,0.19558612,0.047556568,0.0695457,0.06367499,0.0720253,1.9900237,1.0,-0.009765529,0.090408824
89984000,0.17968644,0.031491306,0.073389314,0.06653182,0.095430374,1.9839318,1.0,-0.018834246,0.09045671
