timestamp,control[0],control[1],control[2],control[3],control[4]
13000000,0.028245965,0.026027186,-0.005569847,0.15,0
13004000,0.028974824,0.026191596,-0.005545138,0.15,0
13007999,0.029969271,0.026170202,-0.005554219,0.15,0
13012000,0.030804653,0.026021112,-0.005735457,0.15,0
13016000,0.031177463,0.02586068,-0.005922389,0.15,0
13020000,0.030488977,0.025718143,-0.005959513,0.15,0
13024000,0.029327279,0.025842559,-0.005864489,0.15,0
13027999,0.028818902,0.02615115,-0.005728664,0.15,0
13032000,0.028589215,0.026149822,-0.005585466,0.15,0
13036000,0.028549952,0.025848363,-0.005393741,0.15,0
13044000,0.029887648,0.025832096,-0.00513669,0.15,0
13048000,0.029387603,0.02611063,-0.005252569,0.15,0
13052000,0.02800864,0.026365481,-0.005377834,0.15,0
13056000,0.027268969,0.026461696,-0.005410028,0.15,0
13059999,0.02770093,0.026389081,-0.00546113,0.15,0
13064000,0.028624646,0.026336676,-0.005596032,0.15,0
13068000,0.029413909,0.026306206,-0.005643614,0.15,0
13071999,0.029318862,0.026209146,-0.005577758,0.15,0
13076000,0.028045217,0.025955519,-0.005467523,0.15,0
13080000,0.026949836,0.02564753,-0.005348432,0.15,0
13084000,0.027243996,0.025473826,-0.005233746,0.15,0
13088000,0.02890451,0.025564268,-0.005207252,0.15,0
13091999,0.030423176,0.025775747,-0.005314667,0.15,0
13096000,0.03048808,0.025916627,-0.005505886,0.15,0
13100000,0.030466205,0.025914183,-0.005506496,0.15,0
13103999,0.028469434,0.025933852,-0.005661239,0.15,0
13108000,0.028437987,0.025944319,-0.00563092,0.15,0
13112000,0.02963274,0.02597476,-0.005483599,0.15,0
13116000,0.030600067,0.025901204,-0.005436568,0.15,0
13120000,0.030643675,0.025878161,-0.005554968,0.15,0
13123999,0.031073624,0.02604932,-0.005611529,0.15,0
13132000,0.031741742,0.02626548,-0.005669501,0.15,0
13135999,0.031001598,0.02615752,-0.005642308,0.15,0
13140000,0.030664582,0.02613622,-0.005585389,0.15,0
13144000,0.030224815,0.026328847,-0.005554339,0.15,0
13148000,0.030355483,0.026573554,-0.005457423,0.15,0
13152000,0.030997146,0.0266169,-0.005378774,0.15,0
13155999,0.031309947,0.02651868,-0.005406304,0.15,0
13160000,0.03079139,0.026370337,-0.005466964,0.15,0
13164000,0.029654117,0.026044456,-0.005455027,0.15,0
13168000,0.02878699,0.025798844,-0.005491595,0.15,0
13172000,0.028466616,0.025815567,-0.005659775,0.15,0
13176000,0.028880406,0.025796613,-0.0056406,0.15,0
13180000,0.029648723,0.025634358,-0.005256006,0.15,0
13184000,0.029836701,0.025518738,-0.004930154,0.15,0
13187999,0.029940138,0.025631346,-0.004943553,0.15,0
13192000,0.030333806,0.02582515,-0.005128782,0.15,0
13196000,0.030439222,0.025812415,-0.005331409,0.15,0
13200000,0.030228598,0.025719043,-0.005523507,0.15,0
13204000,0.029969998,0.02572583,-0.005709834,0.15,0
13207999,0.029527696,0.02581972,-0.005658971,0.15,0
13212000,0.029159138,0.025997696,-0.005458825,0.15,0
13219999,0.029804962,0.026705304,-0.005387249,0.15,0
13224000,0.030017328,0.026822632,-0.005297427,0.15,0
13228000,0.030118586,0.02646662,-0.005135086,0.15,0
13232000,0.02978926,0.026051026,-0.005049503,0.15,0
13236000,0.029726025,0.025853718,-0.005211998,0.15,0
13240000,0.030475091,0.02588711,-0.005465779,0.15,0
13244000,0.030809667,0.025916532,-0.005583845,0.15,0
13248000,0.030505672,0.02580423,-0.005653151,0.15,0
13251999,0.030290691,0.025765419,-0.005686275,0.15,0
13256000,0.03050278,0.025744032,-0.005612308,0.15,0
13260000,0.030977309,0.025641017,-0.005643625,0.15,0
13268000,0.030046204,0.02532803,-0.005900218,0.15,0
13271999,0.030018035,0.025303356,-0.005723999,0.15,0
13276000,0.03029518,0.025633665,-0.005554395,0.15,0
13283999,0.020655306,0.02620302,0.000575132,0,0
13288000,0.020058254,0.025976833,-0.000171175,0,0
13292000,0.019701716,0.025810264,-0.000224892,0,0
13296000,0.02002985,0.025941685,0.000660416,0,0
13300000,0.021066757,0.026036695,0.001058814,0,0
13308000,0.022458937,0.026004972,-0.000793406,1,0
13315999,0.020091066,0.025456581,-0.001423306,1,0
13320000,0.019721813,0.025309037,2.40E-05,1,0
13324000,0.020652782,0.025433661,0.001331426,1,0
13328000,0.022253105,0.02567562,0.001814302,1,0
13332000,0.022303538,0.025673695,0.00177842,1,0
13335999,0.024603188,0.025976963,0.000555726,1,0
13340000,0.02298438,0.026000611,0.00025096,1,0
13344000,0.021246674,0.02586061,7.10E-05,1,0
13347999,0.020515433,0.025796097,-8.35E-05,1,0
13352000,0.019906644,0.025805263,-0.000259004,1,0
13356000,0.019062644,0.025682252,-0.000727923,1,0
13364000,0.018663697,0.025440695,-0.001783926,1,0
13372000,0.020679768,0.025465798,-0.002155159,1,0
13376000,0.022838477,0.025659146,-0.001764064,1,0
13379999,0.02283583,0.02566911,-0.001765403,1,0
13384000,0.02271447,0.025921753,-0.000602906,1,0
13388000,0.022023346,0.025680026,4.34E-05,1,0
13392000,0.021517852,0.025366971,0.000425099,1,0
13396000,0.020996654,0.025282297,0.000411896,1,0
13399999,0.02003023,0.025350532,0.000438678,1,0
13404000,0.019519646,0.025349244,0.000607944,1,0
13408000,0.019822631,0.025116416,0.000397011,1,0
13411999,0.020226946,0.024834977,-0.000365195,1,0
13416000,0.020618033,0.024746774,-0.001663671,1,0
13420000,0.021077158,0.02483886,-0.00252352,1,0
13424000,0.021253679,0.025193365,-0.001948247,1,0
13428000,0.021062806,0.025646307,-0.001157001,1,0
13431999,0.021020276,0.025812967,-0.000668094,1,0
13436000,0.021282738,0.02573537,6.58E-05,1,0
13440000,0.02179568,0.025719961,0.000557385,1,0
13443999,0.022357939,0.025742661,0.00090974,1,0
13448000,0.022198,0.02560242,0.001217316,1,0
13452000,0.021341393,0.025407413,0.000891573,1,0
13456000,0.020576406,0.025245208,0.000385965,1,0
13463999,0.02010777,0.025016824,0.002379408,1,0
13468000,0.020610493,0.025058057,0.002945865,1,0
13472000,0.02115209,0.025132557,0.002367486,1,0
13476000,0.021353308,0.025200134,0.001239448,1,0
13480000,0.021101993,0.025083097,9.20E-05,1,0
13484000,0.021020317,0.024869265,0.000156945,1,0
13488000,0.020854516,0.02502118,0.000880638,1,0
13492000,0.020827055,0.025051398,0.000958447,1,0
13496000,0.019584103,0.02565222,0.001403328,1,0
13500000,0.020431561,0.02518553,0.000895083,1,0
13504000,0.02089647,0.024651738,9.03E-05,1,0
13508000,0.02031757,0.024672348,-0.000567887,1,0
13516000,0.020230165,0.024989227,2.14E-05,1,0
13520000,0.020446949,0.025055146,0.0008465,1,0
13524000,0.019947372,0.025341434,0.001610117,1,0
13532000,0.019168884,0.025399845,0.001803461,1,0
13536000,0.020108817,0.02503722,0.00115059,1,0
13540000,0.021284899,0.024858322,0.000482763,1,0
13544000,0.021916343,0.02493952,0.00015092,1,0
13548000,0.022007532,0.025082015,0.000255758,1,0
13552000,0.021442065,0.024991378,0.000366054,1,0
13556000,0.021422716,0.024971314,0.000344213,1,0
13560000,0.019774916,0.024802396,0.000378225,1,0
13564000,0.020179015,0.024791537,0.000711161,1,0
13568000,0.02045466,0.024786837,0.000762949,1,0
13572000,0.020595638,0.024744257,0.000319103,1,0
13576000,0.020777002,0.024519661,-9.11E-05,1,0
