timestamp,ref_lat,ref_lon,x,y,z,vx,vy,vz,ax,ay,az,yaw,dist_bottom
13048000,39.8714138,32.7368418,0.015306642,0.006056522,-0.025298664,0.01814306,0.02449644,-0.000393152,-0.009699782,0.10157717,0.041474584,1.6087284,0.1
13152000,39.8714138,32.7368418,0.013977386,0.006760548,-0.024863034,0.017600529,0.024251701,0.001836359,-0.011648079,0.033001706,0.012039206,1.6085125,0.1
13256000,39.8714138,32.7368418,0.01332602,0.007962692,-0.024683835,0.017636584,0.024208596,0.002133836,0.039915994,-0.049251463,0.0123537,1.6082739,0.1
13352000,39.8714138,32.7368418,0.012245263,0.011021271,-0.025307331,-0.003394303,0.54949224,0.014438723,-1.5358421,40.624218,0.89618605,1.6082577,0.1
13456000,39.8714138,32.7368418,-0.000441665,0.33617124,-0.020047646,-0.19620463,5.6542287,0.11613037,-1.6954502,44.53826,0.8897148,1.6082836,0.1
13552000,39.8714138,32.7368418,-0.027645754,1.0641866,-0.004538148,-0.33769983,9.450839,0.19253287,-1.3431017,35.15062,0.6329948,1.6081064,0.1
13656000,39.8714138,32.7368418,-0.07011974,2.2178028,0.020664468,-0.4552647,12.678447,0.25440452,-1.0784415,27.927408,0.5082711,1.607843,0.1
13760000,39.8714138,32.7368418,-0.107758604,3.6751742,0.04840936,-0.48005256,15.262401,0.29673904,0.19980446,22.881601,0.24228914,1.6105287,0.1
13856000,39.8714138,32.7368418,-0.14151482,5.2398396,0.07411474,-0.5124988,17.249334,0.2943529,-1.1924651,18.752892,-0.05013309,1.6390603,0.1
13960000,39.8714138,32.7368418,-0.1681698,7.11745,0.09259297,-0.6399631,18.983957,0.25939077,-2.4634879,14.839666,-0.23171957,1.6555378,0.1
14056000,39.8714138,32.7368418,-0.20459203,8.991448,0.103280224,-0.78832555,20.210924,0.24168666,-1.6344038,11.179279,0.1995135,1.6419836,0.1
14152000,39.8714138,32.7368418,-0.23554826,10.968452,0.109253,-0.7906846,21.103115,0.2567834,-0.21286982,7.9989038,0.43259838,1.6150131,0.1
14256000,39.8714138,32.7368418,-0.26435542,13.194702,0.11738553,-0.7274881,21.82097,0.2547451,-0.3779563,6.301506,0.18892343,1.5953695,0.1
14352000,39.8714138,32.7368418,-0.28213334,15.311574,0.12062311,-0.73702425,22.353714,0.22218847,-1.4802917,5.1502905,-0.5225939,1.6046228,0.1
14456000,39.8714138,32.7368418,-0.3115723,17.656555,0.11255714,-0.86800355,22.775623,-0.036524843,-2.2519975,3.2829406,-3.9524908,1.6188513,0.1
14560000,39.8714138,32.7368418,-0.36129284,20.043123,0.061290264,-1.0600743,23.034424,-0.5616288,-2.5548205,1.9913026,-5.238446,1.6234832,0.1
14656000,39.8714138,32.7368418,-0.43190947,22.26572,-0.036467846,-1.2397653,23.174183,-1.0503066,-2.2032409,1.1042132,-4.5296164,1.6230125,0.18534902
14752000,39.8714138,32.7368418,-0.5231254,24.499228,-0.17755221,-1.4010022,23.260431,-1.4456074,-2.0314822,0.66612554,-3.6963036,1.6263049,0.32643336
14856000,39.8714138,32.7368418,-0.64580303,26.925423,-0.36775127,-1.586103,23.300253,-1.8233984,-2.1397786,0.06387743,-3.6585963,1.6369841,0.51663244
14952000,39.8714138,32.7368418,-0.7848519,29.169718,-0.57768357,-1.77928,23.2872,-2.194012,-2.2191548,-0.42623872,-3.8886907,1.65005,0.72656476
15056000,39.8714138,32.7368418,-0.96443576,31.598295,-0.84546643,-2.0079398,23.22727,-2.6250563,-2.44355,-0.90381974,-4.097501,1.662187,0.9943476
15152000,39.8714138,32.7368418,-1.1583711,33.83401,-1.1311014,-2.2246597,23.140032,-3.0203915,-2.200971,-1.0408164,-3.8876681,1.6703675,1.2799826
