timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0]
13568000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13592000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13616000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13640000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13664000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13688000,0,0,1.6082791,0,0.6937312,0,0,0.720234,1
13712000,0,-0.32692656,1.6082791,0,0.68448347,0.1172082,-0.112895235,0.710633,1
13736000,0,-0.31123888,1.6082791,0,0.6853479,0.11163057,-0.107522845,0.71153045,1
13760000,0,-0.29655513,1.6082791,0,0.6861189,0.106403634,-0.10248825,0.7123309,1
13784000,0,-0.28270695,1.6082791,0,0.6868121,0.10146888,-0.097735085,0.71305054,1
13808000,0,-0.2697244,1.6082791,0,0.68743205,0.09683817,-0.093274765,0.71369416,1
13832000,0,-0.25746286,1.6082791,0,0.68799096,0.09246088,-0.089058556,0.71427447,1
13856000,0,-0.24580815,1.6082791,0,0.68849826,0.08829701,-0.0850479,0.71480113,1
13880000,0,-0.23466843,1.6082791,0,0.68896127,0.08431431,-0.08121176,0.71528184,1
13904000,0,-0.22405577,1.6082791,0,0.6893825,0.08051763,-0.07755478,0.71571916,1
13928000,0,-0.21389176,1.6082791,0,0.6897677,0.07687931,-0.074050345,0.71611905,1
13952000,0,-0.20411202,1.6082791,0,0.6901216,0.07337668,-0.0706766,0.71648645,1
13976000,0,-0.19466288,1.6082791,0,0.6904478,0.069990784,-0.0674153,0.7168251,1
14000000,0,-0.18555383,1.6082791,0,0.6907477,0.06672527,-0.064269945,0.71713644,1
14024000,0,-0.176738,1.6082791,0,0.69102424,0.06356355,-0.061224572,0.7174236,1
14048000,0,-0.16817576,1.6082791,0,0.69128,0.0604916,-0.05826566,0.71768916,1
14072000,0,-0.15983315,1.6082791,0,0.69151706,0.057497382,-0.055381626,0.71793526,1
14096000,0,-0.15171213,1.6082791,0,0.6917362,0.05458174,-0.052573267,0.71816283,1
14120000,0,-0.1437834,1.6082791,0,0.69193923,0.051734254,-0.049830563,0.71837354,1
14144000,0,-0.13602154,1.6082791,0,0.6921274,0.048945915,-0.04714483,0.7185689,1
14168000,0,-0.12840444,1.6082791,0,0.6923019,0.04620886,-0.044508487,0.7187501,1
14192000,0,-0.12093297,1.6082791,0,0.6924634,0.043523483,-0.04192193,0.7189177,1
14216000,0,-0.113588125,1.6082791,0,0.69261265,0.040883027,-0.03937863,0.7190727,1
14240000,0,-0.10635309,1.6082791,0,0.6927506,0.038281508,-0.036872845,0.7192159,1
14264000,0,-0.09921303,1.6082791,0,0.69287777,0.035713643,-0.034399472,0.71934795,1
14288000,0,-0.092169024,1.6082791,0,0.69299465,0.033179887,-0.03195895,0.7194693,1
14312000,0,-0.08520815,1.6082791,0,0.6931017,0.030675622,-0.029546836,0.7195804,1
14336000,0,-0.07831879,1.6082791,0,0.69319934,0.02819672,-0.027159153,0.7196818,1
14360000,0,-0.07149057,1.6082791,0,0.693288,0.025739487,-0.02479234,0.7197739,1
14384000,0,-0.06471406,1.6082791,0,0.6933681,0.023300564,-0.022443162,0.719857,1
14408000,0,-0.05799393,1.6082791,0,0.69343954,0.020881671,-0.02011328,0.7199312,1
14432000,0,-0.05132152,1.6082791,0,0.69350284,0.018479723,-0.017799716,0.71999687,1
14456000,0,-0.044688933,1.6082791,0,0.69355804,0.016091906,-0.015499763,0.7200542,1
14480000,0,-0.038088966,1.6082791,0,0.6936054,0.013715655,-0.013210953,0.7201034,1
14504000,0,-0.03152089,1.6082791,0,0.693645,0.011350738,-0.010933059,0.7201445,1
14528000,0,-0.024978368,1.6082791,0,0.6936771,0.008994901,-0.00866391,0.7201778,1
14552000,0,-0.018455613,1.6082791,0,0.6937017,0.006646086,-0.006401526,0.72020334,1
14576000,0,-0.011947319,1.6082791,0,0.69371885,0.004302407,-0.004144089,0.72022116,1
14600000,0,-0.005453342,1.6082791,0,0.6937286,0.001963839,-0.001891574,0.7202313,1
14624000,0,0.001030977,1.6082791,0,0.6937311,-0.000371272,0.00035761,0.7202339,1
14648000,0,0.007509918,1.6082791,0,0.6937263,-0.002704443,0.002604926,0.7202289,1
14672000,0,0.013987386,1.6082791,0,0.69371426,-0.005037054,0.004851704,0.7202164,1
14696000,0,0.02046559,1.6082791,0,0.6936949,-0.007369878,0.007098685,0.7201963,1
14720000,0,0.02694786,1.6082791,0,0.6936682,-0.009704088,0.009347002,0.7201686,1
14744000,0,0.03343725,1.6082791,0,0.6936342,-0.01204076,0.011597691,0.7201333,1
14768000,0,0.039936543,1.6082791,0,0.69359285,-0.014380872,0.013851693,0.7200904,1
14792000,0,0.046445493,1.6082791,0,0.69354415,-0.016724307,0.016108895,0.7200398,1
14816000,0,0.05296651,1.6082791,0,0.69348794,-0.01907191,0.018370112,0.71998143,1
14840000,0,0.059501782,1.6082791,0,0.6934242,-0.021424443,0.020636076,0.7199153,1
14864000,0,0.066053316,1.6082791,0,0.6933529,-0.023782596,0.022907456,0.71984124,1
14888000,0,0.0726219,1.6082791,0,0.6932739,-0.026146632,0.025184501,0.7197592,1
14912000,0,0.079209186,1.6082791,0,0.6931872,-0.028517118,0.02746776,0.7196692,1
14936000,0,0.08581666,1.6082791,0,0.69309264,-0.030894555,0.029757714,0.71957105,1
14960000,0,0.092445634,1.6082791,0,0.69299024,-0.03327939,0.032054793,0.7194647,1
14984000,0,0.09909727,1.6082791,0,0.6928798,-0.03567201,0.03435937,0.71935004,1
15008000,0,0.10577057,1.6082791,0,0.6927613,-0.038072027,0.036671072,0.719227,1
15032000,0,0.11246644,1.6082791,0,0.69263464,-0.040479735,0.03899018,0.7190955,1
15056000,0,0.11918567,1.6082791,0,0.6924997,-0.042895384,0.04131694,0.71895546,1
15080000,0,0.12592892,1.6082791,0,0.69235647,-0.045319185,0.043651555,0.71880674,1
15104000,0,0.1326969,1.6082791,0,0.69220483,-0.047751356,0.045994226,0.71864927,1
15128000,0,0.13948996,1.6082791,0,0.69204456,-0.05019199,0.048345055,0.7184829,1
15152000,0,0.14630844,1.6082791,0,0.69187576,-0.052641172,0.05070411,0.7183077,1
15176000,0,0.15315251,1.6082791,0,0.6916982,-0.055098932,0.05307143,0.7181233,1
15200000,0,0.16002306,1.6082791,0,0.6915118,-0.057565555,0.055447288,0.7179298,1
15224000,0,0.16692005,1.6082791,0,0.6913164,-0.060040984,0.05783163,0.717727,1
15248000,0,0.17384335,1.6082791,0,0.69111216,-0.062525146,0.060224377,0.7175149,1
15272000,0,0.18079278,1.6082791,0,0.6908987,-0.065017916,0.06262542,0.71729326,1
15296000,0,0.18776971,1.6082791,0,0.69067603,-0.06751977,0.06503522,0.7170621,1
15320000,0,0.19477378,1.6082791,0,0.69044405,-0.070030525,0.06745358,0.71682125,1
15344000,0,0.20180455,1.6082791,0,0.69020265,-0.07254999,0.06988034,0.7165707,1
15368000,0,0.20886153,1.6082791,0,0.6899518,-0.07507794,0.07231527,0.7163102,1
15392000,0,0.21594371,1.6082791,0,0.68969136,-0.07761399,0.07475799,0.71603984,1
15416000,0,0.22305048,1.6082791,0,0.6894214,-0.08015786,0.07720825,0.7157595,1
15440000,0,0.23018116,1.6082791,0,0.6891417,-0.082709275,0.07966578,0.7154692,1
15464000,0,0.23733506,1.6082791,0,0.68885237,-0.08526793,0.08213029,0.7151688,1
15488000,0,0.24451141,1.6082791,0,0.6885532,-0.08783353,0.08460148,0.7148582,1
15512000,0,0.25171044,1.6082791,0,0.6882443,-0.090406105,0.08707938,0.71453744,1
15536000,0,0.2589313,1.6082791,0,0.6879254,-0.092985295,0.08956367,0.71420634,1
15560000,0,0.26617312,1.6082791,0,0.68759656,-0.09557075,0.092053995,0.713865,1
15584000,0,0.27343503,1.6082791,0,0.68725777,-0.09816213,0.094550006,0.71351326,1
15608000,0,0.28071785,1.6082791,0,0.6869089,-0.10075967,0.09705197,0.7131511,1
15632000,0,0.2880206,1.6082791,0,0.68654996,-0.10336298,0.09955948,0.7127784,1
15656000,0,0.29534236,1.6082791,0,0.6861809,-0.10597167,0.10207218,0.71239525,1
15680000,0,0.30268207,1.6082791,0,0.6858017,-0.108585335,0.10458967,0.71200156,1
15704000,0,0.31004038,1.6082791,0,0.6854123,-0.11120416,0.10711213,0.71159726,1
15728000,0,0.31741622,1.6082791,0,0.6850126,-0.11382771,0.10963914,0.7111823,1
15752000,0,0.3248085,1.6082791,0,0.6846026,-0.11645556,0.112170294,0.7107567,1
15776000,0,0.3322162,1.6082791,0,0.68418247,-0.11908729,0.114705175,0.7103205,1
15800000,0,0.33964053,1.6082791,0,0.68375194,-0.12172329,0.11724418,0.7098735,1
15824000,0,0.34708038,1.6082791,0,0.6833111,-0.12436312,0.119786866,0.7094158,1
15848000,0,0.34906584,1.6082791,0,0.68319184,-0.12506732,0.12046516,0.709292,1
15872000,0,0.34906584,1.6082791,0,0.68319184,-0.12506732,0.12046516,0.709292,1
15896000,0,0.34906584,1.6082791,0,0.68319184,-0.12506732,0.12046516,0.709292,1
15920000,0,0.34906584,1.6082791,0,0.68319184,-0.12506732,0.12046516,0.709292,1
15944000,0,0.34906584,1.6082791,0,0.68319184,-0.12506732,0.12046516,0.709292,1
15968000,-0.41109356,0.34906584,1.5292366,0,0.6711879,-0.26273167,-0.016470991,0.6929701,1
15992000,-0.37920552,0.34906584,1.5288084,0,0.6754398,-0.25199845,-0.005366691,0.69300014,1
16016000,-0.39293593,0.34906584,1.5216564,0,0.6761675,-0.25666407,-0.009206347,0.69053334,1
16040000,-0.39631405,0.34906584,1.5214273,0,0.6758121,-0.257807,-0.010343149,0.6904394,1
16064000,-0.3997088,0.34906584,1.5209813,0,0.67552745,-0.25895628,-0.011457332,0.6902702,1
16088000,-0.40248883,0.34906584,1.5207496,0,0.6752469,-0.25989646,-0.012386687,0.69017535,1
16112000,-0.41487414,0.34906584,1.5135263,0,0.6761124,-0.2641315,-0.015706599,0.68764806,1
