timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
13004000,-0.004124894,-0.010171522,-0.002007165,-0.20043795,0.12119513,-9.898617
13007999,-0.004664242,-0.005340213,0.003476547,-0.1894838,0.19537324,-9.896793
13012000,-0.005292283,-0.006129846,0.005924668,-0.11684178,0.21481356,-9.849529
13016000,-0.003576171,-0.00475458,0.004044257,-0.095447,0.19737966,-9.830211
13020000,0.002876777,-0.004441978,0.001907002,-0.17268392,0.14178458,-9.836449
13024000,0.000509418,-0.012727645,0.00084682,-0.19182517,0.16648413,-9.903611
13027999,-0.001470533,-0.011541642,0.000474971,-0.19752131,0.23077498,-9.95632
13032000,0.001781617,-0.002014002,-0.001309047,-0.15718046,0.20862256,-9.908945
13036000,-0.001433597,-0.001736673,-0.004256912,-0.1487893,0.23852931,-9.947573
13044000,-0.001789811,-0.011153205,-0.000768759,-0.18478693,0.13950059,-9.967789
13048000,0.005106777,-0.010777984,0.00074315,-0.07724281,0.19709167,-9.89329
13052000,0.005378417,-0.011925573,-0.001121214,-0.12050779,0.24785061,-9.857231
13056000,0.000347924,-0.008468276,-0.001695892,-0.12050779,0.24785061,-9.857231
13059999,-0.0021357,-0.007750513,0.001928972,-0.132533,0.17247173,-9.95454
13064000,-0.002361726,-0.010118702,0.002948633,-0.11906662,0.15095024,-9.932917
13068000,-0.002857459,-0.007964277,-0.000130226,-0.14935616,0.18406376,-9.889431
13071999,0.003774279,-0.006082521,-0.001431521,-0.17516094,0.1810518,-9.860105
13076000,0.006832381,-0.001222943,-0.001177424,-0.18573186,0.1533761,-9.901824
13084000,-0.003319281,-0.003313147,-0.002916558,-0.22839767,0.19235697,-9.942604
13091999,-0.003381214,-0.007015113,0.001417127,-0.15886673,0.2482979,-9.948595
13096000,0.00092879,-0.006518489,0.00295056,-0.19156647,0.20649165,-9.961192
13100000,0.002369305,-0.0065095,0.000141123,-0.16793865,0.17823242,-9.893005
13103999,0.001331356,-0.004945282,0.00165918,-0.18816634,0.16069001,-9.9134655
13108000,-0.004476599,-0.008719714,-0.000604348,-0.1792787,0.1114703,-10.006016
