timestamp,xyz[0],xyz[1],xyz[2]
13000000,0.003168356,0.003200535,-0.000519655
13004000,0.001713061,0.00195042,-0.000731409
13007999,-0.000272558,0.002098298,-0.00064961
13012000,-0.001930509,0.003416347,0.00095178
13020000,-0.001328644,0.005943417,0.002929183
13024000,0.000992692,0.005173793,0.002095273
13027999,0.002012859,0.002711982,0.00090242
13032000,0.002440466,0.002517601,-0.000368684
13036000,0.002512666,0.004973165,-0.002064609
13044000,-0.00018238,0.005433661,-0.004276436
13048000,0.000761252,0.003199377,-0.003257203
13052000,0.003477549,0.001235323,-0.002154264
13056000,0.004948881,0.000504429,-0.001870417
13059999,0.004077664,0.001231719,-0.001417912
13064000,0.002215383,0.001898899,-0.000223827
13068000,0.000556941,0.002262449,0.000415857
13071999,0.000695746,0.003124777,-0.000170808
13076000,0.003181877,0.005081948,-0.00115855
13084000,0.004760596,0.008901556,-0.00323367
13088000,0.001459739,0.008166208,-0.003460029
13091999,-0.001590236,0.006295005,-0.002538357
13096000,-0.00175213,0.005022185,-0.00085608
13103999,0.002246434,0.004745904,0.000502587
13112000,-3.24E-05,0.004442784,-0.001054785
13120000,-0.002060582,0.005221687,-0.000460669
13123999,-0.002860157,0.003947651,5.08E-05
13128000,-0.004184199,0.002160723,0.000567481
13135999,-0.00266228,0.003081301,0.000329989
13140000,-0.001986987,0.003457176,-0.000144926
13144000,-0.001101033,0.002082733,-0.000412188
13148000,-0.001320338,0.000213058,-0.00125568
13152000,-0.002580959,-0.000120764,-0.001944218
13155999,-0.003194642,0.000863248,-0.001697086
13164000,7.96E-05,0.004722998,-0.001243256
13168000,0.001813873,0.006863602,-0.00092347
13172000,0.002443052,0.0067466,0.000558228
13176000,0.001630855,0.006670174,0.0003868
13184000,-0.000311893,0.008686537,-0.005888552
13187999,-0.000444084,0.007775402,-0.005930592
13192000,-0.001217149,0.006040906,-0.004295055
13196000,-0.0014323,0.005894129,-0.002513768
13204000,-0.000483273,0.006541676,0.000821003
13207999,0.000387307,0.005747752,0.000370727
13212000,0.001079461,0.004330678,-0.001246841
13216000,0.000620678,0.00203198,-0.0016547
13219999,-0.000202731,-0.001050988,-0.001857288
13224000,-0.000623119,-0.002062236,-0.002647846
13228000,-0.000821765,0.000845097,-0.00408383
13232000,-0.000182025,0.004446952,-0.004843074
13236000,-7.47E-05,0.00616101,-0.003233154
13240000,-0.001544602,0.005957804,-0.000988489
13248000,-0.001604782,0.006338812,0.000656761
13251999,-0.00115389,0.006696993,0.00095104
13260000,-0.002375462,0.007401381,0.000281774
13268000,-0.000514676,0.009557986,0.00252962
13271999,-0.000425655,0.009710563,0.000977916
13276000,-0.000980448,0.007028122,-0.000512141
13283999,0.00020358,0.00198208,-0.001210346
13288000,0.001384441,0.003687623,0.000105361
13292000,0.002087189,0.00518267,0.00043977
13296000,0.001444304,0.004232466,-0.001088851
13300000,-0.000607095,0.003270953,-0.001904004
13308000,-0.003371092,0.003529265,0.001291412
13312000,-0.00168009,0.004962427,0.003495997
13315999,0.001320519,0.00763634,0.002683057
13320000,0.002098472,0.008830223,1.04E-05
13324000,0.000252295,0.00772749,-0.002352432
13328000,-0.002893816,0.005633014,-0.003251425
13335999,-0.007539383,0.003029405,-0.000797693
13340000,-0.004307719,0.002763578,-0.000116398
13344000,-0.000799843,0.003820401,0.000218565
13347999,0.000681755,0.004469988,0.000527418
13352000,0.001862291,0.004320546,0.000818414
13356000,0.003521733,0.005152643,0.001581017
13360000,0.004161797,0.0064324,0.00252903
13364000,0.004260865,0.006972924,0.00332085
13367999,0.003726585,0.007001704,0.004044727
13372000,0.000287601,0.006537112,0.003811312
