timestamp,altitude_sp,altitude_filtered,height_rate_setpoint,height_rate,airspeed_sp,airspeed_filtered,airspeed_derivative_sp,airspeed_derivative,throttle_integ,pitch_integ
13568000,0.013152778,0.001152777,0.40060008,-0.20346305,10.195352,5.597775,0.09195153,15.841604,0.22066137,-20.881794
13760000,-0.03640936,-0.04840936,0.40060008,-0.29673904,13.253983,11.44122,0.036255244,19.539635,0.10999999,-18.754011
13952000,-0.07945889,-0.091458894,0.40060008,-0.2630384,13.254021,17.17839,-0.078487396,19.169123,0.10999999,-17.376
14168000,-0.09821002,-0.110210024,0.40060008,-0.26079425,13.254013,22.05565,-0.17603275,16.027433,0.10999999,-20.026419
14360000,-0.10867785,-0.12067785,0.40060008,-0.21471621,13.253968,24.603779,-0.22699621,12.679883,0.10999999,-26.389732
14552000,-0.05529979,-0.06729979,0.40060008,0.5182135,13.254069,25.755993,-0.25003847,9.518159,0.10999999,-34.92006
14768000,0.21635278,0.20435278,0.40059984,1.5052112,13.25414,25.848967,-0.25189653,6.5299563,0.10999999,-45.24315
14960000,0.6088028,0.5968028,0.40060085,2.2265382,13.254297,25.343285,-0.24177974,4.486972,0.10999999,-53.85896
15152000,1.1431013,1.1311014,0.40059882,3.0203915,13.2545805,24.638947,-0.22768731,2.934164,0.10999999,-61.44544
15368000,1.9184184,1.9064184,0.40059882,3.827349,13.255196,23.806229,-0.21102065,1.6748378,0.10999999,-68.649734
15560000,2.7525077,2.7405078,0.40059483,4.532766,13.255611,23.198565,-0.19885905,0.8829338,0.10999999,-73.98693
15752000,3.7178733,3.7058733,0.40060282,5.2632985,13.256223,22.726406,-0.18940367,0.31447348,0.10999999,-78.54911
15968000,4.968237,4.956237,0.40060282,6.090193,13.256958,22.35807,-0.18202224,-0.13227643,0.10999999,-82.98783
16160000,6.221199,6.2091994,0.40058687,6.7137666,13.257665,22.157846,-0.17800362,-0.37511343,0.10999999,-86.51812
16352000,7.58191,7.5699105,0.40058687,7.137377,13.258749,22.046852,-0.17576206,-0.46216604,0.10999999,-89.77634
16568000,9.184552,9.172552,0.40060282,7.417024,13.259475,22.042475,-0.17566,-0.43981183,0.10999999,-93.26526
16760000,9.933214,10.638603,1.8389549,7.540191,13.260408,22.058249,-0.1759568,-0.9696107,0.10651151,-92.5993
16952000,10.566325,12.115282,3.0074978,7.5892277,13.261546,21.745956,-0.1696882,-1.9085258,0.10077148,-89.89954
17168000,11.494974,13.756951,3.5323849,7.2367344,13.26251,21.191685,-0.15858349,-1.9118422,0.09444293,-87.255516
17360000,12.400457,15.120178,3.7113903,6.665249,13.26344,20.852169,-0.15177457,-1.4516459,0.08895562,-85.195656
17552000,13.336989,16.385124,3.7818813,6.2641907,13.264331,20.73102,-0.14933378,-1.0313381,0.08349416,-83.29323
17768000,14.406123,17.733402,3.8081691,5.967287,13.265205,20.755468,-0.14980526,-0.69995356,0.0772664,-81.23277
17960000,15.362208,18.885519,3.812895,5.752825,13.265909,20.815578,-0.15099338,-0.5166885,0.071610056,-79.42251
18152000,16.320526,20.00282,3.8112085,5.5877547,13.266629,20.88679,-0.1524032,-0.4092611,0.06584088,-77.61569
18368000,17.39975,21.224672,3.8069382,5.4578757,13.267341,20.946474,-0.15358266,-0.3669903,0.059237983,-75.58441
18560000,18.359476,22.290758,3.802701,5.372229,13.268186,20.954275,-0.15372178,-0.35438368,0.053312227,-73.79372
18752000,19.31936,23.340408,3.7986577,5.299424,13.26887,20.930384,-0.15323026,-0.3442423,0.04735726,-72.02331
18968000,20.399311,24.502825,3.7947254,5.227027,13.2694435,20.866001,-0.15193115,-0.3280789,0.040666368,-70.07243
19160000,21.359297,25.524456,3.7917063,5.174497,13.270291,20.801311,-0.1506204,-0.31507853,0.034746394,-68.38002
19352000,22.319294,26.537964,3.7890308,5.138723,13.270951,20.732504,-0.14923105,-0.29985192,0.028853418,-66.72382
19568000,23.3993,27.669722,3.7865071,5.100051,13.271526,20.649946,-0.14756839,-0.28340855,0.02225799,-64.901535
19760000,24.359304,28.667316,3.7846274,5.071795,13.27224,20.563747,-0.14583015,-0.27482852,0.016446479,-63.32636
19952000,25.319311,29.658556,3.7830658,5.05392,13.272951,20.488981,-0.14432059,-0.26253068,0.010678447,-61.787888
20168000,26.399319,30.76473,3.7817576,5.0361915,13.2735815,20.433514,-0.14319864,-0.25161886,0.00423673,-60.0949
20360000,27.359325,31.740538,3.7809675,5.017359,13.2741995,20.372498,-0.14196596,-0.23932548,-0.001456086,-58.616047
20552000,28.319332,32.709286,3.7805305,4.9942107,13.274772,20.3435,-0.14137457,-0.23471074,-0.007123084,-57.155796
20768000,29.39934,33.78811,3.7805896,4.9626145,13.275563,20.287363,-0.14023599,-0.23507492,-0.013460754,-55.53523
20960000,30.359346,34.744682,3.7807612,4.9376845,13.276007,20.231258,-0.13910504,-0.23014668,-0.019055212,-54.114822
21152000,31.319353,35.697895,3.781101,4.912842,13.27674,20.204464,-0.13855447,-0.22172883,-0.024620906,-52.70846
21368000,32.39935,36.761646,3.7818494,4.8748107,13.277332,20.130707,-0.13706748,-0.21039973,-0.030839192,-51.145008
21560000,33.35934,37.69969,3.7829466,4.8358464,13.277958,20.109358,-0.136628,-0.1990108,-0.036324248,-49.771168
21752000,34.319332,38.625034,3.7846792,4.8041196,13.27853,20.046257,-0.13535453,-0.18996602,-0.04177073,-48.407677
21968000,35.399323,39.6598,3.7869403,4.765959,13.279208,20.011528,-0.1346464,-0.17680342,-0.047835786,-46.890594
22160000,36.359318,40.571,3.78938,4.7332187,13.279774,19.974926,-0.13390304,-0.17518635,-0.053193625,-45.542397
22352000,37.31931,41.477585,3.7920504,4.6993165,13.280475,19.939056,-0.13317163,-0.1677808,-0.058500566,-44.20284
22568000,38.3993,42.491528,3.795353,4.664154,13.281059,19.93152,-0.13300923,-0.17049177,-0.064441666,-42.686447
22760000,39.35929,43.384953,3.7986813,4.6346407,13.281527,19.917892,-0.13272731,-0.16822216,-0.069689475,-41.331722
22952000,40.319283,44.26909,3.802474,4.604261,13.282238,19.870506,-0.13176537,-0.17029071,-0.07488498,-39.97857
23168000,41.399273,45.260536,3.806901,4.5715327,13.282821,19.819118,-0.13072595,-0.16278447,-0.08066269,-38.45816
23360000,42.359264,46.139874,3.8109338,4.54716,13.283405,19.803888,-0.13040966,-0.16337863,-0.085748814,-37.102047
23552000,43.319256,47.013958,3.8152292,4.5240574,13.284014,19.77281,-0.12977593,-0.15950015,-0.090789266,-35.739697
23768000,44.399246,47.99007,3.8204231,4.50717,13.284576,19.747963,-0.12926772,-0.15292525,-0.09639735,-34.20087
23960000,45.359238,48.852352,3.8253086,4.486689,13.285039,19.738403,-0.12906729,-0.16119611,-0.101339735,-32.818474
24152000,46.31923,49.70837,3.8305073,4.4806952,15.329839,19.724163,-0.08788648,-0.00124703,-0.10546931,-31.844168
24368000,47.39922,50.66372,3.8367393,4.3819194,15.330375,19.795597,-0.08930445,0.2469813,-0.109805666,-30.869757
24560000,48.35921,51.499275,3.842961,4.3278418,15.33084,19.946545,-0.09231409,0.31553918,-0.11369973,-29.934572
